line,locality,district,juridiction_dicstrict,type,page,serial_no,area_hectares,population_male,population_female,population_total,religion_catholic,religion_greek,religion_jewish,religion_other,c1,c2,village,belong,sum_type,vide,wrong_sum,,,
8576,Horodzów,Zbaraż,Rawa Ruska,Gutsgebiete,525,4,27,3,5,8,,,8,,,,0,ad 5,,,0,,,
8577,Hrebenne,Zbaraż,Rawa Ruska,Gutsgebiete,525,5,1546,46,66,112,48,34,30,,,,0,ad 6,,,0,,,
8578,Hujcze,Zbaraż,Rawa Ruska,Gutsgebiete,525,6,775,69,62,131,69,54,8,,,,0,ad 7,,,0,,,
8579,Huta Lubycka,Zbaraż,Rawa Ruska,Gutsgebiete,525,7,47,2,5,7,7,,,,,,0,ad 8,,,0,,,
8580,Huta Zielona,Zbaraż,Rawa Ruska,Gutsgebiete,525,8,109,15,12,27,10,,15,,,,0,ad 9,,vide 16,1,,,
8581,Kamienna Góra,Zbaraż,Rawa Ruska,Gutsgebiete,525,9,16,1,1,2,2,,,,,,0,ad 10,,,0,,,
8582,Kamionka Wołoska,Zbaraż,Rawa Ruska,Gutsgebiete,525,10,2124,83,92,175,78,76,25,1,,,0,ad 11,,,1,,,
8583,Bobroidy,Zbaraż,Rawa Ruska,Gutsgebiete,525,1,,7,15,22,5,12,,4,,,0,,,,1,,,
8584,Lipnik,Zbaraż,Rawa Ruska,Gutsgebiete,525,2,,11,10,21,2,5,14,,,,0,,,,0,,,
8585,Piratyn,Zbaraż,Rawa Ruska,Gutsgebiete,525,3,,2,1,3,1,,,,,,0,,,,1,,,
8586,Stara Wieś,Zbaraż,Rawa Ruska,Gutsgebiete,525,4,,63,66,129,64,58,,7,,,0,,,,0,,,
8587,Kornie,Zbaraż,Rawa Ruska,Gutsgebiete,525,11,442,26,38,64,14,18,32,,,,0,ad 12,,,0,,,
8588,Ławryków,Zbaraż,Rawa Ruska,Gutsgebiete,525,12,965,27,11,38,7,23,8,,,,0,ad 13,,,0,,,
8589,Lubycza Kniazie,Zbaraż,Rawa Ruska,Gutsgebiete,525,13,120,2,2,4,,,,4,,,0,ad 14,,,0,,,
8590,Lubycza Królewska Miasteczko,Zbaraż,Rawa Ruska,Gutsgebiete,525,14,2230,30,36,66,28,21,11,6,,,0,ad 15,,,0,,,
8591,Lubycza Królewska Wieś,Zbaraż,Rawa Ruska,Gutsgebiete,525,15,,197,197,394,126,154,71,48,,,0,ad 16,,,1,,,
8592,Manasterek,Zbaraż,Rawa Ruska,Gutsgebiete,525,16,911,15,17,32,15,7,7,,,,0,ad 17,,,1,,,
8593,Mosty Małe,Zbaraż,Rawa Ruska,Gutsgebiete,525,17,447,28,24,52,15,28,9,,,,0,ad 18,,vide 12,0,,,
8594,Pogorzelisko,Zbaraż,Rawa Ruska,Gutsgebiete,525,18,12,23,17,40,9,1,25,5,,,0,ad 20,,,0,,,
8595,Potylicz,Zbaraż,Rawa Ruska,Gutsgebiete,525,19,376,13,16,29,9,2,18,,,,0,ad 21,,,0,,,
8596,Prusie,Zbaraż,Rawa Ruska,Gutsgebiete,525,20,827,17,20,37,24,7,,6,,,0,ad 22,,,0,,,
8597,Rata,Zbaraż,Rawa Ruska,Gutsgebiete,527,21,581,50,52,102,50,18,22,12,,,0,ad 23,,,0,,,
8598,Rawa Ruska,Zbaraż,Rawa Ruska,Gutsgebiete,527,22,613,36,43,79,51,14,14,,,,0,ad 24,,,0,,,
8599,Rzyczki od 25,Zbaraż,Rawa Ruska,Gutsgebiete,527,23,1109,55,66,121,40,65,11,5,,,0,,,,0,,,
8600,Siedliska,Zbaraż,Rawa Ruska,Gutsgebiete,527,24,1044,33,58,91,75,15,,1,,,0,ad 26,,,0,,,
8601,Teniatyska,Zbaraż,Rawa Ruska,Gutsgebiete,527,25,559,33,24,57,2,18,89,5,,,0,ad 27,,,1,,,
8602,Potok,Zbaraż,Rawa Ruska,Gutsgebiete,527,1,,33,24,57,2,18,82,5,,,0,,,,1,,,
8603,Werchrata,Zbaraż,Rawa Ruska,Gutsgebiete,527,26,2152,73,70,143,42,23,78,,,,0,ad 28,,vide 13,0,,,
8604,Zamek,Zbaraż,Rawa Ruska,Gutsgebiete,527,27,12,17,11,28,8,6,14,,,,0,ad 29,sum_gutsgebiete,,0,,,
8605,Summe der Gutsgebiete,Zbaraż,Rawa Ruska,Gutsgebiete,527,,18525,1038,1063,2101,813,657,531,100,,,0,,sum_gb,,0,,,
8606,Summe des GB. Rawa Ruska,Zbaraż,Rawa Ruska,Gutsgebiete,527,,61501,26055,26517,52572,7274,36860,7989,449,,,0,,,vide 3,0,,,
8607,Bruckenthal,Zbaraż,Uhnów,Gutsgebiete,527,1,3,218,202,420,403,4,13,,,,0,,,,0,,,
8608,Chlewezany,Zbaraż,Uhnów,Gutsgebiete,527,2,1782,1051,1046,2097,109,1862,126,,,,0,,,,0,,,
8609,Choronów,Zbaraż,Uhnów,Gutsgebiete,527,3,1498,203,226,429,31,367,31,,,,0,,,,0,,,
8610,Domaszów,Zbaraż,Uhnów,Gutsgebiete,527,4,1403,585,572,1157,137,940,80,,,,0,,,,0,,,
8611,Dyniska,Zbaraż,Uhnów,Gutsgebiete,527,5,885,320,345,665,41,601,23,,,,0,,,vide 16,0,,,
8612,"Josefinendorf, Józefówka",Zbaraż,Uhnów,Gutsgebiete,527,6,16,53,51,104,97,7,,,,,0,,,,0,,,
8613,Karów,Zbaraż,Uhnów,Gutsgebiete,527,7,1889,866,872,1738,101,1590,47,,,,0,,,,0,,,
8614,Korczmin,Zbaraż,Uhnów,Gutsgebiete,527,8,681,412,475,887,33,854,,,,,0,,,,0,,,
8615,Korczów,Zbaraż,Uhnów,Gutsgebiete,527,9,643,489,508,997,290,676,31,,,,0,,,,0,,,
8616,Krzewica,Zbaraż,Uhnów,Gutsgebiete,527,10,381,205,212,417,7,390,20,,,,0,,,,0,,,
8617,Machnów,Zbaraż,Uhnów,Gutsgebiete,527,11,862,486,534,1020,12,960,48,,,,0,,,vide 16,0,,,
8618,Michałówka,Zbaraż,Uhnów,Gutsgebiete,527,12,16,115,132,247,241,3,3,,,,0,,,,0,,,
8619,Nowosiółki Kardynalskie,Zbaraż,Uhnów,Gutsgebiete,527,13,446,282,272,554,16,485,53,,,,0,,,,0,,,
8620,Nowosiółki Przednie,Zbaraż,Uhnów,Gutsgebiete,527,14,392,208,208,416,31,367,18,,,,0,,,,0,,,
8621,Ostobuz,Zbaraż,Uhnów,Gutsgebiete,527,15,491,231,248,479,44,419,16,,,,0,,,,0,,,
8622,Poddubce,Zbaraż,Uhnów,Gutsgebiete,527,16,1357,522,557,1079,103,936,40,,,,0,,,,0,,,
8623,Rzeczyca,Zbaraż,Uhnów,Gutsgebiete,527,17,1634,845,896,1741,150,1493,98,,,,0,,,,0,,,
8624,Sałasze,Zbaraż,Uhnów,Gutsgebiete,527,18,873,517,570,1087,37,994,56,,,,0,,,,0,,,
8625,Staje,Zbaraż,Uhnów,Gutsgebiete,527,19,550,285,281,566,230,332,4,,,,0,,,,0,,,
8626,Szczepiatyn,Zbaraż,Uhnów,Gutsgebiete,527,20,482,323,348,671,116,537,18,,,,0,,,,0,,,
8627,Tarnoszyn,Zbaraż,Uhnów,Gutsgebiete,527,21,448,345,341,686,385,280,21,,,,0,,,,0,,,
8628,Tehlóν,Zbaraż,Uhnów,Gutsgebiete,527,22,775,314,283,597,9,576,19,,,,0,,,,1,,,
8629,Uhnów,Zbaraż,Uhnów,Gutsgebiete,529,23,2245,2208,2279,4487,529,1816,2140,2,,,0,,,,0,,,
8630,Ulhówek,Zbaraż,Uhnów,Gutsgebiete,529,24,1018,637,620,1257,100,1152,5,,,,1,,,,0,,,
8631,Wasylów,Zbaraż,Uhnów,Gutsgebiete,529,25,804,439,499,938,205,720,13,,,,1,,,,0,,,
8632,Wierzbica,Zbaraż,Uhnów,Gutsgebiete,529,26,1627,721,739,1460,40,1384,36,,,,0,,,,0,,,
8633,Woronów,Zbaraż,Uhnów,Gutsgebiete,529,27,300,124,126,250,,244,6,,,,1,,,,0,,,
8634,Wulka Mazowiecka,Zbaraż,Uhnów,Gutsgebiete,529,28,2154,1083,1205,2288,93,2037,158,,,,0,,,,0,,,
8635,Zaborze,Zbaraż,Uhnów,Gutsgebiete,529,29,836,530,546,1076,105,936,35,,,,1,,,vide 24,0,,,
8636,Zastawie,Zbaraż,Uhnów,Gutsgebiete,529,30,23,234,235,469,228,191,50,,,,0,,,,0,,,
8637,Żuraw ce,Zbaraż,Uhnów,Gutsgebiete,529,31,1570,994,983,1977,92,1825,60,,,,0,,,,0,,,
8638,Chlewczany,Zbaraż,Uhnów,Gutsgebiete,529,1,4472,105,99,204,69,56,79,,,,0,ad 2,,,0,,,
8639,Choronów,Zbaraż,Uhnów,Gutsgebiete,529,2,300,15,15,30,2,10,18,,,,0,ad 3,,,0,,,
8640,Domaszów,Zbaraż,Uhnów,Gutsgebiete,529,3,619,25,21,46,9,5,32,,,,0,ad 4,,,0,,,
8641,Dyniska,Zbaraż,Uhnów,Gutsgebiete,529,4,1261,138,137,275,126,108,41,,,,0,ad 5,,vide 15,0,,,
8642,"Josefinendorf, Józefówka",Zbaraż,Uhnów,Gutsgebiete,529,5,15,2,4,6,,,6,,,,0,ad 6,,,0,,,
8643,Karów,Zbaraż,Uhnów,Gutsgebiete,529,6,2678,44,47,91,49,32,10,,,,0,ad 7,,,0,,,
8644,Korezmin,Zbaraż,Uhnów,Gutsgebiete,529,7,782,28,30,58,24,30,4,,,,0,ad 8,,,0,,,
8645,Korczów,Zbaraż,Uhnów,Gutsgebiete,529,8,733,27,37,64,35,19,10,,,,0,ad 9,,,0,,,
8646,Krzewica,Zbaraż,Uhnów,Gutsgebiete,529,9,307,7,9,16,,,16,,,,0,ad 10,,,0,,,
8647,Machnów,Zbaraż,Uhnów,Gutsgebiete,529,10,2164,28,34,62,27,17,18,,,,0,ad 11,,vide 15,0,,,
8648,Michałówka,Zbaraż,Uhnów,Gutsgebiete,529,11,15,11,3,14,,,14,,,,0,ad 12,,,0,,,
8649,Nowosiółki Kardynalskie,Zbaraż,Uhnów,Gutsgebiete,529,12,380,19,19,38,23,7,8,,,,0,ad 13,,,0,,,
8650,Nowosiółki Przednie,Zbaraż,Uhnów,Gutsgebiete,529,13,454,25,13,38,13,10,15,,,,0,ad 14,,,0,,,
8651,Ostobuż,Zbaraż,Uhnów,Gutsgebiete,529,14,562,32,33,65,22,29,14,,,,0,ad 15,,,0,,,
8652,Poddubce,Zbaraż,Uhnów,Gutsgebiete,529,15,1469,37,39,76,28,29,19,,,,0,ad 16,,,0,,,
8653,Rzeczyca,Zbaraż,Uhnów,Gutsgebiete,529,16,826,106,89,195,46,80,69,,,,0,ad 17,,,0,,,
8654,Sałasze,Zbaraż,Uhnów,Gutsgebiete,529,17,991,9,13,22,,2,18,,,,0,ad 18,,,1,,,
8655,Staje,Zbaraż,Uhnów,Gutsgebiete,529,18,996,41,37,78,41,27,10,,,,0,ad 19,,,0,,,
8656,Szczepiatyn,Zbaraż,Uhnów,Gutsgebiete,529,19,457,35,37,72,24,18,30,,,,0,ad 20,,,0,,,
8657,Tarnoszyn,Zbaraż,Uhnów,Gutsgebiete,529,20,719,63,57,120,71,49,,,,,0,ad 21,,,0,,,
8658,Tehlów,Zbaraż,Uhnów,Gutsgebiete,529,21,835,37,37,74,36,28,10,,,,0,ad 22,,,0,,,
8659,Ulhówek,Zbaraż,Uhnów,Gutsgebiete,529,22,501,39,41,80,35,34,11,,,,0,ad 24,,,0,,,
8660,Wasylów,Zbaraż,Uhnów,Gutsgebiete,529,23,469,31,41,72,44,24,4,,,,0,ad 25,,,0,,,
8661,Wierzbica 26,Zbaraż,Uhnów,Gutsgebiete,529,24,1461,78,71,149,35,70,44,,,,0,,,,0,,,
8662,Woronów,Zbaraż,Uhnów,Gutsgebiete,529,25,423,3,5,8,,5,3,,,,0,ad 27,,,0,,,
8663,Wulka Mazowiecka,Zbaraż,Uhnów,Gutsgebiete,531,26,1475,53,51,104,35,38,31,,,,0,ad 28,,,0,,,
8664,Zaborze,Zbaraż,Uhnów,Gutsgebiete,531,27,498,21,16,37,9,22,6,,,,0,ad 29,,,0,,,
8665,Zastawie,Zbaraż,Uhnów,Gutsgebiete,531,28,146,2,1,3,,,3,,,,0,ad 30,,,0,,,
8666,Żurawce,Zbaraż,Uhnów,Gutsgebiete,531,29,876,53,43,96,36,39,18,3,,,0,ad 31,sum_gutsgebiete,,0,,,
8667,Summe der Gutsgebiete,Zbaraż,Uhnów,Gutsgebiete,531,,26854,1114,1079,2193,841,788,561,3,,,0,,sum_gb,,0,,,
8668,Summe des GB. Uhnów,Zbaraż,Uhnów,Ortsgemeinden,531,,54880,16959,17490,34449,4856,25766,3822,5,,,0,,,,0,,,
8669,Bołszowce,Zbaraż,Rohatyn,Ortsgemeinden,531,1,773,1974,1964,3938,367,1315,2256,,,,0,,,,0,,,
8670,Bouszów,Zbaraż,Rohatyn,Ortsgemeinden,531,2,1633,1070,1049,2119,294,1803,32,,,,0,,,,1,,,
8671,Bukaczowce,Zbaraż,Rohatyn,Ortsgemeinden,531,3,919,1181,1278,2459,447,796,1216,,,,0,,,,0,,,
8672,Bursztyn,Zbaraż,Rohatyn,Ortsgemeinden,531,4,1653,2185,2253,4438,541,1687,2209,1,,,0,,,,0,,,
8673,Bybło,Zbaraż,Rohatyn,Ortsgemeinden,531,5,409,310,299,609,315,251,43,,,,0,,,,0,,,
8674,Chochoniów,Zbaraż,Rohatyn,Ortsgemeinden,531,6,845,510,499,1009,172,811,26,,,,0,,,,0,,,
8675,Czahrów,Zbaraż,Rohatyn,Ortsgemeinden,531,7,1170,711,685,1396,175,1162,59,,,,0,,,,0,,,
8676,Czerniów,Zbaraż,Rohatyn,Ortsgemeinden,531,8,1211,768,733,1501,109,1367,25,,,,0,,,,0,,,
8677,Demeszkowce,Zbaraż,Rohatyn,Ortsgemeinden,531,9,119,89,112,201,5,196,,,,,0,,,,0,,,
8678,Demianów,Zbaraż,Rohatyn,Ortsgemeinden,531,10,1149,524,543,1067,97,924,45,1,,,0,,,,0,,,
8679,Dytiatyn,Zbaraż,Rohatyn,Ortsgemeinden,531,11,913,478,475,953,193,684,76,,,,0,,,,0,,,
8680,Hanowce,Zbaraż,Rohatyn,Ortsgemeinden,531,12,518,372,360,732,9,714,9,,,,0,,,,0,,,
8681,Herbutów,Zbaraż,Rohatyn,Ortsgemeinden,531,13,489,517,517,1034,351,672,11,,,,0,,,,0,,,
8682,Jablonów,Zbaraż,Rohatyn,Ortsgemeinden,533,14,959,522,530,1052,69,979,4,,,,1,,,,0,,,
8683,Jezierzany,Zbaraż,Rohatyn,Ortsgemeinden,533,15,297,210,218,428,4,415,9,,,,1,,,,0,,,
8684,Junaszków,Zbaraż,Rohatyn,Ortsgemeinden,533,16,871,528,571,1099,7,1073,19,,,,1,,,,0,,,
8685,Kolokolin,Zbaraż,Rohatyn,Ortsgemeinden,533,17,984,568,624,1192,92,1087,13,,,,1,,,,0,,,
8686,Konkolniki,Zbaraż,Rohatyn,Ortsgemeinden,533,18,672,318,314,632,168,394,70,,,,0,,,vide 43,0,,,
8687,Korostowice,Zbaraż,Rohatyn,Ortsgemeinden,533,19,43,459,468,927,94,784,49,,,,1,,,,0,,,
8688,Kozara,Zbaraż,Rohatyn,Ortsgemeinden,533,20,906,551,620,1171,159,1000,12,,,,1,,,,0,,,
8689,Kunaszów,Zbaraż,Rohatyn,Ortsgemeinden,533,21,949,857,880,1737,70,1649,18,,,,0,,,vide 23,0,,,
8690,Kunicze,Zbaraż,Rohatyn,Ortsgemeinden,533,22,23,147,149,296,5,285,6,,,,1,,,,0,,,
8691,Kuropatniki,Zbaraż,Rohatyn,Ortsgemeinden,533,23,567,318,337,655,75,571,9,,,,1,,,,0,,,
8692,Lipica Dolna,Zbaraż,Rohatyn,Ortsgemeinden,533,24,955,691,657,1348,106,1189,53,,,,0,,,vide 4,0,,,
8693,Ludwikówka,Zbaraż,Rohatyn,Ortsgemeinden,533,25,4,426,440,866,848,12,6,,,,0,,,,0,,,
8694,Martynów Nowy,Zbaraż,Rohatyn,Ortsgemeinden,533,26,720,603,657,1260,445,749,66,,,,0,,,,0,,,
8695,Martynów Stary,Zbaraż,Rohatyn,Ortsgemeinden,533,27,439,299,296,595,79,468,48,,,,0,,,,0,,,
8696,Nastaszczyn,Zbaraż,Rohatyn,Ortsgemeinden,533,28,762,522,515,1037,36,963,38,,,,1,,,,0,,,
8697,Niemszyn,Zbaraż,Rohatyn,Ortsgemeinden,533,29,378,312,295,607,,591,16,,,,1,,,,0,,,
8698,Podmichalowce,Zbaraż,Rohatyn,Ortsgemeinden,533,30,313,277,288,565,10,545,10,,,,1,,,,0,,,
8699,Podszumlańce,Zbaraż,Rohatyn,Ortsgemeinden,533,31,424,375,345,720,253,445,22,,,,1,,,,0,,,
8700,Popławniki,Zbaraż,Rohatyn,Ortsgemeinden,533,32,252,193,177,370,,358,12,,,,1,,,,0,,,
8701,Poświerz,Zbaraż,Rohatyn,Ortsgemeinden,533,33,301,137,159,296,28,252,16,,,,1,,,,0,,,
8702,Ruzdwiany,Zbaraż,Rohatyn,Ortsgemeinden,533,34,593,345,356,701,42,658,6,,,,0,,,,1,,,
8703,Sarnki Dolne,Zbaraż,Rohatyn,Ortsgemeinden,533,35,588,497,481,978,333,598,47,,,,0,,,,0,,,
8704,Sarnki Górne,Zbaraż,Rohatyn,Ortsgemeinden,533,36,1324,645,670,1315,44,1203,68,,,,1,,,,0,,,
8705,Sarnki Średnie,Zbaraż,Rohatyn,Ortsgemeinden,533,37,888,608,600,1208,19,1154,35,,,,1,,,,0,,,
8706,Skomorochy Nowe,Zbaraż,Rohatyn,Ortsgemeinden,533,38,539,488,498,986,167,814,5,,,,1,,,,0,,,
8707,Skomorochy Stare,Zbaraż,Rohatyn,Ortsgemeinden,533,39,552,408,419,827,194,595,38,,,,1,,,vide 20,0,,,
8708,Słoboda Bukaczo-wiecka,Zbaraż,Rohatyn,Ortsgemeinden,533,40,20,195,213,408,150,245,13,,,,1,,,,0,,,
8709,Słobódka Boľszo-wiecka,Zbaraż,Rohatyn,Ortsgemeinden,533,41,426,334,322,656,238,400,18,,,,1,,,,0,,,
8710,Słobódka Konkol-nicka,Zbaraż,Rohatyn,Ortsgemeinden,533,42,692,537,599,1136,950,156,30,,,,1,,,,0,,,
8711,Stasiowa Wola,Zbaraż,Rohatyn,Ortsgemeinden,533,43,1043,247,284,531,152,375,4,,,,1,,,,0,,,
8712,Świstelniki,Zbaraż,Rohatyn,Ortsgemeinden,533,44,881,681,684,1365,100,1200,65,,,,0,,,,0,,,
8713,Tenetniki,Zbaraż,Rohatyn,Ortsgemeinden,533,45,387,310,295,605,218,363,24,,,,0,,,,0,,,
8714,Wiszniów,Zbaraż,Rohatyn,Ortsgemeinden,533,46,1604,496,504,1000,61,888,48,3,,,1,,,,0,,,
8715,Zagórze Konkol-nieckie,Zbaraż,Rohatyn,Ortsgemeinden,533,47,541,450,432,882,500,367,15,,,,1,,,,0,,,
8716,Żelibory,Zbaraż,Rohatyn,Ortsgemeinden,535,48,244,267,276,543,1,521,21,,,,1,,,,0,,,
8717,Żurawienko,Zbaraż,Rohatyn,Ortsgemeinden,535,49,374,273,258,531,16,496,18,,,,1,,,,1,,,
8718,Żurów,Zbaraż,Rohatyn,Ortsgemeinden,535,50,580,365,363,728,217,368,143,,,,1,,sum_ortsgemeinden,,0,,,
8719,Summe der Ortsgemeinden,Zbaraż,Rohatyn,Ortsgemeinden,535,,33806,26148,26561,52709,9015,36587,7101,6,,,0,,,,0,,,
8720,Bołszowce,Zbaraż,Rohatyn,Gutsgebiete,535,1,809,115,110,225,150,62,7,6,,,0,ad 1,,,0,,,
8721,Bouszów,Zbaraż,Rohatyn,Gutsgebiete,535,2,1270,35,44,79,40,38,1,,,,0,ad 2,,,0,,,
8722,Bukaczowee,Zbaraż,Rohatyn,Gutsgebiete,535,3,1128,93,68,161,103,50,6,2,,,0,ad 3,,,0,,,
8723,Bursztyn,Zbaraż,Rohatyn,Gutsgebiete,535,4,1301,117,109,226,108,78,45,,,,0,ad 4,,,1,,,
8724,Bybło,Zbaraż,Rohatyn,Gutsgebiete,535,5,192,18,18,36,24,9,3,,,,0,ad 5,,,0,,,
8725,Chochoniów,Zbaraż,Rohatyn,Gutsgebiete,535,6,141,1,1,2,,2,,2,,,0,ad 6,,,1,,,
8726,Czahrów,Zbaraż,Rohatyn,Gutsgebiete,535,7,720,68,58,126,37,82,7,,,,0,ad 7,,,0,,,
8727,Czerniów,Zbaraż,Rohatyn,Gutsgebiete,535,8,621,36,32,68,6,24,38,,,,0,ad 8,,,0,,,
8728,Demeszkowce,Zbaraż,Rohatyn,Gutsgebiete,535,9,229,11,4,15,,6,9,,,,0,ad 9,,,0,,,
8729,Demianów,Zbaraż,Rohatyn,Gutsgebiete,535,10,475,54,55,109,30,45,34,,,,0,ad 10,,,0,,,
8730,Dytiatyn,Zbaraż,Rohatyn,Gutsgebiete,535,11,276,6,7,13,,1,12,,,,0,ad 11,,,0,,,
8731,Hanowce,Zbaraż,Rohatyn,Gutsgebiete,535,12,64,1,4,5,,5,,,,,0,ad 12,,,0,,,
8732,Herbutów,Zbaraż,Rohatyn,Gutsgebiete,535,13,196,3,11,14,,,6,,,,0,ad 13,,,1,,,
8733,Jabłonów,Zbaraż,Rohatyn,Gutsgebiete,535,14,249,1,3,4,,,,,,,0,ad 14,,,1,,,
8734,Jezierzany,Zbaraż,Rohatyn,Gutsgebiete,535,15,212,6,7,13,,1,12,,,,0,ad 15,,,0,,,
8735,Junaszków,Zbaraż,Rohatyn,Gutsgebiete,535,16,418,3,5,8,5,3,,,,,0,ad 16,,,0,,,
8736,Kołokolin,Zbaraż,Rohatyn,Gutsgebiete,535,17,409,23,30,53,10,14,29,,,,0,ad 17,,,0,,,
8737,Konkolniki,Zbaraż,Rohatyn,Gutsgebiete,535,18,328,11,9,20,10,3,7,,,,0,ad 18,,vide 43,0,,,
8738,Korostowice,Zbaraż,Rohatyn,Gutsgebiete,535,19,43,,,,,,,,,,0,ad 19,,,0,,,
8739,Kozara,Zbaraż,Rohatyn,Gutsgebiete,535,20,661,3,4,7,,3,,,,,0,ad 20,,,1,,,
8740,Kunaszów,Zbaraż,Rohatyn,Gutsgebiete,535,21,400,55,39,94,20,69,5,,,,0,ad 21,,vide 23,0,,,
8741,Kunicze,Zbaraż,Rohatyn,Gutsgebiete,535,22,23,2,2,4,,,,4,,,0,ad 22,,,0,,,
8742,Kuropatniki,Zbaraż,Rohatyn,Gutsgebiete,535,23,244,8,4,12,5,,7,,,,0,ad 23,,,0,,,
8743,Lipica Dolna,Zbaraż,Rohatyn,Gutsgebiete,535,24,741,52,57,109,24,71,14,,,,0,ad 24,,vide 4,0,,,
8744,Ludwikówka,Zbaraż,Rohatyn,Gutsgebiete,535,25,4,28,37,65,24,12,29,,,,0,ad 25,,,0,,,
8745,Martynów Nowy,Zbaraż,Rohatyn,Gutsgebiete,535,26,584,29,34,63,23,39,8,,,,0,ad 26,,,1,,,
8746,Martynów Stary,Zbaraż,Rohatyn,Gutsgebiete,535,27,495,17,20,37,1,22,14,,,,0,ad 27,,,0,,,
8747,Nastaszczyn,Zbaraż,Rohatyn,Gutsgebiete,535,28,402,12,10,22,,7,15,,,,0,ad 28,,,0,,,
8748,Niemszyn,Zbaraż,Rohatyn,Gutsgebiete,535,29,209,15,14,29,7,8,14,,,,0,ad 29,,,0,,,
8749,Podmichałowce,Zbaraż,Rohatyn,Gutsgebiete,535,30,161,29,27,56,15,41,,,,,0,ad 30,,,0,,,
8750,Podszumlańce,Zbaraż,Rohatyn,Gutsgebiete,535,31,177,13,12,25,1,7,17,,,,0,ad 31,,,0,,,
8751,Popławniki,Zbaraż,Rohatyn,Gutsgebiete,535,32,39,,,,,,,,,,0,ad 32,,,0,,,
8752,Podburze,Zbaraż,Rohatyn,Gutsgebiete,543,28,318,33,21,54,10,17,27,,,,0,ad 28,,,0,,,
8753,Podgrodzie,Zbaraż,Rohatyn,Gutsgebiete,543,29,901,19,23,42,21,9,12,,,,0,ad 29,,,0,,,
8754,Podkamień,Zbaraż,Rohatyn,Gutsgebiete,543,30,362,21,24,45,38,3,9,,,,0,ad 30,,,1,,,
8755,Podwinie,Zbaraż,Rohatyn,Gutsgebiete,543,31,158,5,6,11,,11,,,,,0,ad 31,,,0,,,
8756,Pomonięta,Zbaraż,Rohatyn,Gutsgebiete,543,32,300,3,3,6,,6,,,,,0,ad 32,,,0,,,
8757,Potok,Zbaraż,Rohatyn,Gutsgebiete,543,33,490,25,33,58,38,7,8,5,,,0,ad 33,,,0,,,
8758,Psary,Zbaraż,Rohatyn,Gutsgebiete,543,34,1050,77,95,172,64,87,21,,,,0,ad 34,,,0,,,
8759,Puków,Zbaraż,Rohatyn,Gutsgebiete,543,35,524,56,60,116,30,51,35,,,,0,ad 35,,,0,,,
8760,Putiatyńce,Zbaraż,Rohatyn,Gutsgebiete,543,36,572,42,33,75,51,18,5,1,,,0,ad 36,,,0,,,
8761,Rohatyn,Zbaraż,Rohatyn,Gutsgebiete,543,37,925,,,,,,,,,,0,ad 37,,,0,,,
8762,Ruda,Zbaraż,Rohatyn,Gutsgebiete,543,38,155,4,8,12,,2,10,,,,0,ad 38,,,0,,,
8763,Stratyn Miasto,Zbaraż,Rohatyn,Gutsgebiete,543,39,1618,,,,,,,,,,0,ad 39,,,0,,,
8764,Stratyn Wies,Zbaraż,Rohatyn,Gutsgebiete,543,40,,33,30,63,21,24,18,,,,0,ad 40,,,0,,,
8765,Ujazd,Zbaraż,Rohatyn,Gutsgebiete,543,41,42,6,6,12,,6,6,,,,0,ad 41,,,0,,,
8766,Wasiuczyn,Zbaraż,Rohatyn,Gutsgebiete,543,42,548,83,66,149,58,47,49,,,,0,ad 42,,,1,,,
8767,Wierzbołowce,Zbaraż,Rohatyn,Gutsgebiete,543,43,27,,,,,,,,,,0,ad 43,,,0,,,
8768,Wyspa,Zbaraż,Rohatyn,Gutsgebiete,543,44,142,4,4,8,,3,5,,,,0,ad 44,,,0,,,
8769,Zagórze Knihynickie,Zbaraż,Rohatyn,Gutsgebiete,543,45,636,61,67,128,40,79,9,,,,0,ad 45,,,0,,,
8770,Załanów,Zbaraż,Rohatyn,Gutsgebiete,543,46,534,34,28,62,35,6,21,,,,0,ad 46,,,0,,,
8771,Zalipie,Zbaraż,Rohatyn,Gutsgebiete,543,47,237,9,19,28,23,5,,,,,0,ad 47,,,0,,,
8772,Załuże,Zbaraż,Rohatyn,Gutsgebiete,543,48,511,91,84,175,72,90,13,,,,0,ad 48,,,0,,,
8773,Soloniec,Zbaraż,Rohatyn,Gutsgebiete,543,1,90,83,173,72,88,13,,,,,0,,,,1,,,
8774,Załuże,Zbaraż,Rohatyn,Gutsgebiete,543,2,,1,1,2,,2,,,,,0,,,,0,,,
8775,Żołczów,Zbaraż,Rohatyn,Gutsgebiete,543,49,406,27,19,46,18,3,25,,,,0,ad 49,sum_gutsgebiete,,0,,,
8776,Summe der Gutsgebiete,Zbaraż,Rohatyn,Gutsgebiete,543,,23770,1258,1277,2535,1061,925,534,15,,,0,,sum_gb,,0,,,
8777,Summe des GB. Rohatyn,Zbaraż,Rohatyn,Ortsgemeinden,543,,58352,25726,26224,51950,6261,39750,5808,131,,,0,,,,0,,,
8778,Bobrowa,Zbaraż,Dębica,Ortsgemeinden,545,1,1067,568,612,1180,1156,,24,,,,0,,,,0,,,
8779,Bobrowa,Zbaraż,Dębica,Ortsgemeinden,545,1,,456,491,947,930,,17,,,,1,,,,0,,,
8780,Wola Bobrowska,Zbaraż,Dębica,Ortsgemeinden,545,2,,112,121,233,226,,7,,,,1,,,,0,,,
