country,province,city,year,field,value
HUN,Heves,APC,1930,school,TRUE
HUN,Heves,CSANY,,initial_jewish_settlement,18EX
HUN,Heves,CSANY,,formal_community_foundation,
HUN,Heves,CSANY,1930,jewish_population,63
HUN,Heves,CSANY,,date_of_deportation,6/8/1944
HUN,Heves,CSANY,1891,synagogues,TRUE
HUN,Heves,EGER,,initial_jewish_settlement,17LX
HUN,Heves,EGER,,formal_community_foundation,17XX
HUN,Heves,EGER,1890,jewish_population,2396
HUN,Heves,EGER,1939,jewish_population,1787
HUN,Heves,EGER,1959,jewish_population,300
HUN,Heves,EGER,,pre_deportation_population,1800
HUN,Heves,EGER,,date_of_deportation,6/8/1944
HUN,Heves,EGER,1851,synagogues,TRUE
HUN,Heves,FUZESABONY,,initial_jewish_settlement,18LX
HUN,Heves,FUZESABONY,,formal_community_foundation,
HUN,Heves,FUZESABONY,1880,jewish_population,197
HUN,Heves,FUZESABONY,1930,jewish_population,230
HUN,Heves,FUZESABONY,,date_of_deportation,6/8/1944
HUN,Heves,FUZESABONY,1910,synagogues,TRUE
HUN,Heves,FUZESABONY,,initial_jewish_settlement,19XX
HUN,Heves,FUZESABONY,,Opposition to Zionist Activity,
HUN,Heves,GYONGYOS,,initial_jewish_settlement,17EX
HUN,Heves,GYONGYOS,,formal_community_foundation,
HUN,Heves,GYONGYOS,1860,jewish_population,2100
HUN,Heves,GYONGYOS,,date_of_deportation,6/30/1944
HUN,Heves,GYONGYOS,1813,synagogues,TRUE
HUN,Heves,GYONGYOS,1839,school,TRUE
HUN,Heves,GYONGYOS,19XX,Youth Groups Active,Hashomer Hatzair
HUN,Heves,HATVAN,,initial_jewish_settlement,184X
HUN,Heves,HATVAN,,formal_community_foundation,
HUN,Heves,HATVAN,1910,jewish_population,867
HUN,Heves,HATVAN,1941,jewish_population,541
HUN,Heves,HATVAN,,date_of_deportation,6/12/1944
HUN,Heves,HATVAN,1876,synagogues,TRUE
HUN,Heves,HEVES,,initial_jewish_settlement,17MX
HUN,Heves,HEVES,,formal_community_foundation,
HUN,Heves,HEVES,1880,jewish_population,631
HUN,Heves,HEVES,1941,jewish_population,331
HUN,Heves,HEVES,,date_of_deportation,6/8/1944
HUN,Heves,HEVES,1867,synagogues,TRUE
HUN,Heves,HEVES,1856,school,TRUE
HUN,Heves,KAL,,initial_jewish_settlement,
HUN,Heves,KAL,,formal_community_foundation,
HUN,Heves,KAL,1930,jewish_population,130
HUN,Heves,KAL,,date_of_deportation,6/30/1944
HUN,Heves,PASZTO,,initial_jewish_settlement,14EX
HUN,Heves,PASZTO,,formal_community_foundation,
HUN,Heves,PASZTO,1909,jewish_population,502
HUN,Heves,PASZTO,1930,jewish_population,414
HUN,Heves,PASZTO,,date_of_deportation,7/12/1944
HUN,Heves,PASZTO,1840,synagogues,TRUE
HUN,Heves,PASZTO,,survived,20
HUN,Heves,PETERVASARA,,initial_jewish_settlement,18EX
HUN,Heves,PETERVASARA,,formal_community_foundation,
HUN,Heves,PETERVASARA,1880,jewish_population,95
HUN,Heves,PETERVASARA,1930,jewish_population,57
HUN,Heves,PETERVASARA,,date_of_deportation,
HUN,Heves,POROSZLO,,initial_jewish_settlement,18EX
HUN,Heves,POROSZLO,,formal_community_foundation,
HUN,Heves,POROSZLO,1880,jewish_population,182
HUN,Heves,POROSZLO,1930,jewish_population,154
HUN,Heves,POROSZLO,,date_of_deportation,
HUN,Heves,TISZAFURED,,initial_jewish_settlement,17LX
HUN,Heves,TISZAFURED,,formal_community_foundation,
HUN,Heves,TISZAFURED,1900,jewish_population,682
HUN,Heves,TISZAFURED,1941,jewish_population,442
HUN,Heves,TISZAFURED,,date_of_deportation,6/8/1944
HUN,Heves,TISZAFURED,,survived,70
HUN,Heves,TISZAFURED,1876,school,TRUE
HUN,Heves,TISZAFURED,1910,synagogues,TRUE
HUN,Heves,VERPELET,,initial_jewish_settlement,17LX
HUN,Heves,VERPELET,,formal_community_foundation,
HUN,Heves,VERPELET,1880,jewish_population,174
HUN,Heves,VERPELET,1931,jewish_population,146
HUN,Heves,VERPELET,,date_of_deportation,
HUN,Heves,VERPELET,1790,synagogues,TRUE
HUN,Heves,VERPELET,1790,school,TRUE
GER,Hesse Nassau,VILLMAR AN DER LAHN,,initial_jewish_settlement,
GER,Hesse Nassau,VILLMAR AN DER LAHN,,formal_community_foundation,1772
GER,Hesse Nassau,VILLMAR AN DER LAHN,1871,jewish_population,71
GER,Hesse Nassau,VILLMAR AN DER LAHN,1933,jewish_population,35
GER,Hesse Nassau,VILLMAR AN DER LAHN,,perished,12
GER,Hesse Nassau,VILLMAR AN DER LAHN,1846,synagogues,TRUE
GER,Hesse Nassau,VILLMAR AN DER LAHN,,initial_jewish_settlement,1772
GER,Hesse Nassau,MANSBACH,,initial_jewish_settlement,17XX
GER,Hesse Nassau,MANSBACH,,formal_community_foundation,17XX
GER,Hesse Nassau,MANSBACH,1861,jewish_population,199
GER,Hesse Nassau,MANSBACH,1925,jewish_population,50
GER,Hesse Nassau,MANSBACH,,date_of_deportation,
GER,Hesse Nassau,MANSBACH,,deported,6
GER,Hesse Nassau,MANSBACH,1717,synagogues,TRUE
GER,Hesse Nassau,DILLICH,,initial_jewish_settlement,174X
GER,Hesse Nassau,DILLICH,,formal_community_foundation,174X
GER,Hesse Nassau,DILLICH,1885,jewish_population,48
GER,Hesse Nassau,HINTERSTEINAU,,initial_jewish_settlement,1754
GER,Hesse Nassau,HINTERSTEINAU,,formal_community_foundation,1754
GER,Hesse Nassau,HINTERSTEINAU,1754,jewish_population,13
GER,Hesse Nassau,HINTERSTEINAU,1871,jewish_population,90
GER,Hesse Nassau,HINTERSTEINAU,1933,jewish_population,8
GER,Hesse Nassau,RHODEN,,initial_jewish_settlement,
GER,Hesse Nassau,RHODEN,,formal_community_foundation,
GER,Hesse Nassau,RHODEN,1847,jewish_population,70
GER,Hesse Nassau,RHODEN,1933,jewish_population,34
GER,Hesse Nassau,RHODEN,,date_of_deportation,1942-XX-XX
GER,Hesse Nassau,RHODEN,,deported,11
GER,Hesse Nassau,RHODEN,1938,synagogues,TRUE
GER,Hesse Nassau,FRANKERSHAUSEN,,initial_jewish_settlement,16XX
GER,Hesse Nassau,FRANKERSHAUSEN,,formal_community_foundation,16XX
GER,Hesse Nassau,FRANKERSHAUSEN,1861,jewish_population,96
GER,Hesse Nassau,FRANKERSHAUSEN,1933,jewish_population,33
GER,Hesse Nassau,FRANKERSHAUSEN,1855,synagogues,TRUE
GER,Hesse Nassau,FRANKERSHAUSEN,,formal_community_foundation,
GER,Hesse Nassau,GROSS KROTZENBURG,,initial_jewish_settlement,16XX
GER,Hesse Nassau,GROSS KROTZENBURG,,formal_community_foundation,
GER,Hesse Nassau,GROSS KROTZENBURG,1905,jewish_population,161
GER,Hesse Nassau,GROSS KROTZENBURG,1925,jewish_population,137
GER,Hesse Nassau,GROSS KROTZENBURG,,perished,45
GER,Hesse Nassau,GROSS KROTZENBURG,1826,synagogues,TRUE
GER,Hesse Nassau,GROSS KROTZENBURG,1855,school,TRUE
GER,Hesse Nassau,DIEMERODE,,initial_jewish_settlement,
GER,Hesse Nassau,DIEMERODE,,formal_community_foundation,1725
GER,Hesse Nassau,DIEMERODE,1861,jewish_population,101
GER,Hesse Nassau,DIEMERODE,1925,jewish_population,19
GER,Hesse Nassau,DIEMERODE,,deported,5
GER,Hesse Nassau,DIEMERODE,1868,synagogues,TRUE
GER,Hesse Nassau,HEDDERNHEIM,,initial_jewish_settlement,1626
GER,Hesse Nassau,HEDDERNHEIM,,formal_community_foundation,
GER,Hesse Nassau,HEDDERNHEIM,1840,jewish_population,354
GER,Hesse Nassau,HEDDERNHEIM,1905,jewish_population,62
GER,Hesse Nassau,HEDDERNHEIM,1760,synagogues,TRUE
GER,Hesse Nassau,HESSISCH OLDENDORF,,initial_jewish_settlement,
GER,Hesse Nassau,HESSISCH OLDENDORF,,formal_community_foundation,
GER,Hesse Nassau,HESSISCH OLDENDORF,1871,jewish_population,48
GER,Hesse Nassau,HESSISCH OLDENDORF,1925,jewish_population,24
GER,Hesse Nassau,HESSISCH OLDENDORF,,deported,5
GER,Hesse Nassau,HESSISCH OLDENDORF,1908,synagogues,TRUE
GER,Hesse Nassau,HUETTENGESAESS,,initial_jewish_settlement,
GER,Hesse Nassau,HUETTENGESAESS,,formal_community_foundation,
GER,Hesse Nassau,HUETTENGESAESS,1895,jewish_population,54
GER,Hesse Nassau,HUETTENGESAESS,1933,jewish_population,34
GER,Hesse Nassau,HUETTENGESAESS,1842,synagogues,TRUE
GER,Hesse Nassau,HUETTENGESAESS,,pre_deportation_population,34
GER,Hesse Nassau,HELMARSHAUSEN,,initial_jewish_settlement,1850
GER,Hesse Nassau,HELMARSHAUSEN,,formal_community_foundation,1850
GER,Hesse Nassau,HELMARSHAUSEN,1871,jewish_population,80
GER,Hesse Nassau,HELMARSHAUSEN,,perished,18
GER,Hesse Nassau,HATTERSHEIM AM MAIN,,initial_jewish_settlement,16MX
GER,Hesse Nassau,HATTERSHEIM AM MAIN,,formal_community_foundation,16MX
GER,Hesse Nassau,HATTERSHEIM AM MAIN,1885,jewish_population,32
GER,Hesse Nassau,HATTERSHEIM AM MAIN,,perished,4
GER,Hesse Nassau,GEMUENDEN AN  DER  WOHRA,,initial_jewish_settlement,19EX
GER,Hesse Nassau,GEMUENDEN AN  DER  WOHRA,,formal_community_foundation,19EX
GER,Hesse Nassau,GEMUENDEN AN  DER  WOHRA,1885,jewish_population,87
GER,Hesse Nassau,GEMUENDEN AN  DER  WOHRA,1933,jewish_population,33
GER,Hesse Nassau,GEMUENDEN AN  DER  WOHRA,,perished,10
GER,Hesse Nassau,GEMUENDEN AN  DER  WOHRA,1823,synagogues,TRUE
GER,Hesse Nassau,GEMUENDEN AN  DER  WOHRA,1934-1938,Youth Groups Active,young Zionists were trained for kibbutz life in Palestine
GER,Hesse Nassau,MARBURG,,initial_jewish_settlement,1532
GER,Hesse Nassau,MARBURG,,formal_community_foundation,1317
GER,Hesse Nassau,MARBURG,1827,jewish_population,80
GER,Hesse Nassau,MARBURG,1905,jewish_population,512
GER,Hesse Nassau,MARBURG,1925,jewish_population,370
GER,Hesse Nassau,MARBURG,1933,jewish_population,341
GER,Hesse Nassau,MARBURG,1938,jewish_population,149
GER,Hesse Nassau,MARBURG,1946,jewish_population,234
GER,Hesse Nassau,MARBURG,1961,jewish_population,15
GER,Hesse Nassau,MARBURG,,deported,77
GER,Hesse Nassau,MARBURG,,perished,18
GER,Hesse Nassau,MARBURG,1867,school,TRUE
GER,Hesse Nassau,MARBURG,1897,synagogues,TRUE
GER,Hesse Nassau,ALLENDORF,,initial_jewish_settlement,17XX
GER,Hesse Nassau,ALLENDORF,,formal_community_foundation,1842
GER,Hesse Nassau,ALLENDORF,1861,jewish_population,120
GER,Hesse Nassau,BAD EMS,,initial_jewish_settlement,1738
GER,Hesse Nassau,BAD EMS,,formal_community_foundation,1738
GER,Hesse Nassau,BAD EMS,1885,jewish_population,181
GER,Hesse Nassau,BAD EMS,,date_of_deportation,1941
GER,Hesse Nassau,BAD EMS,1837,synagogues,TRUE
GER,Hesse Nassau,BAD HERSFELD,,initial_jewish_settlement,17XX
GER,Hesse Nassau,BAD HERSFELD,,formal_community_foundation,
GER,Hesse Nassau,BAD HERSFELD,1871,jewish_population,76
GER,Hesse Nassau,BAD HERSFELD,1925,jewish_population,325
GER,Hesse Nassau,BAD HERSFELD,,pre_deportation_population,273
GER,Hesse Nassau,BAD HERSFELD,,perished,23
GER,Hesse Nassau,BAD HERSFELD,1878,school,TRUE
GER,Hesse Nassau,BAD HERSFELD,1900,synagogues,TRUE
GER,Hesse Nassau,BAD HOMBURG,,initial_jewish_settlement,1684
GER,Hesse Nassau,BAD HOMBURG,,formal_community_foundation,1684
GER,Hesse Nassau,BAD HOMBURG,1865,jewish_population,604
GER,Hesse Nassau,BAD HOMBURG,1933,jewish_population,300
GER,Hesse Nassau,BAD HOMBURG,,date_of_deportation,1942-1943
GER,Hesse Nassau,BAD HOMBURG,,perished,45
GER,Hesse Nassau,BAD HOMBURG,1731,synagogues,TRUE
GER,Hesse Nassau,BAD HOMBURG,1866,synagogues,TRUE
GER,Hesse Nassau,BAD HOMBURG,1877,community_center,TRUE
GER,Hesse Nassau,BAD ORB,,initial_jewish_settlement,1348
GER,Hesse Nassau,BAD ORB,,formal_community_foundation,
GER,Hesse Nassau,BAD ORB,1800,jewish_population,7080
GER,Hesse Nassau,BAD ORB,,perished,22
GER,Hesse Nassau,BAD ORB,1870,synagogues,TRUE
GER,Hesse Nassau,BAD  SALZSCHLIRF,,initial_jewish_settlement,190X
GER,Hesse Nassau,BAD  SALZSCHLIRF,,formal_community_foundation,190X
GER,Hesse Nassau,BAD  SALZSCHLIRF,1925,jewish_population,36
GER,Hesse Nassau,BAD  SALZSCHLIRF,,perished,3
GER,Hesse Nassau,BAD SCHWALBACH,,initial_jewish_settlement,1680
GER,Hesse Nassau,BAD SCHWALBACH,,formal_community_foundation,1680
GER,Hesse Nassau,BAD SCHWALBACH,1809,jewish_population,80
GER,Hesse Nassau,BAD SCHWALBACH,1885,jewish_population,190
GER,Hesse Nassau,BAD SCHWALBACH,1933,jewish_population,94
GER,Hesse Nassau,BAD SCHWALBACH,1939,jewish_population,4
GER,Hesse Nassau,BAD SCHWALBACH,,pre_deportation_population,94
GER,Hesse Nassau,BAD SCHWALBACH,1715,synagogues,TRUE
GER,Hesse Nassau,BAD SODEN,,initial_jewish_settlement,1849
GER,Hesse Nassau,BAD SODEN,,formal_community_foundation,1849
GER,Hesse Nassau,BAD SODEN,1925,jewish_population,49
GER,Hesse Nassau,BAD WILDUNGEN,,initial_jewish_settlement,1866
GER,Hesse Nassau,BAD WILDUNGEN,,formal_community_foundation,1866
GER,Hesse Nassau,BAD WILDUNGEN,1880,jewish_population,77
GER,Hesse Nassau,BAD WILDUNGEN,1925,jewish_population,152
GER,Hesse Nassau,BAD WILDUNGEN,1933,jewish_population,150
GER,Hesse Nassau,BAD WILDUNGEN,,pre_deportation_population,150
GER,Hesse Nassau,BAD WILDUNGEN,,perished,50
GER,Hesse Nassau,BARCHFELD,,initial_jewish_settlement,1720
GER,Hesse Nassau,BARCHFELD,,formal_community_foundation,1720
GER,Hesse Nassau,BARCHFELD,1720,jewish_population,76
GER,Hesse Nassau,BARCHFELD,1861,jewish_population,237
GER,Hesse Nassau,BARCHFELD,1932,jewish_population,65
GER,Hesse Nassau,BARCHFELD,1845,synagogues,TRUE
GER,Hesse Nassau,BARCHFELD,1836,school,TRUE
GER,Hesse Nassau,BATTENFELD,,initial_jewish_settlement,1750
GER,Hesse Nassau,BATTENFELD,,formal_community_foundation,1750
GER,Hesse Nassau,BATTENFELD,1871,jewish_population,29
GER,Hesse Nassau,BATTENFELD,1861,jewish_population,78
GER,Hesse Nassau,BATTENFELD,,perished,12
GER,Hesse Nassau,BATTENFELD,1777,synagogues,TRUE
GER,Hesse Nassau,BATTENFELD,1825,school,TRUE
GER,Hesse Nassau,BAUMBACH,,initial_jewish_settlement,
GER,Hesse Nassau,BAUMBACH,,formal_community_foundation,
GER,Hesse Nassau,BAUMBACH,1895,jewish_population,79
GER,Hesse Nassau,BAUMBACH,1933,jewish_population,39
GER,Hesse Nassau,BAUMBACH,,perished,11
GER,Hesse Nassau,BAUMBACH,1830,synagogues,TRUE
GER,Hesse Nassau,BAUMBACH,1860,school,TRUE
GER,Hesse Nassau,BEBRA,,initial_jewish_settlement,
GER,Hesse Nassau,BEBRA,,formal_community_foundation,
GER,Hesse Nassau,BEBRA,1861,jewish_population,111
GER,Hesse Nassau,BEBRA,,perished,22
GER,Hesse Nassau,BEISEFOERTH,,initial_jewish_settlement,17XX
GER,Hesse Nassau,BEISEFOERTH,,formal_community_foundation,17XX
GER,Hesse Nassau,BEISEFOERTH,1861,jewish_population,78
GER,Hesse Nassau,BEISEFOERTH,1925,jewish_population,20
GER,Hesse Nassau,BEISEFOERTH,,perished,2
GER,Hesse Nassau,BEISEFOERTH,1928,synagogues,TRUE
GER,Hesse Nassau,BERGEN,,initial_jewish_settlement,17EX
GER,Hesse Nassau,BERGEN,,formal_community_foundation,17EX
GER,Hesse Nassau,BERGEN,1835,jewish_population,129
GER,Hesse Nassau,BERGEN,1895,jewish_population,223
GER,Hesse Nassau,BERGEN,1925,jewish_population,148
GER,Hesse Nassau,BERGEN,,deported,28
GER,Hesse Nassau,BERGEN,,perished,55
GER,Hesse Nassau,BERGEN,1854,synagogues,TRUE
GER,Hesse Nassau,BIEBRICH AM  RHEIN,,initial_jewish_settlement,16XX
GER,Hesse Nassau,BIEBRICH AM  RHEIN,,formal_community_foundation,16XX
GER,Hesse Nassau,BIEBRICH AM  RHEIN,1895,jewish_population,147
GER,Hesse Nassau,BIEBRICH AM  RHEIN,1925,jewish_population,112
GER,Hesse Nassau,BIEBRICH AM  RHEIN,1830,synagogues,TRUE
GER,Hesse Nassau,BIEBRICH AM  RHEIN,1865,synagogues,TRUE
GER,Hesse Nassau,BIEBRICH AM  RHEIN,,formal_community_foundation,
GER,Hesse Nassau,BIERSTADT,,initial_jewish_settlement,
GER,Hesse Nassau,BIERSTADT,,formal_community_foundation,1827
GER,Hesse Nassau,BIERSTADT,1925,jewish_population,72
GER,Hesse Nassau,BIERSTADT,1932,jewish_population,48
GER,Hesse Nassau,BIRSTEIN,,initial_jewish_settlement,
GER,Hesse Nassau,BIRSTEIN,,formal_community_foundation,17LX
GER,Hesse Nassau,BIRSTEIN,1933,jewish_population,116
GER,Hesse Nassau,BIRSTEIN,1868,synagogues,TRUE
GER,Hesse Nassau,BIRSTEIN,1824,school,TRUE
GER,Hesse Nassau,BORKEN (I),,initial_jewish_settlement,
GER,Hesse Nassau,BORKEN (I),,formal_community_foundation,17XX
GER,Hesse Nassau,BORKEN (I),1895,jewish_population,204
GER,Hesse Nassau,BORKEN (I),1933,jewish_population,141
GER,Hesse Nassau,BORKEN (I),,deported,3
GER,Hesse Nassau,BORKEN (I),1823,school,TRUE
GER,Hesse Nassau,BRANDOBERNDORF,,initial_jewish_settlement,
GER,Hesse Nassau,BRANDOBERNDORF,,formal_community_foundation,
GER,Hesse Nassau,BRANDOBERNDORF,1925,jewish_population,25
GER,Hesse Nassau,BRAUNFELS,,initial_jewish_settlement,1697
GER,Hesse Nassau,BRAUNFELS,,formal_community_foundation,1697
GER,Hesse Nassau,BRAUNFELS,1880,jewish_population,105
GER,Hesse Nassau,BRAUNFELS,,perished,4
GER,Hesse Nassau,BRAUNFELS,1852,synagogues,TRUE
GER,Hesse Nassau,BREITENBACH AM HERZBERG,,initial_jewish_settlement,17MX
GER,Hesse Nassau,BREITENBACH AM HERZBERG,,formal_community_foundation,
GER,Hesse Nassau,BREITENBACH AM HERZBERG,1905,jewish_population,80
GER,Hesse Nassau,BREITENBACH AM HERZBERG,1933,jewish_population,75
GER,Hesse Nassau,BREUNA,,initial_jewish_settlement,17MX
GER,Hesse Nassau,BREUNA,,formal_community_foundation,
GER,Hesse Nassau,BREUNA,1861,jewish_population,43
GER,Hesse Nassau,BREUNA,1937,jewish_population,17
GER,Hesse Nassau,BREUNA,,date_of_deportation,1942
GER,Hesse Nassau,BREUNA,1876,synagogues,TRUE
GER,Hesse Nassau,BURGHAUN,,initial_jewish_settlement,16XX
GER,Hesse Nassau,BURGHAUN,,formal_community_foundation,16XX
GER,Hesse Nassau,BURGHAUN,1885,jewish_population,176
GER,Hesse Nassau,BURGHAUN,1933,jewish_population,112
GER,Hesse Nassau,BURGHAUN,,date_of_deportation,1941
GER,Hesse Nassau,BURGHAUN,,perished,26
GER,Hesse Nassau,BURGHAUN,1867,school,TRUE
GER,Hesse Nassau,BURGHAUN,1910,synagogues,TRUE
GER,Hesse Nassau,CAMBERG,,initial_jewish_settlement,17XX
GER,Hesse Nassau,CAMBERG,,formal_community_foundation,17XX
GER,Hesse Nassau,CAMBERG,1880,jewish_population,115
GER,Hesse Nassau,CAMBERG,1925,jewish_population,72
GER,Hesse Nassau,CAMBERG,1933,jewish_population,63
GER,Hesse Nassau,CAMBERG,,perished,17
GER,Hesse Nassau,CAMBERG,1837,synagogues,TRUE
GER,Hesse Nassau,DAUBORN,,initial_jewish_settlement,1750
GER,Hesse Nassau,DAUBORN,,formal_community_foundation,1750
GER,Hesse Nassau,DAUBORN,1843,jewish_population,130
GER,Hesse Nassau,DAUBORN,1933,jewish_population,49
GER,Hesse Nassau,DAUBORN,1744,synagogues,TRUE
GER,Hesse Nassau,DAUBORN,1846,synagogues,TRUE
GER,Hesse Nassau,DEISEL,,initial_jewish_settlement,
GER,Hesse Nassau,DEISEL,,formal_community_foundation,
GER,Hesse Nassau,DEISEL,1850,jewish_population,134
GER,Hesse Nassau,DEISEL,1933,jewish_population,14
GER,Hesse Nassau,DIEZ,,initial_jewish_settlement,17XX
GER,Hesse Nassau,DIEZ,,formal_community_foundation,17XX
GER,Hesse Nassau,DIEZ,1895,jewish_population,130
GER,Hesse Nassau,DIEZ,1933,jewish_population,68
GER,Hesse Nassau,DIEZ,1706,synagogues,TRUE
GER,Hesse Nassau,DIEZ,1863,synagogues,TRUE
GER,Hesse Nassau,DIEZ,1888,community_center,TRUE
GER,Hesse Nassau,EIMELROD,,initial_jewish_settlement,1780
GER,Hesse Nassau,EIMELROD,,formal_community_foundation,1780
GER,Hesse Nassau,EIMELROD,1830,jewish_population,34
GER,Hesse Nassau,EIMELROD,1925,jewish_population,20
GER,Hesse Nassau,EITERFELD,,initial_jewish_settlement,
GER,Hesse Nassau,EITERFELD,,formal_community_foundation,
GER,Hesse Nassau,EITERFELD,1885,jewish_population,105
GER,Hesse Nassau,EITERFELD,1861,jewish_population,129
GER,Hesse Nassau,EITERFELD,1861,school,TRUE
GER,Hesse Nassau,ELTVILLE,,initial_jewish_settlement,1780
GER,Hesse Nassau,ELTVILLE,,formal_community_foundation,1780
GER,Hesse Nassau,ELTVILLE,1895,jewish_population,58
GER,Hesse Nassau,ELTVILLE,,pre_deportation_population,37
GER,Hesse Nassau,ELTVILLE,,date_of_deportation,1941
GER,Hesse Nassau,ELTVILLE,1831,synagogues,TRUE
GER,Hesse Nassau,ESCHWEGE,,initial_jewish_settlement,13XX
GER,Hesse Nassau,ESCHWEGE,,formal_community_foundation,13XX
GER,Hesse Nassau,ESCHWEGE,1580,jewish_population,30
GER,Hesse Nassau,ESCHWEGE,1835,jewish_population,236
GER,Hesse Nassau,ESCHWEGE,1885,jewish_population,549
GER,Hesse Nassau,ESCHWEGE,1933,jewish_population,421
GER,Hesse Nassau,ESCHWEGE,,pre_deportation_population,535
GER,Hesse Nassau,ESCHWEGE,,date_of_deportation,1941-1942
GER,Hesse Nassau,ESCHWEGE,,deported,190
GER,Hesse Nassau,ESCHWEGE,1687,synagogues,TRUE
GER,Hesse Nassau,ESCHWEGE,1838,synagogues,TRUE
GER,Hesse Nassau,ESCHWEGE,1839,school,TRUE
GER,Hesse Nassau,FALKENBERG,,initial_jewish_settlement,17EX
GER,Hesse Nassau,FALKENBERG,,formal_community_foundation,1750
GER,Hesse Nassau,FALKENBERG,1871,jewish_population,84
GER,Hesse Nassau,FALKENBERG,,pre_deportation_population,27
GER,Hesse Nassau,FALKENBERG,,perished,8
GER,Hesse Nassau,FALKENSTEIN (I),,initial_jewish_settlement,15XX
GER,Hesse Nassau,FALKENSTEIN (I),,formal_community_foundation,15XX
GER,Hesse Nassau,FALKENSTEIN (I),1843,jewish_population,23
GER,Hesse Nassau,FALKENSTEIN (I),1871,jewish_population,31
GER,Hesse Nassau,FALKENSTEIN (I),1754,cemetery,TRUE
GER,Hesse Nassau,FELSBERG,,initial_jewish_settlement,18XX
GER,Hesse Nassau,FELSBERG,,formal_community_foundation,18XX
GER,Hesse Nassau,FELSBERG,1885,jewish_population,179
GER,Hesse Nassau,FELSBERG,1847,synagogues,TRUE
GER,Hesse Nassau,FISCHBORN,,initial_jewish_settlement,1823
GER,Hesse Nassau,FISCHBORN,,formal_community_foundation,1823
GER,Hesse Nassau,FISCHBORN,1861,jewish_population,62
GER,Hesse Nassau,FISCHBORN,,pre_deportation_population,20
GER,Hesse Nassau,FISCHBORN,,perished,11
GER,Hesse Nassau,FISCHBORN,1868,synagogues,TRUE
GER,Hesse Nassau,FLACHT,,initial_jewish_settlement,1919X
GER,Hesse Nassau,FLACHT,,formal_community_foundation,1919X
GER,Hesse Nassau,FLACHT,1925,jewish_population,35
GER,Hesse Nassau,FLACHT,,perished,18
GER,Hesse Nassau,FLACHT,1928,synagogues,TRUE
GER,Hesse Nassau,FLIEDEN,,initial_jewish_settlement,1671
GER,Hesse Nassau,FLIEDEN,,formal_community_foundation,16XX
GER,Hesse Nassau,FLIEDEN,1895,jewish_population,86
GER,Hesse Nassau,FLIEDEN,1933,jewish_population,63
GER,Hesse Nassau,FLIEDEN,,date_of_deportation,1942-XX-XX
GER,Hesse Nassau,FLIEDEN,1878,school,TRUE
GER,Hesse Nassau,FLIEDEN,1885,synagogues,TRUE
GER,Hesse Nassau,FLOERSHEIM,,initial_jewish_settlement,16EX
GER,Hesse Nassau,FLOERSHEIM,,formal_community_foundation,16XX
GER,Hesse Nassau,FLOERSHEIM,1842,jewish_population,114
GER,Hesse Nassau,FLOERSHEIM,1905,jewish_population,45
GER,Hesse Nassau,FLOERSHEIM,,perished,10
GER,Hesse Nassau,FLOERSHEIM,1718,synagogues,TRUE
GER,Hesse Nassau,FRANKENAU,,initial_jewish_settlement,16XX
GER,Hesse Nassau,FRANKENAU,,formal_community_foundation,16XX
GER,Hesse Nassau,FRANKENAU,1871,jewish_population,61
GER,Hesse Nassau,FRANKENAU,1933,jewish_population,65
GER,Hesse Nassau,FRANKENAU,1865,synagogues,TRUE
GER,Hesse Nassau,FRANKENBERG,,initial_jewish_settlement,16XX
GER,Hesse Nassau,FRANKENBERG,,formal_community_foundation,16XX
GER,Hesse Nassau,FRANKENBERG,1905,jewish_population,133
GER,Hesse Nassau,FRANKENBERG,,pre_deportation_population,101
GER,Hesse Nassau,FRANKENBERG,,date_of_deportation,1942-XX-XX
GER,Hesse Nassau,FRANKENBERG,1828,school,TRUE
GER,Hesse Nassau,FRANKENBERG,1838,synagogues,TRUE
GER,Hesse Nassau,FRANKENBERG,1933X,Support Gained,
GER,Hesse Nassau,FRANKENBERG,,date_of_deportation,
GER,Hesse Nassau,FRANKENBERG,193X,Support Gained,
GER,Hesse Nassau,FRANKFURT AM  MAIN,,initial_jewish_settlement,11XX
GER,Hesse Nassau,FRANKFURT AM  MAIN,,formal_community_foundation,11XX
GER,Hesse Nassau,FRICKHOFEN,,initial_jewish_settlement,
GER,Hesse Nassau,FRICKHOFEN,,formal_community_foundation,1913
GER,Hesse Nassau,FRICKHOFEN,1843,jewish_population,47
GER,Hesse Nassau,FRICKHOFEN,1933,jewish_population,36
GER,Hesse Nassau,FRICKHOFEN,,perished,12
GER,Hesse Nassau,FRICKHOFEN,1843,synagogues,TRUE
GER,Hesse Nassau,FRIELENDORF,,initial_jewish_settlement,1812
GER,Hesse Nassau,FRIELENDORF,,formal_community_foundation,1812
GER,Hesse Nassau,FRIELENDORF,1905,jewish_population,144
GER,Hesse Nassau,FRIELENDORF,,perished,4
GER,Hesse Nassau,FRIELENDORF,1834,synagogues,TRUE
GER,Hesse Nassau,FRIELENDORF,1843,school,TRUE
GER,Hesse Nassau,FRITZLAR,,initial_jewish_settlement,1348
GER,Hesse Nassau,FRITZLAR,,formal_community_foundation,1348
GER,Hesse Nassau,FRITZLAR,1827,jewish_population,110
GER,Hesse Nassau,FRITZLAR,,pre_deportation_population,128
GER,Hesse Nassau,FRITZLAR,,date_of_deportation,
GER,Hesse Nassau,FRITZLAR,,perished,42
