name,first_jewish_presence,peak_jewish_population,jewish_population_in_1933,content,author__sources,url,sid
Oberwesel,1241,53 in 1890,44,"Jews were massacred in Oberwesel during the Black Death pogroms of 1349. Although individual Jews settled in Oberwesel during the ensuing centuries (records from 1452 mention a synagogue), it was only in the 18th century that an actual community began to emerge there. Oberwesel’s Jewish cemetery was consecrated in the early 19th century, if not before. By 1836, the community had inaugurated a synagogue. Records from 1853 refer to a new synagogue, and we also know that in 1886, one year after the second synagogue burned down, the community built a new house of worship on Schaarplatz; the building housed a mikveh and a school for religious studies, the latter of which was presided over by a teacher who also served as shochet and chazzan. In 1933, 44 Jews lived in Oberwesel; five children received religious instruction. A women’s association and a chevra kadisha were active in the community that year. On Pogrom Night, the synagogue’s interior was destroyed, prayerbooksandTorahscrollswerethrownintoastreamand windows in Jewish-owned homes were smashed. Later, in 1940, the municipality appropriated the synagogue building. Oberwesel’s last Jews were deported to the East in 1942. At least 18 local Jews perished in the Shoah. The synagogue, renovated in 1957, accommodated a police headquarters and, later, a residence. Since 2007, the building has served as the headquarters of the Rabbi Hillel organization, which promotes Jewish-Christian dialogue; in honor of Oberwesel’s destroyed Jewish community, that organization has unveiled a memorial.","Yehoshua Ahrens  Sources: AJ, EJL",http://germansynagogues.com/index.php/synagogues-and-communities?sid=1014,1014
Ochtrup,1720,43 in 1848,unknown (44 in 1931),"Owing to local administrative resistance, the growth of this Jewish community, made up largely of cattle and meat dealers, was very slow. Prayer services were conducted in private residences until the 1860s, when the community acquired a plot of land on which it inaugurated a synagogue in 1868. In order to provide religious instruction for children, the community hired a teacher from nearby Bergstein. In the early 1900s, local Jews, hoping to attract new congregants, made plans for the construction of a new synagogue, but these plans fell through due to a lack of funds. On Pogrom Night, the interior of the synagogue was vandalized by local Nazis who hurled the ritual objects, including the Torah scrolls, onto the street. The fire brigade extinguished the ensuing fire, but the building was demolished in 1959 and rebuilt for residential purposes. A memorial plaque was unveiled at the site in the mid-1980s. Fourteen local Jews were deported to Eastern Europe in 1941/42; it is not known if any survived. The cemetery contains 43 intact tombstones.","Harold Slutzkin  Sources: LJG, SIA",http://germansynagogues.com/index.php/synagogues-and-communities?sid=1016,1016
Ockenheim,1661,,29,"The Jewish community of Ockenheim, founded in or around the year 1750, may have established a prayer hall at some point during the 18th century. We know for certain, however, that the community inaugurated a synagogue at 27 Bahnhofstrasse in 1835; thoroughly renovated in 1883, the synagogue was enlarged to accommodate a women’s gallery. Although the Jews of Ockenheim were able to maintain a mikveh, funerals were conducted in Gau-Algesheim. Records suggest that the village was home to a Jewish elementary school in 1870. Later, the community employed a teacher of religion who also performed the duties of chazzan and shochet. In 1933, 29 Jews lived in Ockenheim; two Jewish schoolchildren received religious instruction. All Jews managed to leave the village before Pogrom Night, the last departing in September 1938; two immigrated to the United States while the others relocated within Germany. Although the synagogue had been sold to a Christian in 1935, its windows were smashed on Pogrom Night. At least 38 Ockenheim Jews perished in the Shoah. The synagogue’s new owner—the building was later used as a storage site—rejected several appeals to renovate the building, wanting, instead, to tear it down. In 1991, however, the building was declared a protected historical landmark. In 1995, a memorial plaque was affixed to the local monument.","Esther Sarah Evans  Sources: AJ, PK-HNF",http://germansynagogues.com/index.php/synagogues-and-communities?sid=1017,1017
Odenbach am Glan,1627,139 in 1854 (10 % of the total population),27,"The earliest record of a Jewish presence in Odenbach am Glan refers to a Jewish family living there in 1627. Local Jews probably congregated in a prayer room during the 17th century, and we know for certain that a synagogue was built between Kuemmelstrasse and Kirchhofstrasse in 1752. Renovations were carried out there in 1835, during which a women’s balcony with 30 seats was added (the main sanctuary seated 50 men); the synagogue was renovated again in the early 20th century, this time to include elaborate wall paintings, for which the house of worship would later become famous. At the cemetery (consecrated in 1845), the last burial took place in 1938. In 1932/33, 27 Jews lived in Odenbach. The Jews of Lauterecken were affiliated with the community. Later, on Pogrom Night, SA men wrecked the synagogue’s interior, allowing local children to steal and burn five Torah scrolls; they did not, however, burn down the synagogue, as the building was located next to several other structures. The Jewish community was forced to sell the synagogue in October 1939. Odenbach’s last two Jews were deported to Gurs on October 22, 1940. Two Jewish men, both of whom were married to Christians, survived the war in Odenbach. Yad Vashem has the names of at least seven Odenbach Jews who perished in the Shoah. The former synagogue was awarded protected monument status in the 1980s. In 1985, wall paintings and a geniza (a storeroom for holy books) containing a Torah curtain and other ritual objects were discovered there. Purchased in 1989 by the Society for the Preservation of the Odenbach synagogue, which renovated the building thoroughly, the former synagogue was opened as a memorial in 1996.","Bronagh Bowerman  Sources: AJ, EJL, FGW, SIA, SG-RHN, YV",http://germansynagogues.com/index.php/synagogues-and-communities?sid=1018,1018
Oehringen,1253,180 in 1885 and 1886,163,"The first Jewish community of Oehringen maintained a synagogue and a mikveh. This early community was persecuted in the Rindfleisch massacres of 1298, and although a new Jewish presence had been established in Oehringen by the mid-14th century, it was wiped out during the Black Death pogroms of 1348/49. The modern community was founded in 1889. Prior to 1889, when the synagogue on Untere Torstrasse was inaugurated, the community conducted services in a prayer room. The synagogue accommodated 60 men, 52 women, a mikveh and a schoolroom, the last of which was presided over by a teacher who also served as shochet and chazzan. In 1933, 30 children studied religion in Oehringen. Several Jewish associations were active in the town. The synagogue’s interior was demolished on Pogrom Night; Jewish men were sent to Dachau, where one died. In 1939, the once-thriving community was disbanded. Later, in 1940, the cemetery—it had been consecrated in 1911—was cleared. Approximately 120 Jews emigrated, five died in Oehringen and 36 were deported to Eastern Europe. At least 46 Oehringen Jews died in the Shoah. In 1939, the synagogue was sold to the municipality. Although it was later converted into a residential building, plaques were unveiled there in 1988 and 1998. The cemetery was restored in 1945/46.","Heike Zaun Goshen Sources: AH, AJ, EJL, PK BW",http://germansynagogues.com/index.php/synagogues-and-communities?sid=1019,1019
Oelde,1570,84 in 1861,unknown (41 in 1932),"In 1740, Oelde’s few Jews leased—for use as a prayer hall—a plot of land on which stood a small house. Later, in 1829, the community inaugurated a purpose-built synagogue, after which the house was converted into schoolrooms and lodgings for the teacher. We also know that the community maintained, albeit intermittently, a private Jewish school until 1922, by which point the student body had diminished to such an extent that it was no longer viable to keep the school open. On Pogrom Night, the interior of the synagogue was vandalized and its ritual objects strewn on the street. The building itself was not destroyed, as it had already been appropriated by the local authorities and “aryanized.” Rebuilt in 1940 as a business complex, the building is used in that capacity to this day. A memorial plaque has been affixed to the structure. Very few Jews remained in Oelde after Pogrom Night. Those who did were deported; it is unlikely that any survived.","Harold Slutzkin  Sources: LJG, SIA",http://germansynagogues.com/index.php/synagogues-and-communities?sid=1020,1020
Oels,early 1400s,330 in 1880,114,"According to records, the Oels (present-day Olesnica, Poland) was home to a synagogue and a Hebrew publishing house in the early 1500s. A Jewish community was established in Oels in the mid- 1700s. Local Jews conducted services in a rented prayer room until 1839, when a synagogue, equipped with a mikveh, was built. The community consecrated a cemetery in or around the year 1839. Oels was not only an important center for Jewish life, with many Jewish organizations headquartered there, but also the seat of the regional rabbinate. Nevertheless, the Jewish population diminished to such an extent that by 1937 only 17 Jews still lived in the town. On Pogrom Night, the Nazis burned down the synagogue and several Jewish-owned businesses and homes. The cemetery survived the war undamaged, but fell into disrepair after 1945. As of this writing, we do not know what happened to Oels’ remaining Jews during the war.","Moshe Finkel  Sources: EJL, LJG",http://germansynagogues.com/index.php/synagogues-and-communities?sid=1021,1021
Oerlinghausen,17th century,74 in 1872,19,"By 1766, the Jews of Oerlinghausen had established a community and hired a teacher of religion. Oerlinghausen’s Jewish cemetery (located in Barkhauser Berg) had been consecrated in the 17th century. The community’s prayer hall, which was located in a private residence, was established in, at the latest, 1769. Local Jews received permission to build a synagogue in 1800, the construction of which was completed in 1803 (renovated in 1832). In 1893, the community inaugurated a new synagogue on Toensbergerstrasse. Oerlinghausen’s Jewish school—it was located in a private residence—became an elementary school in the early 19th century and, in 1892, a school for religious studies. During the early decades of the 20th century, children studied religion with teachers from neighboring communities, as the Jews of Oerlinghausen were no longer able to employ their own teacher. By the late 1920s, the community could no longer gather enough men for a minyan. The remaining Jews traveled to Bielefeld for synagogue services, using their own synagogue for funerals. A local Jew was severely beaten in public in 1935. In July 1938, the synagogue was sold to a local resident. The former house of worship was attacked on Pogrom Night, but a local Nazi leader prevented its destruction, citing the fact that the building was no longer owned by Jews. A Jewish-owned business was destroyed on Pogrom Night, and two local Jewish men were arrested. A Jewish child was born in Oerlinghausen in 1940. Ten local Jews emigrated (six of them went to South America), six relocated within Germany and two passed away in Oerlinghausen. In December 1941, a Jewish couple (the town’s only remaining Jews) was deported, via Bielefeld, to Riga. At least eight Oerlinghausen Jews perished in the Shoah. Remodeled as an art gallery in 1979 and 1985, the synagogue building now bears a memorial plaque.","Nurit Borut  Sources: DGOS, LAV, PK-NW",http://germansynagogues.com/index.php/synagogues-and-communities?sid=1022,1022
Oettingen,13th century,440 in 1837 (13.4% of the total population),66,"The earliest record of Oettingen’s Jewish community refers to the pogroms of 1298 and 1348/49. A Jewish presence was once again established in the town in the mid-16th century. Several leading rabbis lived in Oettingen, which was divided between Lutheran and Catholic rulers. Accordingly, there were two Jewish communities, two synagogues and two regional rabbinates until 1731, when the communities were united. Local Jews established a cemetery in 1850 and a new synagogue, on Schaefflergasse, in 1853. Oettingen’s Jewish elementary school closed down in 1928. The arrival of a Jewish family from Moenchsroth (with official permission) sparked a large demonstration in November 1937. The father of the family was assaulted, after which he was hospitalized and, later, placed in “protective” custody. On Pogrom Night, the synagogue’s interior was destroyed, as were its ritual objects and 13 Torah scrolls. The community’s archive and library were destroyed, Jewish homes and stores were wrecked and Jewish men were deported to Dachau. Ten Oettingen Jews emigrated, 45 relocated within Germany and six died in Oettingen. In 1942, six were deported to Piaski (via Munich). The town’s last two Jews were moved to Hainsfarth in April 1942; their fate remains unknown. At least 31 Oettingen Jews perished in the Shoah. A memorial stone was affixed to the synagogue building in 2005.","Magret Liat Wolf  Sources: AJ, EJL, GKJS, LJS, PK-BAV",http://germansynagogues.com/index.php/synagogues-and-communities?sid=1023,1023
Offenbach am Main,14th century (possibly earlier),"2,360 in 1910","1,435","Offenbach’s Jewish community was annihilated during the Black Death pogroms of 1348. When the Jews of Frankfurt were expelled from the city in 1614, they settled in Offenbach and founded a new Jewish community there. A Judenstrasse (“Jews’ street”) was established in 1702, another in 1708. Offenbach developed into an important center for Hebrew printing during the 18th century. Jacob Frank, the Shabbatean pseudo-messiah who lived in Offenbach during the years 1788 to 1791, attracted thousands of devoted visitors to the city; his daughter, Eva, maintained his court until 1817. The Jewish population remained at approximately 1,000 during the 19th century. Between 1913 and 1916, the community built a beautiful, domed synagogue with a seating capacity of 800. Jews were successful in local industries, especially in leather and textiles, and they owned the larger department stores. Prominent Jews included the Offenbach family, made famous by the Romantic composer and cellist Jacques Offenbach. At some point during the second half of the 19th century, as Liberal Judaism became predominant in Germany, 25 local families established an Orthodox congregation without seceding from the mainstream community. Eastern European Jews, the so-called Ostjuden, made up a large chunk of the city’s Jewish population. Many Polish Jews were expelled in 1936. From 1933 onwards, as was the case all over Germany, Jews in Offenbach faced severe social and economic measures; many Jewish-owned businesses were “aryanized” during the 1930s. On Pogrom Night (November 1938), the synagogue was burned to the ground; Offenbach’s rabbi, Max Dienemann, a leading figure in progressive Judaism, was imprisoned.  Five hundred and fifty-four Jews still lived in Offenbach on May 17, 1939. Of these, 205 were deported in October 1942; the rest were deported soon afterwards, mostly to Theresienstadt and to Auschwitz. Approximately 400 Offenbach Jews are known to have perished in the Shoah. Jews returned to Offenbach in 1956 and consecrated a new synagogue there. By 1970, the Jewish population numbered 662; and by 2005, 960 Jews—half of whom were from the former Soviet Union—lived in Offenbach. The original synagogue building, now a theater, bears a commemorative plaque.","Fred Gottlieb  Sources: EJ, EJL, LJG",http://germansynagogues.com/index.php/synagogues-and-communities?sid=1024,1024
Ohlau,early 1300s,211 in 1871,40,"Jews were expelled from Ohlau (present-day Olawa, Poland) in 1363, and it was not until the early 1600s that another Jewish presence was established there. Beginning in 1800, mainly as the result of the arrival of many Jews from nearby Zulz, the Jewish population rose steadily (21 in 1800 to 211 in 1871). Inaugurated in 1831, the community’s prayer room was located on Piastowski Square, adjacent to a castle. We also know that Mr. Shmuel Steinman, the community’s richest member, purchased a site for a Jewish cemetery; the cemetery was consecrated in 1818, around which time a funeral house was built on nearby Cicha Street. The Nazis destroyed the prayer room/synagogue on Pogrom Night. It is assumed that Ohlau’s remaining Jews were deported from the town and perished in the Shoah.","Moshe Finkel  Sources: EJL, LJG  www.sztetl.org.pl",http://germansynagogues.com/index.php/synagogues-and-communities?sid=1026,1026
Offenburg,13th century,337 in 1900,271,"Offenburg’s 13th-century Jewish community was annihilated in the Black Death pogroms of 1348/49. Although the community of the 17th century managed to establish two prayer rooms and a cemetery, it was expelled in 1689. Jews were permitted to return to Offenburg in 1862, after which they established an official community (in 1865), a prayer room (in 1868) and a cemetery (in 1870). The Offenburg synagogue, dedicated at Langestrasse in 1875, was renovated in 1922 and again in 1934. The school was located there, as was an apartment for a teacher who also served as chazzan and shochet. In 1876, however, the Jewish school was shut down together with all confessional schools in Baden. Offenburg became the seat of a regional rabbinate in 1893. In 1933, 271 Jews lived in Offenburg. Siegfried Ucko was regional rabbi, and 28 schoolchildren studied religion. Several Jewish associations and branches of nation-wide organizations were active in the community that year. Rabbi Ucko emigrated from Germany in 1937 and was replaced by Herbert Finkelscherer. The synagogue’s interior was destroyed on Pogrom Night, as were the ritual objects, Torah scrolls and the Jewish-owned Café Weil. All Jewish men were imprisoned, beaten, publicly humiliated and deported to Dachau. Two died there; a third shortly after his release. In 1940, the synagogue building was sold to the municipality. One hundred and fifty-six Jews emigrated, 45 relocated within Germany, 19 died in Offenbach and 92 were deported to Gurs on October 22, 1940. Two Jews, both of whom were married to Christians, were deported to Theresienstadt in 1944/1945. At least 97 Offenbach Jews perished in the Shoah. Several commemorative plaques have been unveiled at the cemetery. The Offenbach municipality purchased the synagogue building in 1997; which in 2002 was reopened as a memorial site and social hall.","Heike Zaun Goshen  Sources: AH, AJ, EJL, HU, PK BW  www.kulturagentur.de/jakob_adler/index.html",http://germansynagogues.com/index.php/synagogues-and-communities?sid=1025,1025
Oldenburg,1334,316 in 1925,279,"The Jewish community of Oldenburg did not exceed 30 members until 1810. Services were held in Baruch Goldschmidt’s home, and burials were conducted in Hohenberge, near Varel, until 1814, when the community opened its own cemetery (enlarged in 1862) in a suburb of Ostenburg (present-day Dedestrasse). Local Jews were served by two community leaders and a teacher/shochet. On June 6, 1829, the community inaugurated its first synagogue in a rented house at 5 Muehlenstrasse; the ceremony was presided over by Dr. Marcus Adler, Oldenburg’s first provincial rabbi. The community bought the house—it also housed a schoolroom and an apartment for the provincial rabbi—in 1832. On August 24, 1855, a new synagogue was inaugurated on Peterstrasse. Children studied religion at the community center, located next to the synagogue. The building was remodeled in 1904/05 (the architectural style incorporated Oriental features), when a mikveh was added. By 1933, the community was running a chevra kadisha, a sisterhood, a society for unmarried women, a synagogue choir, an orphans’ association, a Henry-Jones lodge and an association for the study of history and literature. In response to anti-Semitic propaganda, the Jews of Oldenburg established the Schild (Shield) athletic group in 1927. From 1935 onwards, community membership dwindled considerably; and between April and October of 1938, enrollment at the school dropped from 41 to 33. On Pogrom Night, the synagogue and the school building were burned down; the interior and contents of the cemetery’s ritual purification house were also burned. The remaining Jewish-owned businesses were ransacked, a local Jew was brutally beaten and 43 Jews were arrested; women, children and men over 70 were released after being paraded past the burning synagogue, but 32 men were sent to Sachsenhausen, where they were interned until early 1939. In May 1939, 96 Jews lived in Oldenburg, crammed into a so-called “Jews’ house” at 5 Kurwickstrasse, into which Walter Spitta, the Protestant preacher, smuggled food. A Jewish school, established on December 14, 1939, was moved three times; by October, 1939, only 12 students were enrolled there, soon after which, in April 1940, the school was closed. All Jews not married to Christians were ordered to leave by May 1940; they were deported in 1944 and 1945. A memorial was unveiled in Oldenburg in November 1990. On March 5, 1995, the newly established Jewish community acquired land for a community center and synagogue at 17 Wilhelmstrasse; the inauguration ceremony for the center, synagogue and mikveh took place in March 2002.","Esther Sarah Evans Esther   Sources: HH, PK  www.belocal.de/oldenburg/sehenswertes/synagoge/  www.zentralratdjuden.de",http://germansynagogues.com/index.php/synagogues-and-communities?sid=1027,1027
Olnhausen,1654,158 in 1829 and 1846,26,"Records of the Olnhausen Jewish community from 1726 mention a prayer room. The community established another prayer room in 1736/37, a synagogue at the corner of Lindenplatz and Rathausstrasse in 1772, a school in the 1830s and a schoolhouse and mikveh in 1842. In 1881, the Jews of Olnhausen replaced the dilapidated synagogue building with a new house of worship. The school, shut down in 1874 and opened once again in 1900, was presided over by a teacher who also served as shochet and chazzan. Records indicate that the community maintained a cemetery at Judenkirchhof (the “Jews’ grave yard”); after that burial ground was closed, burials were conducted in Berlichingen. In 1933, the 26 Jews of Olnhausen maintained a charity and a Verband der Sabbatfreunde association, the latter of which helped and encouraged Jews to observe the Sabbath. A teacher from Berlichingen instructed three schoolchildren in religion that year. The synagogue’s interior and contents were destroyed on Pogrom Night. Seven Jews emigrated, seven died in Olnhausen and 12, the last, were deported to Riga (in December 1941) and to Theresienstadt (in August 1942). At least 33 Olnhausen Jews perished in the Shoah. The synagogue site was cleared in 1972 to make room for a bank. A memorial plaque is all that remains of the Jewish community.","Heike Zaun Goshen  Sources: AH, AJ, EJL, PK BW",http://germansynagogues.com/index.php/synagogues-and-communities?sid=1028,1028
Oppeln,14th century,750 in 1900,unknown (607 in 1930),"Jews were massacred in Oppeln (present-day Poland) during the Black Death pogroms of 1348/49. In 1470, a local duke allowed a group of Jews to establish their own street and synagogue, after which the new Jewish community grew at a modest pace (70 members in 1532). Jews were once again expelled from Oppeln in 1563, and it was not until 1746 that a Jewish presence was again recorded in the town. The modern community conducted services in private homes until 1842, when Rabbi Abraham Geiger, a prominent leader in the emerging Reform movement, inaugurated a newly-built synagogue. Local Jews also maintained a cemetery (opened in 1822), a library, a ladies’ aid society, a sick fund and a chevra kadisha. In 1853, Adolf Wiener, a Reform rabbi, was appointed rabbi of the community. The economic situation of the Jews in Oppeln improved during this period, as did their social and professional standing in the town. In order to accommodate the growing Jewish population, the community built, in the years 1893 to 1897, an impressive, domed synagogue with a seating capacity of 600; located on the fashionable Haffenstrasse, the synagogue was regarded as one of the outstanding features of the city. Leo Baeck served as rabbi of Oppeln from 1897 until 1907; his wife was a native of the town, and he was instrumental in building a second synagogue there. Zionist organizations and the B’nai B’rith were active in the community, as were the Kameraden youth group (a Jewish hiking club) and several other organizations. Although until 1937 Oppeln Jews were officially protected from the Nazis’ anti-Jewish legislation by the League of Nations’ convention on minority rights, they were subjected to persecution and boycott during the 1930s. On Pogrom Night, the synagogue was set on fire, after which the building burned down as policemen and firefighters stood idly by; Rabbi Hans Kirchberg was forced to apply the torch himself. Jewish-owned stores were destroyed that night, as was the community center. Two hundred and eighty Jews remained in Oppeln in 1939. Records do not tell us how many Jews lived in Oppeln in 1942, but we do know that they were deported to the death camps, in stages, that year. Today, the former synagogue site houses an archive.","Harold Slutzkin  Sources: EJL, LJG",http://germansynagogues.com/index.php/synagogues-and-communities?sid=1030,1030
Opladen,1820,45 in 1910,38,"The history of Jewish Opladen is rather short, as it was not until 1820 that Jews began to settle in the town; for many years, the Jewish population was limited to a few families. The Jewish cemetery, originally owned by one family, became public property in 1850. The community built a small synagogue on the corner of Altstadtstrasse and Lessingstrasse in 1879, and we also know that the synagogue district of Opladen and the Jewish surrounding communities was formed in the mid-19th century. In 1933, the Nazi Party called for the boycott of Jewish-owned stores and businesses. Party members prevented customers in Opladen from entering these stores and publicly ridiculed those who continued to do so. On Pogrom Night, “unknown persons” broke the synagogue’s windows and destroyed its interior. The building was burned down the following day. Twenty-nine Opladen Jews died in concentration camps; five committed suicide. One Jewish woman was hidden by a neighbor and survived. The synagogue arsonists were tried after the war. In 1963 a memorial was unveiled at the former synagogue site, renamed Platz der Synagoge (“synagogue square”).","Ruth Martina Trucks  Sources: EJL, LJG, SG-NRW",http://germansynagogues.com/index.php/synagogues-and-communities?sid=1029,1029
Oppenheim,1214,189 in 1880,56,"Jews were persecuted in Oppenheim in 1336/37, in 1348/49 and again in 1353. Although all Jews had left Oppenheim by 1548, a Jewish presence was re-established there in the 1670s. In 1864, the modern community, founded in 1720, replaced its synagogue and mikveh on Schlachthofstrasse with a new synagogue at 19 Rathofstrasse (at the corner of Kirchgasse), which was renovated in 1914. Local Jews also maintained a mikveh and a cemetery, the latter of which was consecrated in the early 18th century and enlarged in 1914. The community’s elementary school, established in 1841, later became a school for religious studies; during the 20th century, its teacher also served as chazzan and shochet. On Yom Kippur, 1928, Nazis smashed windows in Jewish homes and assaulted Jews, stabbing two. In 1933, 10 Jewish schoolchildren studied religion in Oppenheim. A welfare society and two charitable funds were active in the community, with which the Jews of Dienheim and Nierstein were affiliated. The cemetery and synagogue were desecrated in June of 1934 and March of 1938, respectively. On Pogrom Night, the synagogue was burned to the ground; Jewish-owned shops and homes were ransacked, and Jewish men were sent to Buchenwald, The synagogue’s ruins were cleared, after which a bomb shelter was erected on the site. Six local Jews emigrated from and 28 relocated within Germany. In 1941, only one Jewish family (four members) still lived in Oppenheim; they were deported to the East in 1942. At least 50 Oppenheim Jews perished in the Shoah.","Heike Zaun Goshen  Sources: AJ, EJL, FGW, PK-HNF",http://germansynagogues.com/index.php/synagogues-and-communities?sid=1031,1031
Ortelsburg,1768,199 in 1871,approximately 120,"The history of Jewish Ortelsburg (Polish: Szczytno) began in 1768, when Berek Samulowitz and Isaak Lewin received permission to settle there. The community consecrated a cemetery in 1815; a synagogue in 1835; and a new synagogue and mikveh, on Polnische Strasse, in 1886. Russian troops destroyed the synagogue during the first weeks of World War I, and it was not until 1923 that a new house of worship, designed by August Wiegand, was inaugurated in Ortelsburg. Beginning in 1835, the Jews of Ortelsburg employed a chazzan and a Jewish teacher. In 1847, Ortelsburg founded a synagogue community with the Jews of Friedrichsdorf, Passenheim, Schwentainen and Willenberg; it was not, however, until years later that the government officially approved the “statutes for the synagogue community of Ortelsburg.” The Deutsche Freiheitsbewegung (German Freedom Movement) triggered an increase in anti-Jewish violence. In the early 1930s, stones and fire bombs were thrown at and into Jewish homes; Nazis attacked Jews on the street. In March 1933, the Nazi Party won more than 87% of the local vote. On Pogrom Night (November 9-10, 1938), the synagogue was burned down. Seventy-five local Jews perished in the camps.","Esther Sarah Evans  Sources: EJL, LJG  www.sztetl.org",http://germansynagogues.com/index.php/synagogues-and-communities?sid=1033,1033
Oranienburg,1680,131 in 1925,105,"The Jewish community of Oranienburg established several institutions during the 19th century: a modest synagogue on Havelstrasse (either at no. 6 or 58) was in use by 1838, and a cemetery was consecrated on Kremmenerstrasse in 1815. The congregation chose to retain its own synagogue after the community was incorporated, in 1920, into Berlin’s official Jewish community. Although the Oranienburg Jews were mostly merchants, others gained recognition in other professions. Louis Blumenthal was the town’s first banker, and Nachum Oppenhaimer founded a prominent charity. All Jewish properties were attacked on Pogrom Night, but the main targets were the synagogue and Jewish-owned businesses. The ruins of the synagogue and community center were destroyed by bombs during the war, and we also know that government buildings were later built on the site. Sachsenhausen, the second largest concentration camp in Germany, was located in the Oranienburg district. Werner Michael Blumenthal, a Jewish Oranienburg native, served as Jimmy Carter’s treasury secretary in the late 1970s, after which he was appointed director of the Jewish museum in Berlin. Oranienburg’s new Jewish congregation was founded in 2000. A memorial plaque has been unveiled at the former synagogue site.","Ruth Martina Trucks  Sources: EJL, LJG, YV",http://germansynagogues.com/index.php/synagogues-and-communities?sid=1032,1032
Osann,mid-16th century,143 in 1843,17,"In 1899, when the community’s synagogue—it had been inaugurated at some point during the first half of the 19th century—was deemed unsafe, the Jews of Osann built a new house of worship on Hauptstrasse (later called Bernkasteler Strasse). The community, with which the Jews of Monzel were affiliated, also maintained a mikveh, a cemetery and a school for religious studies whose teacher served as shochet and chazzan. In 1933, 17 Jews lived in Osann and seven in Monzel. Later, on Pogrom Night (November 1938), rioters damaged the synagogue and vandalized Jewish homes. Nine local Jews emigrated; the others relocated in Germany. By May 1939, all Jews had left Osann. At least 16 Osann Jews perished in the Shoah. The synagogue, which had been sold to a private buyer after the pogrom, has since been used as a storage site.","Heike Zaun Goshen  Sources: AJ, EJL, FGW",http://germansynagogues.com/index.php/synagogues-and-communities?sid=1034,1034
Osnabrueck,1260,480 in 1905,403,"Osnabrueck’s 14th-century Jewish community lived on Schweinestrasse (present-day Marienstrasse), where they maintained a prayer room in the Judenschule (“Jews’ school”). The early community maintained two cemeteries: one near Natruper Gate, the other near Heger Tor (consecrated in 1386). Local Jews established prayer rooms in rented homes in Tuchfelds (at 16 Hakenstrasse) and at 18 Bierstrasse in the early 1820s and the 1850s, respectively. In 1872, the community purchased a house on Barfusskloster and established a synagogue (60 seats) and a Jewish school there, the latter of which was opened in 1886. Finally, on September 13, 1906, a synagogue with seats for 500 worshipers was inaugurated at 3-5 Rolandstrasse (presentday Alte Synagogenstrasse, or “old synagogue street”). Against the community’s will, the 14th-century Jewish cemetery was eventually closed, after which land for a new cemetery was acquired on Magdalenenstrasse. The municipality finally agreed to finance the disinterment and relocation of graves from the old cemetery, a process that was completed in 1894. In 1933, the community maintained a chevra kadisha, a sisterhood, a Bikur Cholim society for visiting the sick and an Ezra aid society, the last of which originated in Osnabrueck and helped survivors of the Russian pogroms immigrate to Palestine. Founded in 1924, a welfare organization aided itinerant Jews from Eastern Europe; in 1926, 5,428 needy Jews benefited from this group’s services. B’nai B’rith was active in Osnabrueck, as were Jewish pioneer groups and sports clubs. On Pogrom Night, SA men ransacked and set fire to the synagogue; Osnabrueck’s mayor ordered that the ruins be demolished the next day, for the municipality planned to use the site for its own purposes. Another group of SA men arrested and abused local Jews: between 20 and 30 of them were eventually sent to Buchenwald; those who were married to Christians were sent to Sachsenhausen. After their release, both groups were encouraged to leave the country immediately. Some of those who had been in Buchenwald were later sent to the death camps in Poland. In March 1939, the community was forced to sell the synagogue. Later, in 1941, 69 Jews lived in Osnabrueck, of whom 25 were moved into a “Jews’ house” (with just four rooms) at some point after August 1941. Nine patients from a local health institute were sent to Wunstorf in 1940, after which, on September 27, 1940, they were sent to Brandenburg and murdered by means of poison gas. On December 13, 1941, 35 local Jews were deported to Riga. We also know that in late July 1942, 27 elderly Jews—including a female convert to Christianity—were sent to Theresienstadt, from where several were later deported to either Minsk or to Auschwitz. And on March 1, 1943, the last seven residents of the “Jews’ house” on Kommenderiestrasse were deported to Auschwitz. Forty local Jews who had escaped to the Netherlands were brought back and deported, as were a married couple who had fled to Brussels; according to records, this couple died in Auschwitz. In all, 142 Osnabrueck Jews perished in the Shoah. Five Jews survived the war in Osnabrueck. On June 1, 1969, Osnabrueck’s new Jewish community received a synagogue and community center from the municipality. In 1970, paintings by Felix Nussbaum, the renowned Jewish artist, were discovered in Belgium and returned to Osnabrueck, where, in 1998, the Felix Nussbaum Museum was opened. In 1978, a memorial stone was unveiled at the former synagogue site. The Magdalenenstrasse cemetery was repaired in 1997 and again in 1999. Due to the arrival in Osnabrueck of many Russian Jews, the Jewish community grew from 61 in 1991 to 400 in 1996.","Esther Sarah Evans  Sources: HH, PK",http://germansynagogues.com/index.php/synagogues-and-communities?sid=1035,1035
