id,content
5329,"STOLP (Pol. Slupsk) Pomerania, Germany, today Poland. There is mention of a Jew in S. in 1705. In 1812, there were 63 Jews; in 1852, 599; and in 1880, 958. S. was the second largest community in Pomerania after Stettin. A cemetery was consecrated in "
5330,"STOLPCE Nowogrodek dist., Poland, today Belarus. Jews probably settled in the latter 16th cent. under the auspices of the Radziwill family. In 1622 the Lithuanian Council discussed a blood libel that had occurred in S. A synagogue was erected in the "
5331,"STOLZENAU AN DER WESER Hanover, Germany. Dating from 1700, the community numbered around 15 families in 1778, when Yehiel Hildesheimer and Shemuel Levi headed the town's yeshiva. The prospering community built a synagogue in 1834 and maintained an el"
5332,"STOMPORKOW Lodz dist., Poland. In 1906 only three J. families lived here and in 1939 there were 30 families. After the German occupation, the influx of refugees increased the community to 490 and in spring 1942 all were transferred to Radoszyce and t"
5333,"STOPNICA (Yid. Stavnich) Kielce dist., Poland. Jews are first mentioned in the mid-17th cent., living under a collective privilege. The J. pop. grew from 1,014 in 1827 to 3,692 (total 5,569) in 1908. In 1921 the J. pop. was 3,328 (total 4,902). In Ww"
5334,"STORNDORF Hesse, Germany. The J. community, established in 1750, numbered 200 (about 21% of the total) in 1871, dwindling to 25 in 1933. On Kristallnacht (9-10 Nov. 1938), Nazis destroyed the synagogue's interior and in Sept. 1939, when all the Jews "
5335,"STOROJINETI Bukovina, Rumania, today Ukraine. A J. community was founded in the second half of the 19th cent. and numbered 1,601 in 1880 (a third of the total pop.) A yeshiva was opened, and in 1904 a high school was founded which closed in 1934. Dur"
5336,"STRAKONICE Bohemia, Czechoslovakia. Jews are first mentioned in 1499. In 1509 (or 1511) two were apparently burned at the stake following a blood libel. Throughout the 19th cent., Jews specialized in the manufacture of fez-type hats for export to Tur"
5337,"STRALSUND Pomerania, Germany. Evidence of Jews in S. dates from 1282. The medieval community was expelled or murdered in the Black Death persecutions of 1348-49. In the 17th cent., several Jews were granted temporary permission to live and trade in t"
5338,"STRAMTURA (Hung. Szurdok; Yid. Strimtere) N. Transylvania dist., Rumania. An organized J. community existed from the early 19th cent. The J. pop. in 1930 was 369 (11% of the total). In April 1944 the Jews were transferred to the Viseul de Sus ghetto "
5339,"STRANANY | Slovakia, Czechoslovakia, today Republic of Slovakia. The J. pop. in 1940 was 150. The Jews were deported to the Lublin dist. of Poland on 8 May 1942 together with the Jews of Michalovce."
5340,"STRASBOURG (Ger. Strassburg) Bas-Rhin dist., France. The earliest evidence of a J. presence dates back to the 12th cent. when Benjamin of Tudela visited the community. The Jews fled the town during the anti-J. persecutions associated with the Third C"
5341,"STRATYN Stanislawow dist., Poland, today Ukraine. Jews, mainly from Rohatyn, settled in the second half of the 17th cent. The community grew with the establishment of a hasidic dynasty there but declined from a peak pop. of 593 (75% of the total) in "
5342,"STRAUBING Lower Bavaria, Germany. Jews traded in the town in the 13th cent. and inhabited a J. quarter in the early 14th. The Jews were all murdered in Sept. 1338 in the wake of the massacre of the Jews in nearby Deggendorf and the renewed community "
5343,"STRAUSBERG Brandenburg, Germany. Jews were living in S. in the 13th and 14th cents. A settlement comprising two families in 1720 developed at the beginning of the 18th cent. The J. community numbered 62 in 1812 and 55 in 1880. It established a synago"
5344,"STRAZ Bohemia (Sudetenland), Czechoslovakia. Jews are mentioned in 1331 and numbered 47 families in the first half of the 19th cent. A new synagogue was built in 1882 after a devastating fire in 1867. Thirtyone Jews remained in 1930. Most left after "
5345,"STRAZNICE Moravia, Czechoslovakia. Jews are mentioned in 1490. Their pop. grew to 569 in 1848 but afterwards declined steadily as many Jews left for the big cities, especially Vienna. A synagogue was erected in 1804 and a J. elementary school and lib"
5346,"STREDA NAD BODROGOM. Slovakia, Czechoslovakia, today Republic of Slovakia. The J. pop. was 127 in 1930 and 115 in 1941. Most were deported to Auschwitz in May 1944."
5347,"STREDNI APSA (Hung. Kozepapsa; Yid. Mitl Apsa) Carpatho-Russia, Czechoslovakia, today Ukraine. Jews apparently arrived in the early 18th cent. with two families present in 1728. In 1880, their pop. was 258 (total 2,287). A few dozen students attended"
5348,"STREHLEN (Pol. Strzelin) Lower Silesia, Germany, today Poland. Jews were present by the end of the 14th cent. A synagogue is mentioned in 1439 and a Street of the Jews in 1441. Nothing more is heard about the Jews until the reestablishment of the com"
5349,"STRELNA Leningrad dist., Russia. The J. pop. was 41 in 1926 and 319 (total 16,455) in 1939. The few Jews who had not fled or been evacuated were murdered after the German occupation of mid-Jan. 1942."
5350,"STRENCI (Ger. Stackeln) Livonia dist., Latvia. Jews arrived between the World Wars and numbered a few dozen (less than 2% of the total). Those not fleeing to the Soviet Union were murdered by the Germans with Latvian assistance after their arrival in"
5351,"STRESHIN Gomel dist., Belorussia. The J. pop. was 113 in 1789 and 1,179 in 1897. In the 1920s, under the Soviets, 42% of the Jews were artisans and blue-collar workers. Of the three agricultural cooperatives that were set up near the town in 1919, on"
5352,"STRIBRO Bohemia (Sudetenland), Czechoslovakia. Jews were present in the Middle Ages. The modern community was established after 1850 with a synagogue erected in 1879. The J. pop. grew to 171 (total 4,600) in 1910 and was 127 in 1930. Jews were active"
5353,"STRIEGAU (Pol. Strzegom) Lower Silesia, Germany, today Poland. Jews lived in S. before 1350. In 1410, local rioters beat 73 Jews to death. In 1454, all the Jews were expelled and the Great Synagogue was converted into a church. J. settlement was rene"
5354,"STRIJEN Zuid-Holland dist., Holland. A community was formed in the 19th cent. and numbered 52 in 1901. The J. pop. in 1941 was 16 (total 4,819). Fifteen were deported and perished in the Holocaust."
5355,"STROMIEC-ZAGAJNIK Kielce dist., Poland. Jews are first mentioned in the late 19th cent. and numbered 189 (total 293) in 1921. The Germans deported the Jews to the Treblinka death camp via the Bialobrzeg1 ghetto in Oct. 1942."
5356,"STROPKOV | Slovakia, Czechoslovakia, today Republic of Slovakia. According to tradition, Jews were present in the late 17th cent. and expelled in 1700. A few J. families from Poland settled in the early 18th cent. and in the 1770s, Hasidim from Galic"
5357,"STRUEMPFELBRUNN Baden, Germany. Jews are first mentioned in 1757. The community reached a peak pop. of 73 in 1860. At the end of the cent. most were cattle traders. In 1933, 19 Jews remained (total pop. 612). On Kristallnacht (9-10 Nov. 1938), the sy"
5358,"STRUNA Vitebsk dist., Belorussia. S. was founded as a farm settlement and in 1930, 88 J. families were employed at a nearby kolkhoz started in 1929. The Germans arrived in July 1941, murdering the remaining Jews. and another three were deported after"
5359,"STRUSOW § Tarnopol dist., Poland. Jews are first mentioned in 1624, with the J. pop. growing to 735 (a quarter of the total) in 1900. The community was liquidated by the Germans toward the end of 1942, when most were sent to the Belzec death camp."
5360,"STRYJ (Yid. Stry) Stanislawow dist., Poland, today"
5361,DRYAS Ukraine. Jews are first mentioned in 1563 and a J. quarter outside the city walls was established in 1575. In 1689 a synagogue was built within the city as townsmen became reconciled to the J. presence. Jews engaged in moneylending and tax farm
5362,"STRYKOW Lodz dist., Poland. J. wool traders settled in the late 17th cent. The S. hasidic dynasty founded here by R. Efrayyim Fishel (d. 1824) and his followers spread throughout Poland. The J. pop. was 1,799 in 1897 (59% of the total) and about 2,00"
5363,"STRYZHAVKA Vinnitsa dist., Ukraine. Jews numbered 272 in 1765 and 795 (total 2,200) in 1897. Entire families were wiped out in a pogrom in summer 1918. In 1926, under the Soviets, the J. pop. was 413. The Germans captured S. on 19 July 1941 and murde"
5364,"STRZEGOWO Warsaw dist., Poland. Jews settled in the late 19th cent., dominating trade and growing to a pop. of 591 (total 1,853) in 1921. Between the World Wars J. merchants dealt in grain and livestock but many Jews were also peddlers and shopkeeper"
5365,"STRZELISKA NOWE Lwow dist., Poland, today Ukraine. Jews apparently arrived in the second half of the 17th cent. and from the mid-19th cent. the community was dominated by Belz Hasidism. A fire in 1913 and the tribulations of WWI contributed to reduci"
5366,"STRZELNO Poznan dist., Poland. Jews first settled after the annexation to Prussia in 1772, with a community organized in the early 19th cent. as the J. pop. grew and prospered. Jews numbered 432 (total 4,000) in 1885, after which a process of emigrat"
5367,"STRZELSK Volhynia dist., Poland, today Ukraine. During the Holocaust the community of about 30 families was expelled by the Germans to Sarny for liquidation."
5368,"STRZEMIESZYCE WIELKIE Kielce dist., Poland. Jews first settled in the late 19th cent. and numbered 1,304 (total 10,328) in 1921, with many working for the railroad or as agents in local chemical factories. A synagogue was established in 1908. The Zio"
5369,"STRZYLKI Lwow dist., Poland, today Ukraine. The J. pop. in 1921 was 242 (total 1,430). In Aug. 1942 the Jews were expelled by the Germans to Sambor en route to the Belzec death camp."
5370,"STRZYZOW Lwow dist., Poland. Jews were present from the late 15th cent., constituting a majority of the pop. in the 18th cent. as well as one of the largest communities in the area, with a unique baroque-style synagogue that remained standing until W"
5371,"STUBNIANSKE TEPLICE (Hung. Stubnyafurdo) Slovakia, Czechoslovakia, today Republic of Slovakia. Jews settled in the late 19th cent., organizing a Neologist community with a synagogue and cemetery in the early 20th cent. The J. pop. rose to a peak of 1"
5372,"STUDENETS Mogilev dist., Belorussia. Jews numbered 179 (11% of the total) in 1880. A beit midrash was erected in the late 19th cent. In 1923, under the Soviets, the J. pop. was 85. The Germans occupied S. in Aug. 1941, murdering the few Jews still th"
5373,"STUDENITSA Kamenets-Podolski dist., Ukraine. Jews probably settled in the 17th cent. In 1703, Cossacks attacked them. Their pop. was 274 in 1765 and 556 (total 1,911) in 1897. In 1926, under the Soviets, it was 363. The Germans occupied S. in early J"
5374,"STUHM (Pol. Sztum) East Prussia, Germany, today Poland. A J. cemetery in S. indicates the presence of Jews there in the 18th cent. A synagogue was dedicated in 1862. The J. pop. numbered 97 members in 1880; 106 in 1895; and 70 in 1925. When the Nazis"
5375,"STULPICANI Bukovina, Rumania. The Jews numbered 609 in 1910 but only 151 in 1930. In June 1941, the J. pop. was transferred to Gura-Humorului and in Oct. deported to Transnistria. Few survived."
5376,"STUPAVA (Hung. Stomfa) Slovakia, Czechoslovakia, today Republic of Slovakia. Jews are mentioned in 1600 but were probably present in the late Middle Ages, perhaps as temporary residents. From 1722, the Jews lived under a special privilege from Count "
5377,"STUTTGART Wuerttemberg, Germany. A small J. community was in existence 1n the early 13th cent., living in a special quarter with a synagogue, cemetery, and other public facilities. Most of the Jews were burned to death in the Black Death massacres of"
5378,"STUTTGART-BAD CANSTATT Wuerttemberg, Germany. The J. settlement commenced in 1826, becoming a suburb of Stuttgart in 1905 but forming an independent community from 1871 to 1936. In 1876 a synagogue was completed where a Reform service was instituted "
5379,"SUBACIUS (Yid. Subotch) Panevezys dist., Lithuania. Jews lived in S. in the 19th cent. and built a magnificent beit midrash. In 1897 the J. pop. was 376 (45% of the total). At the turn of the cent. many emigrated to South Africa and between the World"
5380,"SUBATA (Yid. Shubitz, Subitz) Zemgale (Courland) dist., Latvia. A J. community existed in the early 19th cent., divided between Lithuanian Orthodoxy and Habad Hasidism. The J. pop. rose to a peak of 978 in 1897 (total 2,047), thereafter declining ste"
5381,"SUBOTICA (Hung. Szabadka) Vojvodina dist., Yugoslavia. The first records of a J. presence date back to 1743. In 1775, permanent residence rights were granted to the Jews and a community took root. A synagogue was built in 1802 and functioned until it"
5382,"SUCANY Slovakia, Czechoslovakia, today Republic of Slovakia. Jews were apparently present in the early 18th cent. The community began to grow significantly in the early 19th cent., establishing a synagogue and the first J. elementary school in the di"
5383,"SUCEAVA § (Yid. Shutz) Bukovina, Rumania. Jews first settled in the 15th cent. A permanent community existed in the early 18th cent. Prince Mihai Sturza granted the Jews some 140 acres of his land in perpetuity and it remained J. property even betwee"
5384,"SUCHA Cracow dist., Poland. The community began to consolidate after 1860 with the end of residence restrictions in Galicia and the establishment of the town as a railroad junction. Hasidism (Bobow, Belz, and Czchow) dominated the community and toget"
5385,"SUCHA BRONKA (Hung. Szuhabaranka) Carpatho-Russia, Czechoslovakia, today Ukraine. J. settlement began in the early 19th cent. with the J. pop. standing at 14 in 1830 and 50 (total 803) in 1880. It rose to 113 in 1921 under the Czechoslovakians and th"
5386,"SUCHEDNIOW Kielce dist., Poland. Jews settled in the late 19th cent., numbering 912 (total 4,105) in 1921. The Orthodox dominated the community, but between the World Wars the Zionists were also active. The Germans captured S. on 7 Sept. 1939, settin"
5387,"SUCHOSTAW Tarnopol dist., Poland, today Ukraine. The community grew to 614 (total 2,282) in 1880 but fell to 378 after the tribulations of WWI. Husyatin-Ruzhin Hasidism prevailed, with the Zionists active between the World Wars. The Jews were expelle"
5388,"SUCHOWOLA Bialystok dist., Poland. Jews first arrived in the 17th cent. and in 1698 were accorded the right to set up stalls in the market and build houses by King Augustus the Saxon. J. trade developed further upon annexation to Prussia following th"
5389,"SUDAK Crimea, Russia, today Ukraine. A J. community existed in the tenth cent. The modern community was probably founded in the late 19th cent. In 1939, the J. pop. of S. was 58 (total 3,246). In all the area there were only 79 Jews. A few Jews were "
5390,"SUDARGAS | (Yid. Sudarg) Sakiai dist., Lithuania. Jews first settled here at the turn of the 19th cent. and numbered 627 in 1856. Between the World Wars most of the J. youth moved to Kovno. The J. pop. in 1940 was about 30 families. All the Jews were"
5391,"SUDILKOV- Kamenets-Podolski dist., Ukraine. Jews settled in the 17th cent. In 1705-06 they were victimized in Cossack attacks. Their pop. was 397 in 1765 and 2,713 (total 5,551) in 1897. Pogroms were staged against the Jews in 1917 and 1919. In 1939,"
5392,"SUDZHA Kursk dist., Russia. Jews probably settled in the early 20th cent. and numbered 53 in 1926. The few remaining Jews were murdered by the Germans after their arrival on 18 Oct. 1941."
5393,"SUECHTELN Rhineland, Germany. A protected J. family was present in 1663, increasing to two families in the early 18th cent. and six in the late 18th cent. In the first half of the 19th cent., the J. pop. was about 25. It grew to 51 (total 9,371) in 1"
5394,"SUFLION (Soufli) Thrace, Greece. A small number of Jews lived in S. in the early 20th cent. The J. pop. in 1940 was 40. In May 1943, 32 Jews were deported to Auschwitz via Salonika on 9 May."
5395,"SUGENHEIM Middle Franconia, Germany. Jews are known from the early 17th cent. and a synagogue was built in 1756. At the time, the Jews inhabited a special quarter (Judengasse). In 1837 the J. pop. stood at 160 (total 760), dropping to 42 in 1933 and "
5396,"SUHL Saxony, Germany. Evidence of Jews in S. dates from 1315. In spite of several expulsions, J. settlement was continuously renewed. At the beginning of the 18th cent., Jews were restricted to a settlement outside the town gates. The first J. reside"
5397,"SUKHARI Mogilev dist., Belorussia. An organized community with a beit midrash existed in the 19th cent. In 1897, the J. pop. was 446 (86% of the total). A kolkhoz supporting 24 J. families was founded in 1930. The Germans arrived in July 1941, probab"
5398,"SUKHINICHI Smolensk dist., Russia. Jews probably settled in the late 19th cent., numbering 66 in 1926 and 98 (total 10,620) in 1939. After their arrival on 7 Oct. 1941, the Germans murdered the Jews, with 23 families from S. and its environs executed"
5399,"SULEJOW (Yid. Silow) Lodz dist., Poland. Jews were not permitted to live in S. until the early 19th cent. They were subjected to blood libels and pogroms but eked out a living from the limestone quarries nearby. In 1897 the J. pop. was 1,881 (40% of "
5400,"SULINGEN Hanover, Germany. The community numbered 18 in 1814 and grew to 78 (5% of the total) in 1871. It maintained a synagogue and an elementary school. Jews living in Kirchdorf, Scholen, Varrel, and three other townships belonged to the community,"
5401,"SULITA  (I) Bukovina, Rumania. In 1941, the J. community, numbering some 30 families, was transferred to Campulung and then to Transnistria. Few survived."
5402,"SULITA (IT) Moldavia dist., Rumania, today Republic of Moldova. A J. community existed here in 1820. In 1866, 80% of the Jews were artisans and the rest merchants. The J. pop. in 1899 numbered 1,830 (63% of the total). On 19 March 1907, 3,000 peasant"
5403,"SULMIERZYCE (Yid. Silmarzitz) Lodz dist., Poland. Thirteen J. families lived here in 1842. In 1921 the J. pop. was 157 (total 1,133). At the outbreak of WWII the 30 J. families fled."
5404,"SULZBACH Saar, Germany. The J. pop. was 31 in 1895 and 45 (total 0.5%) in 1927. In 1935, 106 Jews trying to reach France sought temporary refuge in the area. Two Jews remained in 1939. Five died in the Holocaust."
5405,"SULZBACH-ROSENBERG — Upper Palatinate, Germany. Jews possibly arrived when the town was founded in the mid-13th cent. The community was destroyed in the Black Death persecutions of 1348-49 and only reestablished in the mid-17th cent. In the 1670s Jew"
5406,"SULZBUERG — Upper Palatinate, Germany. The first settlers were refugees from the Rindfleisch massacres of 1298 (from Neumarkt, Berching, and Freystadt). They engaged in moneylending and the cattle trade under the tolerant rule of the ducal house of W"
5407,"SULZBURG Baden, Germany. Jews arrived in the early 16th cent. and were expelled in 1615 with the rest of the Jews of the region. The J. settlement was renewed in 1716 by four families expelled from Switzerland and Alsace. From 1727 to 1827, S. was th"
5408,"SUMEG Zala dist., Hungary. Jews are mentioned in 1699. A J. school was opened in 1850 and a synagogue was erected in 1866. The J. pop. was 302 in 1880 and 296 in 1930. In mid-May 1944, the Jews were brought to the Zalaegerszeg ghetto and on 4 July de"
5409,"SUMPERK Moravia, Czechoslovakia. Jews were probably present in the first half of the 15th cent. They were expelled in 1585 following an outbreak of the plague. The J. pop. was 162 in 1900 and 199 (total 15,718) in 1930. In Sept. 1942, the Jews were d"
5410,"SUMY Sumy dist., Ukraine. Jews were allowed to trade at the town's fairs under various restrictions from 1835 and began settling in 1858. In 1897, they numbered 797 (total 27,564) and in 1926, 2,418. In 1917, a Hebrew elementary school with an enroll"
5411,"SUPRASL Bialystok dist., Poland. The first Jews settled in the late 17th cent. From the mid-19th cent. Jews worked in the textile industry developed by German entrepreneurs. A new brick synagogue with stained glass windows was built in the 1860s. The"
5412,"SUPURUL DE JOS (Hung. Alsoszouor) N. Transylvania dist., Rumania. Jews settled in the late 19th cent. The J. pop. in 1930 was 118 (7% of the total). A J. community also existed in the neighboring village of Supurul de Sus (Hung. Felsoszopor) which in"
5413,"SURANY | Slovakia, Czechoslovakia, today Republic of Slovakia. Jews were apparently present in the 17th cent. Their numbers grew significantly in the late 18th cent., reaching 211 in 1787 and 409 in 1840. R. Feivl Plaut served the community in 1850-9"
5414,"SURAZH  (I) Bialystok dist., Poland. Jews first appeared in the 16th cent., remaining until the town secured a de non tolerandis Judaeis privilege in the 17th cent. Only a handful were present in 1800, forming an organized community in the course of "
5415,"SURAZH (If) Oriol dist., Russia. Jews probably settled in the late 18th cent. Their pop. rose from 229 in 1802 to 1,652 in 1847 and 2,398 (total 4,000) in 1897. Two synagogues were in use in 1870. Most Jews engaged in petty trade and crafts. Jews wer"
5416,"SURAZHI Vitebsk dist., Belorussia. J. settlement 1266 SURDUC commenced in the late 18th cent. The J. pop. grew from 848 in 1863 to 1,246 (total 2,731) in 1897. In 1905, Jews were attacked in a pogrom. A state J. school emphasizing vocational training"
5417,"SURDUC N. Transylvania dist., Rumania. Jews settled in the late 18th cent. In 1930 the J. pop. was 125 (10% of the total). In May 1944 the community was transferred to the Simleul Silvaniei ghetto and in June deported to Auschwitz."
5418,"SURTY Slovakia, Czechoslovakia, today Republic of Slovakia. Jews probably settled in the first half of the 18th cent. Their pop. grew steadily after the arrival of Galician refugees in the first half of the 19th cent., reaching 171 (total 1,037) in 1"
5419,"SUSICE Bohemia, Czechoslovakia. Jews are mentioned in 1562 but a J. community was only established in the mid-17th cent. In 1692, the Jews were forced to live in a special quarter and wear distinctive clothing. A synagogue was erected in 1659-60 (bur"
5420,"SUVAINISKIS (Yid. Suvainishok) Rokiskis dist., Lithuania. Jews lived here from the late 18th cent. In 1897 the J. pop. was 684 (80% of the total). A Hebrew school operated between the World Wars. For economic reasons, many emigrated to the U.S., Sout"
5421,"SUWALKI Bialystok dist., Poland. The J. community originated in the beginning of the 19th cent. and by 1897 totaled 5,747. It was one of the most important communites in the region and distinguished rabbis officiated there, including the proto-Zionis"
5422,"SVALAVA (Hung. Szolyva) Carpatho-Russia, Czechoslovakia, today Ukraine. Jews probably settled in the early 19th cent., numbering 45 in 1830 and 319 (total 1,664) in 1880. The community appointed its own rabbi in the 1880s and later opened a talmud to"
5423,"SVATOVO (until 1923, Svatovo Luchka) Voroshilovgrad dist., Ukraine. Jews probably arrived in the early 20th cent., numbering 120 (total 10,799) in 1939. The Germans arrived on 9 July 1942, murdering the few remaining Jews along with 33 confined in th"
5424,"SVATY BENADIK Slovakia, Czechoslovakia, today Republic of Slovakia. Jews numbered over 100 in the 1880s, maintaining a synagogue and cemetery. Sixtytwo remained in 1940, most of them deported to the death camps in 1942."
5425,"SVATY JUR (Hung. Szentgyorgy; Yid. Yergen) Slovakia, Czechoslovakia, today Republic of Slovakia. There is evidence of J. settlement in the Middle Ages. In 1529, the Jews were expelled following a blood libel in nearby Pezinok. They were present again"
5426,"SVATY KRIZ (Hung. Garamszentkereszt) Slovakia, Czechoslovakia, today Republic of Slovakia. Jews probably arrived in the 1860s, forming an organized Neologist community in the 1880s with a pop. of 30- 50 (3-4% of the total) up to WWII. A synagogue was"
5427,"SVEDASAI (Yid. Svadushtsh) Utena dist., Lithuania. By the 18th cent. there existed an established J. community in S. The J. pop. in 1897 was 528 (37% of the total). Relations with non-Jews were good thanks to the local priest. When Jews left during W"
5428,"SVEKSNA (Yid. Shvekshne) Taurage dist., Lithuania. Jews first settled in the 17th cent. In the 1880s many emigrated, mainly to the U.S.. The J. pop. in 1897 was 974 (53% of the total). The community maintained two hadarim, a talmud torah and a yeshiv"
5429,"SVERDLOVKA Dnepropetrovsk dist., Ukraine. S. was a village with 115 J. families (total 130) in 1934 and attached to a J. rural council (soviet) with jurisdiction over another four kolkhozes. A regional elementary school was in operation there. The fe"
5430,"SVERZHEN Gomel dist., Belorussia. The J. pop. was 405 in 1847 and 635 (total 1,056) in 1897. Most Jews were engaged in petty trade and crafts. In 1925, under the Soviets, five J. families formed an agricultural cooperative. A J. kolkhoz was founded n"
5431,"SVETLA NAD SAZAVOU | Bohemia, Czechoslovakia. Jews probably settled at the turn of the 17th cent, building a synagogue in 1889 and reaching a pop. of 107 (total 2,261) in 1921. In 1930, 79 remained. In 1942, the Jews were deported to the Theresiensta"
5432,"SVETLOVICHI Gomel dist., Belorussia. The J. pop. was 114 (total 717) in 1897. In 1930, under the Soviets, 29 J. families were employed at a nearby kolkhoz. In 1939, the J. pop. was 173. The Germans arrived in Aug. 1941, probably murdering all the Jew"
5433,"SVIATSK Oriol dist., Russia. A J. community existed in the late 18th cent. Its pop. was 290 (total 2,389) in 1897, rising to 588 in 1926 under the Soviets. The Germans occupied S. in Aug. 1942, murdering the town's 158 Jews on 3 Oct. 1941 and 25-26 J"
5434,"SVIERZEN-NOVY Nowogrodek dist., Poland, today Belarus. Jews were probably present in small numbers in the second half of the 17th cent. Until WwI Jews were in the habit of renting farm land in eastern Prussia from the spring to the fall (between Pass"
5435,"SVISLOCH Mogilev dist., Belorussia. Jews settled in the 17th cent. An independent community with its own rabbi and rabbinical court developed in the 18th cent. The J. pop. was 107 in 1766 and 1,120 in 1897, dropping to 742 in 1926 under the Soviets. "
5436,"SVITAVY Moravia (Sudetenland), Czechoslovakia. Jews settled after 1848 when the residence ban was lifted. Most were peddlers or traded in cloth and yarn. A synagogue was consecrated in 1902. In 1930 the J. pop. was 168 (total 10,466). Most Jews fled "
5437,"SWARZENDZ Poznan dist., Poland. A group of poor Jews from Poznan was invited to settle by the local nobility in the first half of the 17th cent. The generous privileges, including tax exemptions and the endowment of a synagogue, school, and hospital,"
5438,"SWIECIE Pomerania dist., Poland. A community was organized in the 19th cent., reaching a peak pop. of 497 (total 6,348) in 1885 and dropping sharply after WWI to 171. A synagogue and cemetery were opened in 1899. In Sept. 1939 the Germans executed th"
5439,"SWIENCIANY Vilna dist., Poland, today Lithuania. The J. settlement developed after the Lithuanian expulsions of 1496-1503, when Jews found refuge on the large estates in the area. By 1765 they numbered 462, embroiled in external conflict and internal"
5440,"SWIENTA WOLA Polesie dist., Poland, today Belarus. The J. pop. in 1921 was 185 (total 615). The Jews were presumably murdered by the Germans in the beginning of Aug. 1941, by an SS cavalry unit."
5441,"SWIERZE Lublin dist., Poland. Jews are first mentioned in 1550. They numbered about 120 in 1769 and 294 (total 355) in 1921. In Sept. 1939, the Germans introduced a regime of severe persecution and subsequently established a Judenrat and ghetto. The "
5442,"SWIETOCHLOWICE Silesia dist., Poland. Jews numbered 48 in 1861 (total 3,818) and 100-115 in the early 20th cent. and were probably expelled by the Germans in fall 1939. A branch of Auschwitz operated as a forced labor camp in the area from June 1942 "
5443,"SWINEMUENDE (Pol. Swinoujscie) Pomerania, Germany, today Poland. A J. community developed in the 19th cent., comprising nine Jews in 1819 and 130 in 1887. It maintained a synagogue and a cemetery. The hotels in this health resort were characterized a"
5444,"SWINIUCHY Volhynia dist., Poland, today Ukraine. Jews are first recorded in the second half of the 16th cent. The J. pop. in 1897 was 629 (total 1,780). Most left during the nearby fighting in WWI, leaving 173 in 1921. The J. pop. grew to 498 in 1936"
5445,"SWIR Vilna dist., Poland, today Belarus. Around 300 Jews were present in 1766. More arrived after being expelled from their villages in 1882, bringing the J. pop. up to 1,114 (total 1,686) in 1897. The Bund and the Zionists became active in the early"
5446,"SWIRZ — Tarnopol dist., Poland, today Ukraine. Jews are first mentioned in 1563. S. was famous for the magnificent multi-story candelabrum (menorah) housed in its synagogue, its origins shrouded in legend. The J. pop. stood at 381 in 1880 (total 1,94"
5447,"SWISLOCZ Bialystok dist., Poland. An organized community existed by 1713. The first settlers were lumber and grain merchants attracted by the fairs instituted by the local count. After the failure of the Polish rebellion in 1831, many Jews lost their"
5448,"SYCHEVKA Smolensk dist., Russia. Jews probably arrived in the late 19th cent. Their pop. was 327 (total 7,646) in 1926 and 138 in 1939. The Germans occupied the town on 10 Oct. 1941. On 7 Jan. 1943, they murdered 35 J. families and on 27 Nov., Jews f"
5449,"SYKE Hanover, Germany. Numbering 23 in 1796, the community grew to 35 (4% of the total) in 1810. It had a burial ground, a religious school, and a prayer house, but services only took place on the major festivals. The community's membership, which in"
5450,"SYNOWODZKO-WYZNE Stanislawow dist., Poland, today Ukraine. Jews were leasing land from the second half of the 16th cent. and later found employment mainly around the local sawmill. The J. pop. in 1921 was 341 (total 3,894). With the Soviet withdrawal"
5451,"SYRTE Tripolitania dist., Libya. An ancient J. settlement was apparently founded by exiles from Jerusalem after the destruction of the Second Temple and perhaps earlier. Some of their descendants are believed to have settled in Yidder and Messurata. "
5452,"SZABADSZALLAS | Pest-Pilis-Solt-Kiskun dist., Hungary. Jews were only allowed to settle in S. in 1850. Consecrating a synagogue in 1860, they numbered 154 in 1880 and 120 in 1930. From the end of WWI to the racial laws of 1938, they were subject to c"
5453,"SZABOLCSBAKA § Szabolcs dist., Hungary. Jews arrived in the late 18th cent., encouraged by estate owners to market their produce, mainly wheat, corn, tobacco, and cabbage. They also established factories for producing alcoholic beverages, vinegar, an"
5454,"SZACK Volhynia dist., Poland, today Ukraine. Jews numbered 238 in 1921 (total 1,752) and some 200 families in the 1930s. Most were murdered by the Germans in Aug. 1942 while others, escaping to the forest, established a family camp in early 1943 that"
5455,"SZADEK Lodz dist., Poland. Jews first settled in the early 18th cent. In 1897 the J. pop. was 495 (20% of the total). When the Germans entered S. early in WwIl they expelled many J. families and in May-June 1940 ghettoized the remaining 410 Jews. On "
5456,"SZAKOLY — Szabolcs dist., Hungary. Jews settled in the late 18th cent,, constructing a synagogue in 1890 and numbering 76 in 1930. In spring 1944, the Jews were first confined to the Nyiregyhaza ghetto. When they protested at the crowded conditions, "
5457,"SZAMOSSALYI Szatmar dist., Hungary. Owing to opposition from estate owners, Jews were only allowed to settle in S. in the late 19th cent. They numbered 144 in 1900 and 84 in 1930. In spring 1944, they were taken to Mateszalka and in late May deported"
5458,"SZAMOSSZEG Szatmar dist., Hungary. Jews probably settled in the late 18th cent., maintaining two cemeteries, a school, and a synagogue. They numbered 96 in 1880 and 94 in 1930. In late May 1944, they were deported to Auschwitz via Mateszalka."
5459,"SZAMOTULY Poznan dist., Poland. Jews first settled in 1403. Most left after the J. quarter burned down in 1634. The community was reestablished in 1714 under a charter according freedom of worship and internal autonomy along with qualified trade and "
