ejl_line,code,name,region,country,presence_type,year_approx,year_code,source,area,index_sht,src,lon,lat
5755,VLH_RVN_TCHN,TUCZYN,Volhinia,Poland,jews_arrived,1615,16EX,Jews probably arrived in the early 17th cent.,Russian Empire,0811Tc1,SHTETLS,26.56666667,50.7
5757,CRL_TKK_TKMS,TUKUMS,Courland,Latvia,jews_arrived,1795,1795,began arriving ... after the commencement of Russian rule in 1795,Russian Empire,1909Tk1,SHTETLS,23.15,56.95
5759,PDL_BRT_TLCH,TULCHIN,Podolia,Ukraine,first_mention,1648,1648,Jews are first mentioned as victims of the Chmielnicki massacres of 1648-49,Russian Empire,3203Tl1,SHTETLS,28.86666667,48.68333333
5761,POL_LDZ_TUL,TULISZKOW,Lodz,Poland,jews_arrived,1815,18EX,Jews first settled early in the 19th cent.,Congress Poland,,GLC_PRU,18.3,52.08333333
5771,POL_LDZ_TUR,TUREK,Lodz,Poland,jews_present,1800,18XX,Jews lived there from the 19th cent.,Congress Poland,,GLC_PRU,18.5,52.03333333
5773,GLC_LWW_TUR,TURKA,Lwow,Poland,jews_arrived,1729,1729,Jews arrived in 1729,Galicia,,GLC_PRU,23.03333333,49.15
5779,WGLC_LBL_TUR,TUROBIN,Lublin,Poland,jews_arrived,1575,15LX,Jews may have settled in the late 16th cent.,West Galicia,,GLC_PRU,22.73333333,50.83333333
5780,MNS_MZY_TRV,TUROV,Minsk,Belorussia,community_present,1623,1623,In 1623 the Jews of T. were under the jurisdiction of the Pinsk community,Russian Empire,2205Tr1,SHTETLS,27.73333333,52.06666667
5784,PRU_STNL_TUR,TURZA WIELKA,Stanislawow,Poland,POP,1921,1921,The J. pop. in 1921 was 201,Ostpreu��,,GLC_PRU,,
5786,MNS_NVG_TRTS,TURZEC,Minsk,Poland,community_present,1550,15MX,A J. community is known from the mid-16th cent.,Russian Empire,2206Tr1,SHTETLS,26.31666667,53.51666667
5788,VLH_KVL_TRYS,TURZYSK,Volhinia,Poland,jews_arrived,1550,15MX,Jews settled in the mid-16th cent.,Russian Empire,0805Tr1,SHTETLS,24.53333333,51.1
5789,POL_LDZ_TUS,TUSZYN,Lodz,Poland,jews_present,1600,16XX,Jews lived there from the 17th cent.,Congress Poland,,GLC_PRU,19.55,51.6
5792,KVN_TLS_TVR,TVERAI,Kovno,Lithuania,POP,1923,1923,The J. pop. in 1923 was 102 (18% of the total).,Russian Empire,1706Tv1,SHTETLS,22.15,55.73333333
5794,GLC_LWW_TWR,TWIERDZA,Lwow,Poland,POP,1921,1921,The J. pop. in 1921 was 148 (total 512).,Galicia,,GLC_PRU,23.25,49.8
5796,GLC_LWW_TYC,TYCZYN,Lwow,Poland,jews_arrived,1400,14XX,Jews settled in the 15th cent.,Galicia,,GLC_PRU,22.03333333,49.96666667
5797,LMZ_PLN_TYKC,TYKOCIN,Lomza,Poland,jews_arrived,1522,1522,Ten J. families from Grodno settled in 1522 under a charter of privileges,Russian Empire,5403Ty1,SHTETLS,22.78333333,53.2
5798,GLC_KRK_TYL,TYLICZ,Cracow,Poland,jews_arrived,1775,17LX,Jews settled in the late 18th cent.,Congress Poland,,GLC_PRU,21.01666667,49.4
5800,GLC_LWW_TYR,TYRAWA WOLOSKA,Lwow,Poland,jews_arrived,1700,17XX,Jews settled in the 18th cent.,Galicia,,GLC_PRU,22.36666667,49.58333333
5803,GLC_STNL_TYS,TYSZKOWCE,Stanislawow,Poland,POP,1921,1921,The J. pop. in 1921 was 129.,Galicia,,GLC_PRU,25.36666667,48.7
5804,WGLC_LBL_TYS,TYSZOWCE,Lublin,Poland,jews_present,1575,15LX,Jews were present in the late 16th cent.,West Galicia,,GLC_PRU,23.7,50.61666667
5805,KVN_RSS_TYTV,TYTUVENAI,Kovno,Lithuania,jews_arrived,1800,18XX,Jews first settled in the 19th cent.,Russian Empire,1705Ts1,SHTETLS,23.2,55.6
5808,WGLC_LBL_UCH,UCHANIE,Lublin,Poland,first_mention,1640,1640,Jews as grain merchants are mentioned from 1640.,West Galicia,,GLC_PRU,23.65,50.9
5824,GLC_LWW_UHN,UHNOW,Lwow,Poland,community_present,1500,15XX,A small J. community dates from the 16th cent.,Galicia,,GLC_PRU,23.75,50.36666667
5828,POL_LDZ_UJZ,UJAZD,Lodz,Poland,jews_arrived,1675,16LX,Jews settled in the second half of the 17th cent.,Congress Poland,,GLC_PRU,19.91666667,51.6
5833,KVN_VL'_UKMR,UKMERGE,Kovno,Lithuania,jews_arrived,1600,16XX,Jews began settling in the 17th cent.,Russian Empire,1702Vl1,SHTETLS,24.75,55.25
5834,PDL_LTN_ULNV,ULANOV,Podolia,Ukraine,jews_arrived,1715,17EX,Jews probably settled in the early 18th cent.,Russian Empire,3207Ul1,SHTETLS,28.13333333,49.7
5835,GLC_LWW_ULN,ULANOW,Lwow,Poland,community_present,1775,17LX,the Jews soon reestablished themselves,Galicia,,GLC_PRU,22.26666667,50.48333333
5836,GLC_TRN_ULS,ULASZKOWCE,Tarnopol,Poland,community_present,1800,18XX,The J. community began to develop in the 19th cent.,Galicia,,GLC_PRU,25.83333333,48.9
5837,GLC_LWW_ULZ,ULAZOW,Lwow,Poland,POP,1921,1921,The J. pop. in 1921 was 180,Galicia,,GLC_PRU,23,50.26666667
5839,VTB_LPL_UL,ULLA,Vitebsk,Belorussia,jews_arrived,1715,17EX,Jews settled in the early 18th cent.,Russian Empire,0506Ul1,SHTETLS,29.25,55.23333333
5845,GLC_LWW_ULU,ULUCZ,Lwow,Poland,POP,1921,1921,The J. pop. in 1921 was 210,Galicia,,GLC_PRU,22.28333333,49.68333333
5846,KV_UMN_UMN,UMAN,Kiev,Ukraine,jews_arrived,1600,16XX,Jews settled in the 17th cent.,Russian Empire,1610Um1,SHTETLS,30.21666667,48.75
5847,CHR_SRZ_UNCH,UNETCHA,Chernigov,Russia,community_present,1903,1903,allowed again in 1903,Russian Empire,4815Un1,SHTETLS,32.68333333,52.85
5850,POL_LDZ_UNJ,UNIEJOW,Lodz,Poland,jews_present,1750,17MX,Jews lived here from the mid-18th cent.,Congress Poland,,GLC_PRU,18.8,51.96666667
5859,KVN_RSS_UPYN,UPYNA,Kovno,Lithuania,POP,,,"Prior to WWII, there were 20-30 J. families",Russian Empire,1705Up1,SHTETLS,22.45,55.45
5861,MNS_BBR_URCH,URETCHE,Minsk,Belorussia,jews_arrived,1775,17LX,Jews apparently settled at the turn of the 18th cent.,Russian Empire,2202Ur1,SHTETLS,27.9,52.95
5866,GLC_STNL_URY,URYCZ,Stanislawow,Poland,POP,1921,1921,The J. pop. in 1921 was 151,Galicia,,GLC_PRU,23.4051376,49.1822032
5867,WGLC_LBL_URZ,URZENDOW,Lublin,Poland,jews_present,1700,17XX,Jews were present from the 18th cent.,West Galicia,,GLC_PRU,22.15,50.98333333
5870,GLC_TRN_USC,USCIE ZIELONE,Tarnopol,Poland,first_mention,1552,1552,Jews are first mentioned in 1552,Galicia,,GLC_PRU,24.96666667,49.03333333
5871,VLH_VLD_USTY,USCILUG,Volhinia,Poland,jews_present,1600,16XX,Jews were present in the 17th cent.,Russian Empire,0802Us1,SHTETLS,24.15,50.86666667
5872,VTB_LPL_USHC,USHACHI,Vitebsk,Belorussia,first_mention,1675,16LX,Jews are first mentioned in the late 17th cent.,Russian Empire,0506Us1,SHTETLS,28.6,55.18333333
5873,VLH_ZHT_USHM,USHOMIR,Volhinia,Ukraine,first_mention,1750,1750,Jews are first mentioned in 1750,Russian Empire,0801Ut1,SHTETLS,28.46666667,50.85
5881,GLC_LWW_UST,USTRZYKI DOLNE,Lwow,Poland,community_founded,1815,18EX,The Jews were among the first settlers of the town when it was founded in the early 19th cent.,Galicia,,GLC_PRU,22.58333333,49.43333333
5882,VTB_VLZ_USVY,USVIYATY,Vitebsk,Russia,jews_arrived,1775,17LX,Jews probably settled in the late 18th cent.,Russian Empire,0502Us1,SHTETLS,30.75,55.75
5883,GLC_TRN_USZ,USZNIA,Tarnopol,Poland,POP,1921,1921,The J. pop. in 1921 was 120.,Galicia,,GLC_PRU,24.91666667,49.88333333
5884,KVN_VL'_UTN,UTENA,Kovno,Lithuania,first_mention,1500,15XX,Graves from the 16th cent. attest to a J. presence.,Russian Empire,1702Ut1,SHTETLS,25.6,55.5
5886,MGL_GML_UVRV,UVAROVICHI,Mogilev,Belorussia,POP,1897,1897,"The J. pop. was 622 (total 2,046) in 1897.",Russian Empire,2303Uv1,SHTETLS,30.73333333,52.6
5888,MNS_IGM_UZD,UZDA,Minsk,Belorussia,jews_arrived,1715,17EX,J. settlement probably commenced in the first half of the 18th cent.,Russian Empire,2204Uz1,SHTETLS,27.21666667,53.46666667
5891,KVN_VL'_UZPL,UZPALIAI,Kovno,Lithuania,jews_arrived,1700,17XX,Jews settled in the 18th cent.,Russian Empire,1702Us2,SHTETLS,25.58333333,55.65
5892,KVN_SHV_UZVN,UZVENTIS,Kovno,Lithuania,jews_arrived,1700,17XX,The first Jews arrived in the 18th cent.,Russian Empire,1707Uz1,SHTETLS,22.65,55.78333333
5894,KVN_PNV_VBLN,VABALNINKAS,Kovno,Lithuania,jews_arrived,1600,16XX,Jews began settling here in the 17th cent.,Russian Empire,1704Vb1,SHTETLS,24.75,55.96666667
5897,KV_BRD_VKHN,VACHNOVKA,Kiev,Ukraine,POP,1897,1897,"The J. pop. was 2,404 (total 5,371) in 1897.",Russian Empire,1602Vk1,SHTETLS,28.85,49.31666667
5902,CRL_GZN_VND,VAINODE,Courland,Latvia,community_present,1915,19EX,A small community existed before WWI in the newly founded town,Russian Empire,1904Vn1,SHTETLS,21.86666667,56.43333333
5903,KVN_RSS_VNTS,VAINUTAS,Kovno,Lithuania,jews_arrived,1600,16XX,Jews began settling in the 17th cent.,Russian Empire,1705Vn1,SHTETLS,21.83333333,55.36666667
5908,CRL_TLS_VLDM,VALDEMARPILS,Courland,Latvia,jews_present,1715,17EX,Jews were present in the first quarter of the 18th cent.,Russian Empire,1908Ss1,SHTETLS,22.58333333,57.36666667
5910,BSS_BLT_VLLV,VALEA LUI VLAD,Bessarabia,Rumania,community_founded,1836,1836,This J. settlement dates from 1836,Russian Empire,0304Vl1,SHTETLS,28.13333333,47.48333333
5912,KHR_ANN_DLYN,VALEGOTSULOVO,Kherson,Ukraine,jews_arrived,1815,18EX,Jews settled in the early 19th cent.,Russian Empire,4703Vl1,SHTETLS,29.93333333,47.53333333
5914,LVL_VLK_VLG,VALGA,Livonia,Estonia,community_founded,1859,1859,community was founded in 1859 by three J. soldiers,Russian Empire,2102Vl1,SHTETLS,26.05,57.76666667
5918,LVL_VLM_VLMR,VALMIERA,Livonia,Latvia,jews_present,1915,19EX,first Jews were Cantonists conscripted into the Russian army,Russian Empire,2105Vl1,SHTETLS,25.4,57.55
5924,KVN_KVN_VNDZ,VANDZIOGALA,Kovno,Lithuania,jews_arrived,1600,16XX,Jews first settled here in the 17th cent.,Russian Empire,1701Vn1,SHTETLS,23.96666667,55.11666667
5925,PDL_IMP_VPNY,VAPNYARKA,Podolia,Ukraine,jews_present,1784,1784,Eight Jews were present in 1784,Russian Empire,3212Vp1,SHTETLS,28.76666667,48.53333333
5926,VTB_RZH_VRKL,VARAKLANI,Vitebsk,Latvia,community_founded,1775,17LX,community was established in the late 18th cent.,Russian Empire,0510Vr1,SHTETLS,26.73333333,56.61666667
5929,VLN_TRK_VRN,VARENA,Vilnius,Lithuania,jews_present,1750,17MX,A few Jews lived in V. in the mid-18th cent.,Russian Empire,0407Or1,SHTETLS,24.56666667,54.21666667
5931,KVN_TLS_VRN,VARNIAI,Kovno,Lithuania,jews_arrived,1600,16XX,Jews began settling in the 17th cent.,Russian Empire,1706Vr1,SHTETLS,22.36666667,55.75
5934,KHR_ODS_VRVR,VARVAROVKA,Kherson,Ukraine,jews_arrived,1815,18EX,Jews probably settled in the early 19th cent.,Russian Empire,4705Vr1,SHTETLS,31.95,46.98333333
5938,MNS_RCH_VSLV,VASILEVICHI,Minsk,Belorussia,jews_present,1900,19XX,A small number of Jews were apparently present in the 19th cent.,Russian Empire,2208Vs1,SHTETLS,29.83333333,52.25
5939,TRD_MLT_VSYL,VASILEVKA,Taurida,Ukraine,POP,1939,1939,"In 1939, the J. pop. was 97 (total 5,620).",Russian Empire,4105Vs1,SHTETLS,35.26666667,47.43333333
5940,KV_VSL_VSYL,VASILKOV,Kiev,Ukraine,POP,1799,1799,"Jews numbered 1,478 in 1799",Russian Empire,1603Vs1,SHTETLS,30.31666667,50.18333333
5941,KVN_PNV_VSK,VASKAI,Kovno,Lithuania,jews_arrived,1600,16XX,The first Jews settled here in the 17th cent.,Russian Empire,1704Kn1,SHTETLS,24.2,56.16666667
5952,KVN_SHV_VGR,VEGERIAI,Kovno,Lithuania,POP,1940,1940,The J. pop. in 1940 was 50,Russian Empire,1707Vg2,SHTETLS,22.95,56.4
5954,SWL_SNY_VSJ,VEISIEJAI,Suwalki,Lithuania,jews_arrived,1700,17XX,Jews began settling here in the 18th cent.,Russian Empire,5907Vs1,SHTETLS,23.7,54.1
5956,KVN_RSS_VVRZ,VEIVIRZENAI,Kovno,Lithuania,jews_present,1662,1662,A small group of Jews was living here in 1662,Russian Empire,1705Vv1,SHTETLS,21.6,55.6
5959,VLH_OVR_NVVL,VELEDNIKI,Volhinia,Ukraine,community_present,1757,1757,permitted J. tailors and furriers to form a guild in 1757,Russian Empire,0809Vl1,SHTETLS,28.46666667,51.31666667
5965,PDL_NV_VLKY,VELIKIT ZHVANCHIK,Podolia,Ukraine,jews_arrived,1700,17XX,Jews arrived in the 18th cent.,Russian Empire,3211Zv1,SHTETLS,26.98333333,48.76666667
5966,PSK_VLK_VLKY,VELIKIYE LUKI,Pskov,Russia,jews_present,1850,18MX,J. settlement probably began in the mid-19th cent.,Russian Empire,3402Vl1,SHTETLS,30.53333333,56.33333333
5970,KVN_KVN_VLN,VELIUONA,Kovno,Lithuania,jews_arrived,1400,14XX,The first Jews arrived here in the 15th cent.,Russian Empire,1701Vl1,SHTETLS,23.28333333,55.08333333
5971,VTB_VLZ_VLZH,VELIZH,Vitebsk,Russia,jews_arrived,1750,17MX,Jews probably settled in the mid-18th cent.,Russian Empire,0502Vl1,SHTETLS,31.2,55.6
5988,CRL_VND_VNTS,VENTSPILS,Courland,Latvia,jews_present,1600,16XX,There was a J. presence from the 17th cent.,Russian Empire,1903Vn1,SHTETLS,21.56666667,57.38333333
5990,PDL_NV_VRBV,VERBOVETS,Podolia,Ukraine,jews_arrived,1900,19XX,Jews settled,Russian Empire,3211Vr1,SHTETLS,27.43333333,48.73333333
5993,PDL_MGL_VRKH,VERHOVKA (I),Podolia,Ukraine,POP,1897,1897,"The J. pop. was 251 (total 1,344) in 1897 and 148 in 1926",Russian Empire,3208Vr1,SHTETLS,27.66666667,48.91666667
5994,PDL_BRT_VRKH,VERHOVKA (II),Podolia,Ukraine,POP,1765,1765,"The J. pop. was 105 in 1765 and 1,094 in 1897, dropping to 420 in 1926",Russian Empire,3203Vr1,SHTETLS,29.16666667,48.43333333
5997,EKT_VRK_VRKH,VERKHNEDNEPROVSK,Yekaterinoslav,Ukraine,jews_arrived,1815,18EX,Jews settled in the early 19th cent.,Russian Empire,1304Vr1,SHTETLS,34.33333333,48.65
5999,KV_SKV_VRKH,VERKHOVNIA,Kiev,Ukraine,POP,1897,1897,"Jews numbered 316 (total 2,440) in 1897",Russian Empire,1608Vr1,SHTETLS,29.31666667,49.8
6006,BSS_SRK_VRTJ,VERTUJENI,Bessarabia,Rumania,community_founded,1838,1838,Jews founded V. in 1838,Russian Empire,0307Vr1,SHTETLS,28.53333333,48
6008,EKT_ALK_VSLY,VESOLYIA,Yekaterinoslav,Ukraine,community_founded,1850,18MX,founded V. as a J. colony in the mid-19th cent.,Russian Empire,1302Vs1,SHTETLS,36.61666667,47.68333333
6012,MGL_GML_VYTK,VETKA,Mogilev,Belorussia,jews_arrived,1775,17LX,Jews settled in the late 18th cent.,Russian Empire,2303Vt1,SHTETLS,31.18333333,52.56666667
6016,VLH_OVR_VYZV,VIAZOVKA,Volhinia,Ukraine,jews_arrived,1800,18XX,Jews settled in the 19th cent.,Russian Empire,0809Vz1,SHTETLS,28.86666667,51.15
6019,KVN_VL'_VDSK,VIDISKIAI,Kovno,Lithuania,community_present,1815,18EX,The J. community began early in the 19th cent.,Russian Empire,1702Vd1,SHTETLS,24.86666667,55.3
6020,KVN_RSS_VDKL,VIDUKLE,Kovno,Lithuania,jews_arrived,1600,16XX,Jews began settling in the 17th cent.,Russian Empire,1705Vd1,SHTETLS,22.9,55.4
6021,KVN_SHV_VKSN,VIEKSNIAI,Kovno,Lithuania,jews_arrived,1600,16XX,Jews first settled here in the 17th cent.,Russian Empire,1707Vk1,SHTETLS,22.51666667,56.23333333
6025,KVN_VL'_VSNT,VIESINTOS,Kovno,Lithuania,community_present,1815,18EX,The J. community began in the early 19th cent.,Russian Empire,1702Vs1,SHTETLS,24.98333333,55.7
6027,VLN_TRK_VVS,VIEVIS,Vilnius,Lithuania,jews_arrived,1775,17LX,Jews began settling at the end of the 18th cent.,Russian Empire,0407Ev1,SHTETLS,24.8,54.76666667
6031,VTB_RZH_VLN,VILANI,Vitebsk,Latvia,community_founded,1873,1873,The community was established after a large tanning factory was set up in 1873,Russian Empire,0510Vl1,SHTETLS,26.95,56.55
6033,LVL_FLL_VLJN,VILJANDI,Livonia,Estonia,community_founded,1860,1860,community was founded by Cantonists in the 1860s,Russian Empire,2109Fl1,SHTETLS,25.58333333,58.36666667
6034,SWL_VLK_VLKV,VILKAVISKIS,Suwalki,Lithuania,jews_arrived,1515,15EX,Jews began settling here in the beginning of the 16th cent.,Russian Empire,5904Vl1,SHTETLS,23.03333333,54.65
6035,KVN_KVN_VLKJ,VILKIJA,Kovno,Lithuania,jews_arrived,1700,17XX,Jews began settling here in the 18th cent.,Russian Empire,1701Vl3,SHTETLS,23.58333333,55.05
6039,VLN_VLN_VLNS,VILNA,Vilnius,Poland,jews_present,1475,14LX,Individual Jews were present sporadically from the late 15th cent.,Russian Empire,0401Vl1,SHTETLS,25.31666667,54.68333333
6045,PDL_VNN_VNNY,VINNITSA,Podolia,Ukraine,first_mention,1532,1532,Jews are first mentioned in 1532,Russian Empire,3204Vn1,SHTETLS,28.48333333,49.23333333
6046,KV_ZVN_VYNH,VINOGRAD,Kiev,Ukraine,jews_present,1700,17XX,A small number of Jews were present in the 18th cent.,Russian Empire,1604Vn1,SHTETLS,30.56666667,49.25
6048,SWL_VLK_VRBL,VIRBALIS,Suwalki,Lithuania,jews_arrived,1600,16XX,Jews began settling here in the 17th cent.,Russian Empire,5904Vr1,SHTETLS,22.81666667,54.63333333
6051,SWL_MRM_VSKR,VISAKIO-RUDA,Suwalki,Lithuania,POP,1923,1923,The J. pop. in 1923 was 80,Russian Empire,5906Rd1,SHTETLS,23.43333333,54.8
6054,VTB_DVN_VSK,VISKI,Vitebsk,Latvia,community_founded,1775,17LX,The community was established at the turn of the 18th cent.,Russian Empire,0504Vy1,SHTETLS,26.78333333,56.05
6057,SWL_VLK_VSTY,VISTYTIS,Suwalki,Lithuania,community_present,1758,1758,By 1758 there was an organized J. community,Russian Empire,5904Vs1,SHTETLS,22.71666667,54.45
6058,VTB_VTB_VTSY,VITEBSK,Vitebsk,Belorussia,first_mention,1551,1551,Jews are first mentioned in 1551,Russian Empire,0501Vt1,SHTETLS,30.2,55.2
6077,PDL_LTC_VLKV,VOLKOVINTSY,Podolia,Ukraine,first_mention,1737,1737,Jews are first mentioned in 1737,Russian Empire,3206Vl1,SHTETLS,27.66666667,49.2
6080,VLH_STR_VLCH,VOLOCHISK,Volhinia,Ukraine,jews_arrived,1700,17XX,Jews arrived in the 18th cent,Russian Empire,0812Vl1,SHTETLS,26.16666667,49.53333333
6081,KV_SKV_VLDR,VOLODARKA,Kiev,Ukraine,POP,1765,1765,Jews numbered 475 in 1765,Russian Empire,1608Vl1,SHTETLS,29.91666667,49.51666667
6082,VLH_ZHT_VLDR,VOLODARSK VOHLINSKII,Volhinia,Ukraine,POP,1897,1897,"The J. pop. in 1897 was 2,018",Russian Empire,0801Gr1,SHTETLS,28.45,50.6
6088,VTB_DRS_VLYN,VOLYNETS,Vitebsk,Belorussia,POP,1897,1897,The J. pop. was 602 in 1897,Russian Empire,0505Vl1,SHTETLS,28.18333333,55.7
6090,PDL_NV_VNKV,VONKOVTSY,Podolia,Ukraine,community_founded,1700,17XX,A J. community was founded in the 18th cent.,Russian Empire,3211Vn1,SHTETLS,27.23333333,49.03333333
6091,VRN_VRN_VRNZ,VORONEZH,Voronezh,Russia,jews_arrived,1815,18EX,Jews probably settled in the early 19th cent.,Russian Empire,0901Vr1,SHTETLS,39.16666667,51.66666667
6093,CHR_GLK_VRNZ,VORONIZH,Chernigov,Ukraine,POP,1939,1939,The J. pop. in 1939 was 96,Russian Empire,4803Vr1,SHTETLS,33.46666667,51.76666667
6094,CHR_STR_VRNK,VORONOK,Chernigov,Russia,jews_arrived,1850,18MX,Jews probably settled in the mid-19th cent.,Russian Empire,4814Vr1,SHTETLS,32.68333333,52.36666667
6095,PDL_BRT_VRNV,VORONOVITSA,Podolia,Ukraine,jews_arrived,1775,17LX,J. settlement commenced in the mid-18th cent.,Russian Empire,3203Vr2,SHTETLS,28.68333333,49.1
6097,EKT_SLV_LHNS,VOROSHILOVGRAD,Yekaterinoslav,Ukraine,jews_arrived,1815,18EX,Jews probably settled in the early 19th cent.,Russian Empire,1308Lg1,SHTETLS,39.33333333,48.56666667
6098,PDL_VNN_VRSH,VOROSHILOVKA,Podolia,Ukraine,jews_arrived,1675,16LX,Jews settled in the late 17th cent.,Russian Empire,3204Vr1,SHTETLS,28.33333333,49.05
6101,SMR_STV_STVR,VOROSHILOVSK (I),Samara,Russia,jews_arrived,1815,18EX,Ashkenazi Jews first settled in the 1830s.,Russian Empire,3607St1,SHTETLS,41.96666667,45.03333333
6103,LVL_VRR_VR,VORU,Livonia,Estonia,community_founded,1860,1860,Cantonists founded the community in the 1860s,Russian Empire,2104Vr1,SHTETLS,27.01666667,57.83333333
6107,KHR_ELZ_VZNS,VOZNESENSK,Kherson,Ukraine,POP,1897,1897,"The J. pop. was 778 in 1860 and 5,931 (total 15,748) in 1897.",Russian Empire,4704Vz1,SHTETLS,31.33333333,47.55
6122,SML_VZM_VYZM,VYAZMA,Smolensk,Russia,jews_present,1700,17XX,J. settlement apparently dates back to the 18th cent.,Russian Empire,4003Vz1,SHTETLS,34.3,55.2
6135,KHR_KHR_VYSK,VYSOKOPOLE,Kherson,Ukraine,jews_arrived,1870,1870,Jews probably joined the original German settlers of the village in the 1870s,Russian Empire,4701Kr3,SHTETLS,33.53333333,47.48333333
6136,KVN_VL'_VYZN,VYZUONOS,Kovno,Lithuania,community_founded,1600,16XX,The J. community began here in the 17th cent. when a wooden synagogue was built,Russian Empire,1702Vz1,SHTETLS,25.5,55.6
6138,POL_PMR_WBZ,WABZEZNO,Pomerania,Poland,community_present,1709,1709,A community of 400 existed in 1709,Congress Poland,,GLC_PRU,18.95,53.28333333
6142,GLC_KRK_WDW,WADOWICE,Cracow,Poland,community_founded,1875,18LX,Residence restrictions delayed the development of a J. community until the 1860s,Galicia,,GLC_PRU,19.48333333,49.88333333
6145,PRU_PZN_WGR,WAGROWIEC,Poznan,Poland,community_present,1775,17LX,J. settlement was banned... until the late 18th cent.,Posen,,GLC_PRU,17.2,52.8
6158,GLC_KRK_WMP,WAMPIERZOW,Cracow,Poland,POP,1921,1921,In 1921 the J. pop. was 101,Galicia,,GLC_PRU,21.26666667,50.3
6162,GLC_LWW_WNW,WANIOWICE,Lwow,Poland,POP,1921,1921,The J. pop. in 1921 was 172,Galicia,,GLC_PRU,23.1,49.48333333
6166,GLC_LWW_WRN,WARENZ,Lwow,Poland,jews_present,1500,15XX,Jews lived there from the 16th cent.,Galicia,,GLC_PRU,24.1,50.51666667
6167,WGLC_WRS_WRK,WARKA,Warsaw,Poland,jews_arrived,1750,17MX,Jews settled in W. in the mid-18th cent.,West Galicia,,GLC_PRU,21.2,51.78333333
6168,VLH_DBN_VRKV,WARKOWICZE,Volhinia,Poland,community_present,1725,1725,A community existed after W. was accorded urban status in 1725,Russian Empire,0803Vr1,SHTETLS,25.96666667,50.46666667
6170,POL_LDZ_WRT,WARTA,Lodz,Poland,community_founded,1515,15EX,founded by Jews from Moravia and other towns in Poland in the first half of the 16th cent.,Congress Poland,,GLC_PRU,18.63333333,51.7
6171,POL_OST_WRT,WARTENBURG,East Prussia,Germany,community_present,1825,1825,There was a small J. community in 1825.,Congress Poland,,GLC_PRU,,
6173,GRD_SKL_WSLK,WASILKOW,Grodno,Poland,jews_arrived,1566,1566,Jews arrived in 1566,Russian Empire,1109Vs1,SHTETLS,23.21666667,53.2
6174,WGLC_KLC_WSN,WASNIOW,Kielce,Poland,jews_arrived,1815,18EX,Jews probably settled in the first half of the 19th cent.,West Galicia,,GLC_PRU,21.21666667,50.9
6177,GLC_TRN_WSY,WASYLKOWCE,Tarnopol,Poland,POP,1921,1921,The J. pop. in 1921 was 141.,Galicia,,GLC_PRU,26.06666667,49.08333333
6184,PRU_OST_WHL,WEHLAU,East Prussia,Germany,POP,1880,1880,The J. pop. was 56 in 1880 and 18 in 192,Ostpreu��,,GLC_PRU,21.21666667,54.61666667
6199,POL_PMR_WJH,WEJHEROWO,Pomerania,Poland,jews_arrived,1812,1812,The first Jews settled in 1812,Congress Poland,,GLC_PRU,18.23333333,54.6
6201,WGLC_LBL_WNG,WENGROW,Lublin,Poland,jews_present,1515,15EX,Jews were present in the first half of the 16th cent.,West Galicia,,GLC_PRU,22.01666667,52.4
6205,VLH_DBN_VRB,WERBA,Volhinia,Poland,POP,1921,1921,The J. pop. in 1921 was 228,Russian Empire,0803Vr2,SHTETLS,25.61666667,50.28333333
6206,GLC_LWW_WRC,WERCHRATA,Lwow,Poland,POP,1921,1921,The J. pop. was 159 in 1921.,Galicia,,GLC_PRU,23.46666667,50.25
6222,VLN_VLK_VYZY,WIAZYN,Vilnius,Poland,jews_present,1600,16XX,Jews were present by the 17th cent.,Russian Empire,0402Vz1,SHTETLS,27.16666667,54.41666667
6224,POL_LDZ_WDW,WIDAWA,Lodz,Poland,jews_present,1764,1764,Forty-three J. families lived here in 1764,Congress Poland,,GLC_PRU,18.95,51.43333333
6225,KVN_NVL_VDZY,WIDZE,Kovno,Poland,jews_arrived,1500,15XX,Jews probably settled in the 16th cent.,Russian Empire,1703Vd1,SHTETLS,26.63333333,55.4
6226,POL_PMR_WCB,WIECBORK,Pomerania,Poland,community_present,1865,1865,The J. community numbered 312 in 1865,Congress Poland,,GLC_PRU,17.49277778,53.35416667
6227,PRU_PZN_WLN,WIELEN NAD NOTECIA,Poznan,Poland,first_mention,1500,15XX,A J. community is first mentioned in the 16th cent.,Posen,,GLC_PRU,16.18333333,52.9
6228,GLC_KRK_WLC,WIELICZKA,Cracow,Poland,first_mention,1300,13XX,Jews were active in the town from the 14th cent.,Galicia,,GLC_PRU,20.06666667,49.98333333
6229,GLC_LWW_WLK,WIELKIE OCZY,Lwow,Poland,jews_arrived,1675,16LX,among the town's first settlers in the late 17th cent.,Galicia,,GLC_PRU,23.15,50.01666667
6230,GLC_KRK_WLP,WIELOPOLE SKRZYNSKIE,Cracow,Poland,jews_arrived,1675,16LX,The first Jews arrived in the late 17th cent.,Galicia,,GLC_PRU,21.61666667,49.95
6231,POL_LDZ_WLU,WIELUN,Lodz,Poland,jews_present,1500,15XX,In the 15th and 16th cents. Jews were involved,Congress Poland,,GLC_PRU,18.55,51.21666667
6233,POL_LDZ_WRU,WIERUSHZOW,Lodz,Poland,jews_arrived,1586,1586,Jews expelled from Wielun settled here in 1586,Congress Poland,,GLC_PRU,18.16666667,51.28333333
