id,name,region,country,modern_country,presence_type,year_code,source,alternative_names,events,notes
5175,SOKOLY,Bialystok,Poland,,jews_arrived,17XX,Jews probably first settled in the 18th cent.,[],[],
5176,SOKUL,Volhynia,Poland,Ukraine,jews_present,17LX,A hundred Jews were living here in the late 18th cent.,[],[],
5177,SOLDIN,Brandenburg,Germany,Poland,first_mention,13EX,Evidence of a J. presence can be found from the first half of the 14th cent.,"[{'lang': 'pol', 'name': 'Myślibórz'}]",[],
5178,SOLEC NAD WISLA,Kielce,Poland,,community_present,16XX,A small J. community existed in the 17th cent.,[],[],
5179,SOLECZNIKI WIELKIE,Vilna,Poland,Belarus,jews_arrived,17XX,Jews may have arrived in the 18th cent.,[],[],
5180,SOLENYE,Kalinin,Russia,,POP,,No presence timing; only later event given,[],[],
5181,SOLIMAN,Grombalia,Tunisia,,jews_arrived,16XX,"settlement probably dates from the 17th cent., when Spanish exiles arrived",[],[],
5182,SOLINGEN,Rhineland,Germany,,jews_arrived,17XX,Continuous J. settlement started in the 18th cent.,[],[],
5183,SOLIVAR,Slovakia,Czechoslovakia,Republic of Slovakia,POP,,The J. pop. was 103 in 1830,[],[],
5184,SOLNECHNOGORSK,Moscow,Russia,,jews_arrived,20EX,the majority apparently arriving after the Oct. 1917 Revolution,[],[],
5185,SOLOBKOVTSY,Kamenets-Podolski,Ukraine,,POP,1765,The J. pop. was 411 in 1765,[],"[{'event': 'pogroms', 'year': '', 'impact': '', 'source': 'Pogroms were staged against the Jews on 23 Nov.'}]",
5186,SOLOTWINA,Stanislawow,Poland,Ukraine,community_present,16XX,The 17th cent. community,[],[],
5187,SOLT,Pest-Pilis-Solt-Kiskun,Hungary,,jews_arrived,18EX,Jews settled in the early 19th cent.,[],"[{'event': 'White Terror attacks', 'year': '1919–1921', 'impact': 'many left', 'source': 'Many left in the wake of the post-WWI White Terror attacks (1919-21)'}]",
5188,SOLTSY,Leningrad,Russia,,jews_arrived,20EX,Jews probably settled in the early 20th cent.,[],[],
5189,SOLTVADKERT,Pest-Pilis-Solt-Kiskun,Hungary,,jews_arrived,17LX,Jews settled in the late 18th cent.,[],[],
5190,SOLY,Vilna,Poland,Belarus,community_present,1847,A community of 245 was present in 1847,[],"[{'event': 'WWI destruction', 'year': '1914–1918', 'impact': '28 Jewish homes destroyed', 'source': 'In WWI, 28 J. homes were destroyed'}]",
5191,SOMBOR,Vojvodina,Yugoslavia,,jews_arrived,17LX,Jews first settled... towards the end of the 18th cent.,[],[],
5192,SOMBORN,Hesse-Nassau,Germany,,jews_present,1707,Jews lived there from 1707,[],"[{'event': 'community established', 'year': '1905', 'impact': 'independent community established; numbered 47', 'source': 'an independent community was not established until 1905. It numbered 47 in 1905'}]",now part of Freigericht
5193,SOMCUTA MARE,N. Transylvania,Rumania,,community_founded,1820X,A J. community was founded in the 1820s,"[{'lang': 'hun', 'name': 'Nagysomkut'}]",[],
5194,SOMERSETA,Latgale,Latvia,,community_founded,19XX,The J. settlement was founded in the 19th cent.,[],"[{'event': 'WWI flight', 'year': '1914–1918', 'impact': 'many fled to the Crimea', 'source': 'Flight to the Crimea in WWI'}]",
5195,SOMMERHAUSEN,Lower Franconia,Germany,,community_present,18MX,A J. community is known from the mid-18th cent.,[],[],
5196,SOMOGYSZIL,Somogy,Hungary,,jews_arrived,17LX,Jews settled in the late 18th cent.,[],"[{'event': 'community organized', 'year': '1810', 'impact': 'community organized; synagogue 1835; school 1860; became Neologist 1869', 'source': 'They organized in 1810, founding a synagogue in 1835 and a J. school in 1860. In 1869... became Neologist'}]",
5197,SOMOTOR,Slovakia,Czechoslovakia,Republic of Slovakia,jews_arrived,18EX,Jews probably settled in the early 18th cent.,[],"[{'event': 'synagogue erected', 'year': '1890', 'impact': '', 'source': 'A synagogue was erected in 1890'}]",
5198,SOMPOLNO,Lodz,Poland,,jews_arrived,18LX,Jews lived there from the late 18th cent.,[],"[{'event': 'residence restrictions', 'year': '1823–1862', 'impact': 'allowed only by special permission', 'source': 'between 1823 and 1862 only by special permission'}]",
5199,SONDERSHAUSEN,Thuringia,Germany,,jews_present,14EX,Jews lived there in the early 14th cent.,[],"[{'event': 'Black Death persecutions', 'year': '1348–1349', 'impact': 'Jews suffered persecution', 'source': 'suffering persecution during the Black Death disturbances of 1348-49'}]",
5200,SONNEBERG,Thuringia,Germany,,jews_arrived,1860X,In the 1860s a few J. traders settled,[],"[{'event': 'community established', 'year': 'c.1900', 'impact': 'community formed by ~65 Jews from town and nearby', 'source': 'Around 1900, 40 Jews... together with 25 Jews from neighboring settlements'}]",
5201,SONTHEIM,Wuerttemberg,Germany,,jews_present,15LX,The permanent settlement dates from the second half of the 15th cent.,[],"[{'event': 'Rindfleisch massacres', 'year': '1298', 'impact': 'early settlement attacked', 'source': 'attacked in the Rindfleisch massacres of 1298'}, {'event': 'attack', 'year': '1304', 'impact': 'attacked again', 'source': 'and again in 1304'}]",
5202,SONTRA,Hesse-Nassau,Germany,,jews_present,1367,Jews first lived there in 1367,[],"[{'event': 'community established', 'year': 'c.1710', 'impact': 'permanent community established', 'source': 'a permanent community was not established until about 1710'}]",
5203,SOPOCKINIE,Bialystok,Poland,,community_founded,18LX,organized community was established in the second half of the 18th cent.,"[{'lang': 'yid', 'name': 'Sopotkin'}]","[{'event': 'WWI flight', 'year': '1914–1918', 'impact': 'many fled', 'source': 'Many fled in WWI'}]",
5204,SOPRON,Sopron,Hungary,,jews_present,13XX,The J. settlement dates from the Middle Ages,[],"[{'event': 'persecutions', 'year': '', 'impact': 'continually persecuted', 'source': 'were continually persecuted'}, {'event': 'expulsion', 'year': '1526', 'impact': 'Jews expelled', 'source': 'After the expulsion of 1526'}, {'event': 'return permitted', 'year': '1740X', 'impact': 'Jews only returned in the 1740s', 'source': 'Jews only returned to... in the 1740s'}]",
5205,SORAU,Brandenburg,Germany,Poland,jews_present,18XX,A permanent J. settlement developed only in the 18th cent.,"[{'lang': 'pol', 'name': 'Zary'}]",[],
5206,SOROCA,Bessarabia,Rumania,Republic of Moldova,jews_arrived,16XX,Jews first settled in the 17th cent.,[],[],
5207,SOROKSAR,Pest-Pilis-Solt-Kiskun,Hungary,,jews_arrived,18LX,Jews settled in the second half of the 19th cent.,[],[],Community organized 1885; school in 1872; most worked in Budapest.
5208,SOSNICA,Lwow,Poland,,POP,1921,The J. pop. was 100 in 1921.,[],[],
5209,SOSNITSA,Chernigov,Ukraine,,jews_arrived,18LX,Jews settled in the late 18th cent.,[],[],"1,842 Jews (of 7,000) in 1897; J. kolkhoz active in 1920s."
5210,SOSNOWICA,Lublin,Poland,,community_present,1897,A J. community of 514 was present in 1897,[],[],Population dropped to ~300 between the World Wars.
5211,SOSNOWIEC,Kielce,Poland,,jews_arrived,1859,The first Jew ... settled in 1859,[],[],"Authorized customs agent; others followed, including Hasidim."
5212,SOUK EL-ARBA,Souk el-Arba,Tunisia,,jews_arrived,18LX,settled ... in the late 19th cent,"[{'lang': 'ara', 'name': 'Jendouba'}]",[],"From Tunis; later joined by Jews from Nabeul, Sousse, Beja, Algeria."
5213,SOUK EL-KHEMIS,Souk el-Khemis,Tunisia,,jews_arrived,1881,in the early days of the French Protectorate (1881),[],[],50 in 1909; 78 (6%) in 1936.
5214,SOULTZ-SOUS-FORETS,Bas-Rhin,France,,community_founded,17XX,A J. community was established in the 18th cent.,[],[],164 members in 1783; 415 in 1865; synagogue inaugurated (date not provided).
5215,SOUSE,Sousse,Tunisia,,jews_present,05XX,settlement possibly dates from the Punic period,[],"[{'event': 'Vandal and Byzantine invasions', 'year': '5th–6th centuries', 'impact': 'settlement destroyed', 'source': 'destroyed in the Vandal and Byzantine invasions of the 5th–6th cents.'}]",A well-established community existed later (date not given).
5216,SOVATA,N. Transylvania,Rumania,,community_present,18LX,An organized J. community existed from the 1890s,"[{'lang': 'hun', 'name': 'Szovata'}]",[],J. pop. in 1930 was 90 (3%).
5217,SOWLINY,Cracow,Poland,,POP,1921,The J. pop. in 1921 was 120,[],[],
5218,SPANDAU,Brandenburg,Germany,,community_present,12XX,There was a J. community from the 13th cent.,[],"[{'event': 'Black Death persecutions', 'year': '1348–1350', 'impact': 'community probably suffered', 'source': 'probably suffered during the Black Death persecutions'}]",Cemetery mentioned 1324; synagogue in 1342.
5219,SPANGENBERG,Hesse-Nassau,Germany,,jews_present,16MX,Jews lived there from the mid-17th cent.,[],[],New synagogue in 1846; 133 (8%) in 1871; post-WWI J. Youth League branch.
5220,SPAS,Stanislawow,Poland,Ukraine,POP,1921,The J. pop. in 1921 was 113.,[],[],
5221,SPAS-DEMENSK,Smolensk,Russia,,jews_arrived,18LX,Jews probably settled at the turn of the 19th cent.,[],[],161 Jews in 1926; 84 in 1939.
5222,SPERMEZEU,N. Transylvania,Rumania,,community_present,18EX,A small J. community existed from the early 19th cent.,"[{'lang': 'hun', 'name': 'Ispanmezo'}]",[],
5223,SPEYER,Palatinate,Germany,,jews_arrived,11EX,"arrived in the 1070s, joined by others fleeing the Mainz riots of 1084",[],[],Invited to live in Altspeyer (truncated source).
5224,SPEZIA,Genoa,Italy,,POP,,"In 1910, there were 60 Jews residing",[],[],
5225,SPISSKA BELA,Slovakia,Czechoslovakia,Republic of Slovakia,jews_arrived,1840,Jews settled after 1840,"[{'lang': 'hun', 'name': 'Szepesbela'}]",[],
5226,SPISSKA NOVA VES,Slovakia,Czechoslovakia,Republic of Slovakia,jews_arrived,19MX,Jews settled in the mid-19th cent.,"[{'lang': 'hun', 'name': 'Iglo'}]",[],
5227,SPISSKA SOBOTA,Slovakia,Czechoslovakia,Republic of Slovakia,POP,,The J. pop. was 104 in 1940,[],[],Post-1930 population only; community under Poprad rabbinate; synagogue and cemetery maintained (truncated).
5228,SPISSKA STARA VES,Slovakia,Czechoslovakia,Republic of Slovakia,jews_arrived,18LX,J. refugees from Galicia settled in the late 18th cent.,"[{'lang': 'hun', 'name': 'Ofalu'}]",[],
5229,SPISSKA VLACHY,Slovakia,Czechoslovakia,Republic of Slovakia,jews_arrived,1848,Jews probably settled in 1848,"[{'lang': 'hun', 'name': 'Szepesolaszi'}]",[],
5230,SPISSKE PODHRADIE,Slovakia,Czechoslovakia,Republic of Slovakia,jews_arrived,1840,Jews first settled in 1840,"[{'lang': 'hun', 'name': 'Szepesvaralja'}]",[],
5231,SPITHENCY,Vinnitsa,Ukraine,,POP,,The J. pop. was 937 in 1897 and 774 in 1926,[],"[{'event': 'pogrom', 'year': '1918', 'impact': '', 'source': 'A pogrom was staged in 1918'}]",
5232,SPLIT,Croatia,Yugoslavia,Republic of Croatia,jews_present,01XX,Jews lived in the region from the second cent.,"[{'lang': 'ita', 'name': 'Spalato'}]",[],Signs of community life later (truncated).
5233,SPRENDLINGEN (I),Mainz-Bingen,Germany,,jews_present,16XX,Jews lived there in the 17th cent.,[],[],One of the largest village communities; numbered 177 in 1861 (truncated).
5234,SPRENDLINGEN (II),Offenbach (now part of Dreieich),Germany,,jews_present,1765,Jews living there from 1765,[],[],Community established in 1831 (truncated).
5235,SPROTTAU,Lower Silesia,Germany,Poland,first_mention,1380,There was a Street of the Jews in 1380,"[{'lang': 'pol', 'name': 'Szprotawa'}]","[{'event': 'expulsion', 'year': '', 'impact': 'no Jews present until early 19th cent.', 'source': 'after being expelled no Jews were present until the early 19th cent.'}]",1825 pop. mentioned (truncated).
5236,SREM,Poznan,Poland,,jews_arrived,15XX,Jews first settled in the 16th cent.,[],[],Quarter especially constructed for them.
5237,SREMSKA MITROVICA,Serbia,Yugoslavia,,community_founded,19XX,A J. community was established in the 19th cent.,[],[],1931 pop. 132; Holocaust deportations (post-1930) mentioned (truncated).
5238,SROCKO,Lodz,Poland,,jews_present,18XX,In the 19th cent. Jews leased land in the village,[],[],
5239,SRODA,Poznan,Poland,,jews_arrived,1793,Jews settled after the Prussian annexation in 1793,[],[],
5240,STACHOW,Polesie,Poland,Belarus,POP,,The J. pop. in 1921 was 140,[],[],
5241,STADEN,Hesse,Germany,,community_founded,17LX,"Established around 1700, the J. community",[],[],
5242,STADSKANAAL,Groningen,Holland,,community_present,1840X,A community developed in the 1840s,[],[],
5243,STADTHAGEN,Schaumburg-Lippe,Germany,,community_founded,1635,"no community existed until about 1635, when daily services were held",[],[],
5244,STADTLENGSFELD,Thuringia,Germany,,jews_arrived,1359,Jews settled in S. around 1359,[],"[{'event': 'Persecution/expulsion', 'year': '', 'impact': 'community disrupted', 'source': 'They were then persecuted and/or expelled'}]",
5245,STADTOLDENDORF,Braunschweig,Germany,,jews_arrived,1810,Jews settled c. 1810 after residing in the area since the 18th cent.,[],[],
5246,STAKLISKES,Alytus,Lithuania,,jews_arrived,17EX,Jews first settled at the beginning of the 18th cent.,"[{'lang': 'yid', 'name': 'Stoklishok'}]",[],
5247,STALINDORF,Dnepropetrovsk,Ukraine,,community_founded,1920X,founded in the 1920s as a J. farm settlement,[],[],
5248,STALINGRAD,Stalingrad,Russia,,jews_arrived,19LX,Jews settled in the late 19th cent.,[],[],
5249,STALINO,Stalino,Ukraine,,jews_arrived,19LX,Jews settled in the late 19th cent. following the opening of coal mines,[],[],
5250,STALLUPOENEN,East Prussia,Germany,Russia,POP,,The J. pop. numbered 57 in 1843; 132 in 1880; and 60 in 1925,"[{'lang': 'rus', 'name': 'Nesterov'}]",[],
5251,STANESTIL DE JOS,Bukovina,Rumania,Ukraine,jews_arrived,19LX,Jews from Galicia and Russia settled in the late 19th cent.,[],[],
5252,STANIN,Lublin,Poland,,POP,,The J. pop. stood at 131 in 1921,[],[],
5253,STANISIC,Vojvodina,Yugoslavia,,community_present,17MX,There was a J. community existing from the mid-18th cent.,[],[],
5254,STANISLAVCHIK,Vinnitsa,Ukraine,Ukraine,POP,18LX,Jews numbered 22 in 1765,[],[],
5255,STANISLAWCZYK,Tarnopol,Poland,Ukraine,community_present,19LX,community grew to 795 or half the pop. in 1880,[],[],
5256,STANISLAWOW (I),Stanislawow,Poland,Ukraine,jews_arrived,1654,Jews arrived with the founding of the town in 1654,"[{'lang': 'ukr', 'name': 'Stanislav'}]",[],
5257,STANISLAWOW (II),Warsaw,Poland,Poland,jews_arrived,16LX,Jews first settled in the late 17th cent.,[],[],
5258,STARA BYSTRICA,Slovakia,Czechoslovakia,Republic of Slovakia,community_founded,17MX,An independent community was founded in the mid-18th cent.,"[{'lang': 'hun', 'name': 'Obeszterce'}]",[],
5259,STARA DALA,Slovakia,Czechoslovakia,Republic of Slovakia,jews_arrived,17EX,Jews apparently settled in the first half of the 18th cent,"[{'lang': 'hun', 'name': 'Ogyalla'}]",[],
5260,STARA KANJIZA,Vojvodina,Yugoslavia,Serbia,jews_arrived,19EX,Jews first settled there in the early 19th cent,[],[],
5261,STARA LUBOVNA,Slovakia,Czechoslovakia,Republic of Slovakia,community_founded,19MX,founded an organized community at mid-cent.,"[{'lang': 'hun', 'name': 'Olublo'}]",[],
5262,STARA MORAVICA,Vojvodina,Yugoslavia,Serbia,jews_present,19XX,Jews first lived there in the 19th cent.,"[{'lang': 'hun', 'name': 'Kossulhfalva'}, {'lang': 'hun', 'name': 'Omoravicza'}]",[],
5263,STARA SOL,Lwow,Poland,Ukraine,jews_present,16EX,Jews were present from the early 17th cent.,[],[],
5264,STARA TURA,Slovakia,Czechoslovakia,Republic of Slovakia,jews_present,17EX,Two J. families from Moravia were present in the 1720s,"[{'lang': 'hun', 'name': 'Otura'}]",[],
5265,STARAYA SINYAVA,Kamenets-Podolski,Ukraine,Ukraine,first_mention,1570,Jews are first mentioned in 1570,[],"[{'event': 'Chmielnicki massacres', 'year': '1648–1649', 'impact': 'community apparently wiped out', 'source': 'community was apparently wiped out in the Chmielnicki massacres of 1'}]",
5266,STARAYA USHITSA,Kamenets-Podolski,Ukraine,Ukraine,POP,18LX,Jews numbered 202 in 1765,[],[],
5267,STARAYIA RUSSA,Leningrad,Russia,Russia,jews_arrived,19MX,Jews probably settled in the mid-19th cent.,[],[],
5268,STARGARD,Pomerania,Germany,Poland,jews_present,1665,Jews were allowed to live and trade in S. after 1665,"[{'lang': 'pol', 'name': 'Stargard Szczeciński'}]",[],
5269,STAROBELSK,Voroshilovgrad,Ukraine,Ukraine,jews_arrived,19XX,Jews settled in the 19th cent.,[],[],
5270,STAROBIN,Minsk,Belorussia,,jews_arrived,17LX,J. settlement probably dates from the turn of the 18th cent.,[],[],
5271,STARODUB,Oriol,Russia,,jews_arrived,16XX,J. settlement apparently commenced in the 17th cent.,[],"[{'event': 'Chmielnicki massacres', 'year': '1648', 'impact': 'many Jews massacred', 'source': 'Cossack troops massacred many Jews in 1648'}, {'event': 'Pogrom', 'year': '1708', 'impact': 'about 50 murdered', 'source': 'in 1708 local residents murdered about 50'}]",
5272,STAROGARD,Pomerania,Poland,,jews_arrived,1772,Jews only settled permanently after the Prussian annexation in 1772,[],[],
5273,STARO-KONSTANTINOV,Kamenets-Podolski,Ukraine,,jews_arrived,15MX,Jews settled in the mid-16th cent.,[],"[{'event': 'Cossack attacks', 'year': '1648', 'impact': 'attacked', 'source': 'They were attacked by the Cossacks in 1648'}, {'event': 'Cossack attacks', 'year': '1651', 'impact': 'attacked', 'source': 'They were attacked by the Cossacks in 1651'}, {'event': 'Cossack attacks', 'year': '1702', 'impact': 'attacked', 'source': 'They were attacked by the Cossacks in 1702'}]",
5274,STAROMINSKAYA,Krasnodar territory,Russia,,POP,,No presence timing; only later events given,[],[],
5275,STAROSELYE,Mogilev,Belorussia,,POP,,The J. pop. was 106 in 1880 and 867 in 1897,[],[],
5276,STARO-ZAKREVSKI MAYDAN,Kamenets-Podolski,Ukraine,,community_founded,1846,founded on state land in 1846 as a J. colony with 62 families,[],[],
5277,STARUNIA,Stanislawow,Poland,Ukraine,POP,,The J. pop. in 1921 was 168,[],[],
5278,STARYE DOROGI,Minsk,Belorussia,,jews_arrived,18LX,Jews probably settled in the late 19th cent.,[],[],
5279,STARYI KRYM,Crimea,Russia,Ukraine,community_present,08XX,A Khazar J. community existed in the ninth cent.,[],[],
5280,STARYI OSKOL,Kursk,Russia,,jews_arrived,19EX,J. settlement probably dates to the early 20th cent.,[],[],
5281,STARY SAMBOR,Lwow,Poland,Ukraine,first_mention,1544,Jews are first mentioned in 1544,"[{'lang': 'yid', 'name': 'Alt Stat'}]",[],
5282,STARY SONCZ,Cracow,Poland,,first_mention,1469,Jews are first mentioned in 1469,[],[],
5283,STASSFURT,Saxony,Germany,,first_mention,1434,Clear evidence of Jews in S. during the Middle Ages dates back to 1434,[],[],
5284,STASZOW,Kielce,Poland,,jews_arrived,1526,Jews settled in 1526,[],"[{'event': 'Expulsion after blood libel', 'year': '1610', 'impact': 'expelled; a number executed', 'source': 'they were expelled and a number executed after a blood libel'}]",
5285,STAUDERNHEIM,Rhineland,Germany,,POP,,The J. pop. was 45 in 1808; 71 in 1858; and 24 in 1932,[],[],
5286,STAVISHCHE,Kiev,Ukraine,,POP,,The J. pop. was 699 in 1765,[],[],
5287,STAWISKI,Bialystok,Poland,,community_founded,16MX,An organized community was formed in the mid-17th cent.,[],[],
5288,STAWISZYN,Kalisz,Poland,,community_founded,18MX,An independent community existed from the mid-19th cent.,[],[],
5289,STEBLEV,Kiev,Ukraine,,jews_present,1775,Eight Jews were present in 1775,[],[],
5290,STEBNIK,Lwow,Poland,Ukraine,jews_present,19LX,Jews lived there from the late 19th cent.,[],[],
5291,STECOWA,Stanislawow,Poland,Ukraine,POP,,The J. pop. in 1921 was 118,[],[],
5292,STEDUM EN LOPPERSUM,Groningen,Holland,,community_founded,1877,This united community was formed in 1877,[],[],included Middelstum
5293,STEENWIJK,Overijssel,Holland,,jews_arrived,16LX,J. settlement began in the late 17th cent.,[],[],
5294,STEFANESTI,Moldavia,Rumania,Republic of Moldova,jews_arrived,16EX,founded around several inns which Jews established here in the early 17th cent.,[],[],
5295,STEINACH AN DER SAALE,Lower Franconia,Germany,,community_founded,16LX,The modern community was founded no later than the second half of the 17th cent.,[],"[{'event': 'Armleder massacres', 'year': '1336', 'impact': 'Jews among the victims', 'source': 'Jews were among the victims of the Armleder massacres of 1336'}]",
5296,STEIN AM KOCHER,Baden,Germany,,jews_arrived,17XX,The first Jews settled during the Thirty Years War (1618-48),[],[],
5297,STEINAU AN DER ODER,Lower Silesia,Germany,Poland,community_present,1861,maintained a synagogue from 1861,"[{'lang': 'pol', 'name': 'Scinawa Mala'}]",[],
5298,STEINBACH A. DONNERSBERG,Palatinate,Germany,,community_present,19MX,The community maintained a synagogue and cemetery (the latter established in 1850),[],[],
5299,STEINBACH A. GLAN,Palatinate,Germany,,community_present,18XX,There was a J. community in the 18th cent.,[],[],
5300,STEINHART,Middle Franconia,Germany,,jews_present,17XX,maintained a presence through the 17th and 18th cents.,[],"[{'event': 'Expulsion', 'year': '1560', 'impact': 'Jews expelled', 'source': 'The Jews were expelled in 1560'}]",
5301,STEINHEIM,Westphalia,Germany,,first_mention,1602,Jews are first mentioned in 1602,[],[],
5302,STENDAL,Saxony,Germany,,community_present,12LX,"By the 1260s, there was already a community.",[],"[{'event': 'Black Death persecutions', 'year': '1348–1349', 'impact': 'community suffered', 'source': 'It suffered during the Black Death persecutions of 1348-49'}, {'event': 'Persecution', 'year': '1446', 'impact': 'community suffered', 'source': 'and in 1446.'}, {'event': 'Expulsion', 'year': '', 'impact': 'expelled together with those from Brandenburg', 'source': 'The Jews were expelled together with those from Brandenbur'}]",
5303,STENZHYCA,Lublin,Poland,,jews_present,1795,J. residence was officially allowed only after the Third Partition of Poland in 1795.,[],[],
5304,STEPAN,Volhynia,Poland,Ukraine,first_mention,1569,Jews are first mentioned in 1569,[],"[{'event': 'Cossack wars', 'year': '17MX', 'impact': 'few Jews remained; later recovery rapid', 'source': 'few remained after the Cossack wars of the mid-17th cent.'}]",
5305,STEPANTSY,Kiev,Ukraine,,jews_present,1765,Twelve Jews were present in 1765.,[],"[{'event': 'Expulsion', 'year': '1882', 'impact': 'all Jews expelled', 'source': 'all were expelled in 1882.'}, {'event': 'Return permitted', 'year': '1903', 'impact': 'numbered 3,389 in 1906', 'source': 'In 1903, they were allowed to return and numbered 3,389 ... in 1906'}]",
5306,STERBFRITZ,Hesse-Nassau,Germany,,community_present,19LX,"The community, numbering 169 ... in 1885",[],[],now part of Sinntal; affiliated with the rabbinate of Hanau
5307,STERDYN,Lublin,Poland,,first_mention,19EX,Jews are first mentioned in the early 19th cent.,[],[],
5308,STERKRADE,Rhineland,Germany,,jews_arrived,1830,Jews first arrived in 1830,[],[],formed a single community with Holten; community comprised residents of several surrounding locales
5309,STERNBERK,Moravia,Czechoslovakia,,POP,19EX,The J. pop. was 128 in 1880,[],"[{'event': 'Expulsion', 'year': '1577', 'impact': 'medieval community ended', 'source': 'The medieval J. community ended in expulsion in 1577.'}]",Sudetenland
5310,STETTIN,Pomerania,Germany,Poland,first_mention,1261,Jews are first mentioned in 1261,"[{'lang': 'pol', 'name': 'Szczecin'}]",[],
5311,STEYR,Upper Austria,Austria,,jews_arrived,13EX,Jews first settled in the beginning of the 14th cent.,[],"[{'event': 'Expulsion after blood libels', 'year': '1420', 'impact': 'Jews expelled', 'source': 'They were expelled in a wave of blood libels in 1420.'}, {'event': 'Return', 'year': '15XX', 'impact': 'Jews returned during the 15th cent.', 'source': 'The Jews returned during'}]",
5312,STIP,Macedonia,Yugoslavia,,jews_present,15XX,Jews lived in S. from the 15th cent.,[],"[{'event': 'Balkan wars', 'year': '1912–1913', 'impact': 'Jews suffered', 'source': 'The Jews suffered during the Balkan wars (1912-13)'}]",
5313,STITNIK,Slovakia,Czechoslovakia,Republic of Slovakia,jews_arrived,1850,Jews settled in the 1850s,"[{'lang': 'hun', 'name': 'Csetnek'}]",[],Status Quo congregation with synagogue and cemetery; population about 300 before WWI
5314,STKACIN,Slovakia,Czechoslovakia,Republic of Slovakia,community_present,1930,The community numbered 137 in 1930,[],[],maintained a synagogue and cemetery
5315,STOBYCHWA,Volhynia,Poland,,POP,19LX,The J. pop. of over 100,[],"[{'event': 'Abandonment during WWI', 'year': '1914–1918', 'impact': 'settlement apparently abandoned permanently', 'source': 'apparently abandoned the settlement permanently during WWI.'}]",
5316,STOCKERAU,Lower Austria,Austria,,jews_present,16LX,Jews were present at the end of the 17th cent.,[],[],engaged in moneylending; synagogue inaugurated in 1903
5317,STOCKSTADT AM RHEIN,Hesse,Germany,,POP,1871,"Numbering 67 ... in 1871, the J. community",[],[],
5318,STOCZEK (I),Bialystok,Poland,,POP,,The J. pop. in 1921 was 112,[],[],
5319,STOCZEK (II),Lublin,Poland,,jews_present,1856,228 Jews were present by 1856,"[{'lang': 'yid', 'name': 'Stok'}]",[],
5320,STOCZEK LUKOWSKI,Lublin,Poland,,jews_present,19LX,settlement grew rapidly in the late 19th cent.,[],[],
5321,STOD,Bohemia,Czechoslovakia,,jews_present,16XX,Jews are known from the 17th cent.,[],[],
5322,STODOLISCHE,Smolensk,Russia,,jews_arrived,19LX,J. settlement probably commenced in the late 19th cent.,[],[],
5323,STOICISZKI,Vilna,Poland,Belarus,jews_arrived,1865,Jews settled in 1865 on estate land,[],[],
5324,STOJANOW,Tarnopol,Poland,Ukraine,jews_arrived,1629,Jews first arrived in 1629,[],[],
5325,STOK,Lublin,Poland,,POP,,The J. pop. was 167 in 1921,[],[],
5326,STOLBERG,Rhineland,Germany,,community_present,19MX,grew only from the middle of the 19th cent.,[],[],
5327,STOLIN,Polesie,Poland,Belarus,jews_arrived,16MX,began to settle around the mid-17th cent.,[],[],
5328,STOLOWICZE,Nowogrodek,Poland,Belarus,jews_arrived,15LX,settled under the auspices of the Radziwills in the late 16th cent.,[],[],
5329,STOLP,Pomerania,Germany,Poland,first_mention,1705,mention of a Jew in S. in 1705,"[{'lang': 'pol', 'name': 'Slupsk'}]",[],
5330,STOLPCE,Nowogrodek,Poland,Belarus,jews_arrived,15LX,settled in the latter 16th cent.,[],"[{'event': 'Blood libel accusation', 'year': '1622', 'impact': '', 'source': 'the Lithuanian Council discussed a blood libel'}]",
5331,STOLZENAU AN DER WESER,Hanover,Germany,,community_present,1700,"Dating from 1700, the community",[],[],
5332,STOMPORKOW,Lodz,Poland,,POP,,In 1906 only three J. families lived here,[],[],
5333,STOPNICA,Kielce,Poland,,first_mention,16MX,first mentioned in the mid-17th cent.,"[{'lang': 'yid', 'name': 'Stavnich'}]",[],
5334,STORNDORF,Hesse,Germany,,community_founded,1750,"The J. community, established in 1750",[],[],
5335,STOROJINETI,Bukovina,Rumania,Ukraine,community_founded,18LX,A J. community was founded in the second half of the 19th cent.,[],[],
5336,STRAKONICE,Bohemia,Czechoslovakia,,first_mention,1499,Jews are first mentioned in 1499,[],"[{'event': 'blood libel persecution', 'year': '1509–1511', 'impact': 'two burned at the stake', 'source': 'two were apparently burned at the stake following a blood libel'}]",
5337,STRALSUND,Pomerania,Germany,,first_mention,1282,Evidence of Jews in S. dates from 1282,[],"[{'event': 'Black Death persecutions', 'year': '1348–1349', 'impact': 'medieval community expelled or murdered', 'source': 'expelled or murdered in the Black Death persecutions of 1348-49'}]",
5338,STRAMTURA,N. Transylvania,Rumania,,community_present,18EX,An organized J. community existed from the early 19th cent.,"[{'lang': 'hun', 'name': 'Szurdok'}, {'lang': 'yid', 'name': 'Strimtere'}]",[],
5339,STRANANY,Slovakia,Czechoslovakia,Republic of Slovakia,POP,,The J. pop. in 1940 was 150,[],[],
5340,STRASBOURG,Bas-Rhin,France,,first_mention,11XX,earliest evidence... dates back to the 12th cent.,"[{'lang': 'ger', 'name': 'Strassburg'}]","[{'event': 'expulsion/fleeing', 'year': '', 'impact': 'Jews fled the town', 'source': 'The Jews fled the town'}]",
5341,STRATYN,Stanislawow,Poland,Ukraine,jews_arrived,16LX,"Jews, mainly from Rohatyn, settled in the second half of the 17th cent.",[],[],
