line_id,code,prov,dist,name,ziv_yearcode,year_code,upper_bound,lower,mid_range,source,note,cen,approx_code
2401,MNS_NVG_DLMT,Minsk,Novogrudok,Dolmatovshchina,,,,,,,,,
2402,MNS_MZY_DRZD,Minsk,Mozyr,Drozdin,,,,,,,,,
2403,MNS_NVG_ERMC,Minsk,Novogrudok,Eremichi,,,,,,,,,
2404,MNS_BRS_GN,Minsk,Borisov,Gaino,,,,,,,,,
2405,MNS_MNS_KMN,Minsk,Minsk,Kamen,,,,,,,,,
2406,MNS_MZY_MLSH,Minsk,Mozyr,Meleshkovichi,,,,,,,,,
2407,MNS_PNS_NBL,Minsk,Pinsk,Nobel,,,,,,,,,
2408,MNS_MZY_RML,Minsk,Mozyr,Romel,,,,,,,,,
2409,MNS_MZY_SKVS,Minsk,Mozyr,Skovshin,,,,,,,,,
2410,MNS_NVG_TSYR,Minsk,Novogrudok,Tsyrin,,,,,,,,,
2411,MGL_MGL_SHPL,Mogilev,Mogilev,Shepelevichi,,,,,,,,,
2412,MSK_MSC_MSKV,Moskva,Moscow,Moskva,,,,,,,,,
2413,NZN_NZH_NZHN,Nizhniy Novgorod,Nizhnii-Novgorod,Nizhnii Novgorod,,,,,,,,,
2414,ORN_CHL_CHLB,Orenburg,Cheliabinsk,Cheliabinsk,,,,,,,,,
2415,ORN_VRK_MGNT,Orenburg,Verkhneuralsk,Magnitka,,,,,,,,,
2416,ORN_ORN_ORNB,Orenburg,Orenburg,Orenburg,,,,,,,,,
2417,PNZ_PNZ_PNZ,Penza,Penza,Penza,,,,,,,,,
2418,PRM_EKT_IKTR,Perm,Ekaterinburg,Iekaterinburg,,,,,,,,,
2419,PRM_PRM_PRM,Perm,Perm,Perm,,,,,,,,,
2420,PTR_BND_GLNG,Piotrkow,Bendin,Golonog,,,,,,,,,
2421,PTR_BND_MDRZ,Piotrkow,Bendin,Modrzheev,,,,,,,,,
2422,PLC_PRS_BRNV,Plock,Prasnysh,Baranovo Podukhovne,,,,,,,,,
2423,PLC_TSK_GLNT,Plock,Tsiekhanov,Glinoetsk,,,,,,,,,
2424,PLC_MLV_KCHB,Plock,Mlava,Kuchbork,,,,,,,,,
2425,POD_LTN_DKVT,Podolia,Litin,Diakovtsy,,,,,,,,,
2426,POD_NVU_DNVT,Podolia,Novaia Ushitsa,Dunaevtsy,,,,,,,,,
2427,POD_LMP_GRYS,Podolia,Lampol,Goryshkovka,,,,,,,,,
2428,POD_GSN_IVNG,Podolia,Gaisin,Ivangorod,,,,,,,,,
2429,POD_BLT_KRTY,Podolia,Balta,Krutye,,,,,,,,,
2430,POD_GSN_KN,Podolia,Gaisin,Kuna,,,,,,,,,
2431,POD_VNN_MZKV,Podolia,Vinnitsa,Miziakov,,,,,,,,,
2432,POD_NVU_OLKH,Podolia,Novaia Ushitsa,Olkhovets,,,,,,,,,
2433,POD_BLT_VYKH,Podolia,Balta,Vykhvatentsy,,,,,,,,,
2434,PLT_PRS_BRZN,Poltava,Pereiaslav,Berezan,,,,,,,,,
2435,PLT_KHR_BLTS,Poltava,Khorol,Bielotserkovka,,,,,,,,,
2436,PLT_GDC_GDCH,Poltava,Gadiach,Gadiach,,,,,,,,,
2437,PLT_ZLT_GLMZ,Poltava,Zolotonosha,Gelmiazov,,,,,,,,,
2438,PLT_LBN_IBLN,Poltava,Lubny,Iablonev,,,,,,,,,
2439,PLT_KBL_KBLK,Poltava,Kobeliaki,Kobeliaki,,,,,,,,,
2440,PLT_KNS_PRSH,Poltava,Konstantinograd,Pereshchepino,,,,,,,,,
2441,PLT_PRS_VRNK,Poltava,Pereiaslav,Voronkov,,,,,,,,,
2442,RDM_RDM_ISTR,Radom,Radom,Iastrzhomb,,,,,,,,,
2443,RDM_OPC_MLNT,Radom,Opoczno,Malenets,,,,,,,,,
2444,RDM_SND_OSK,Radom,Sandomir,Osiek,,,,,,,,,
2445,RDM_RDM_VRZH,Radom,Radom,Verzhbitsa,,,,,,,,,
2446,RZN_RZN_RZN,Ryazan,Riazan,Riazan,,,,,,,,,
2447,SMR_SMR_SMR,Samara,Samara,Samara,,,,,,,,,
2448,SRT_SRT_SRTV,Saratov,Saratov,Saratov,,,,,,,,,
2449,SDL_VLD_OSSV,Siedlce,Vlodava,Ossovo,,,,,,,,,
2450,SDL_VLD_SBBR,Siedlce,Vlodava,Sobibor,,,,,,,,,
2451,SMB_ALT_ALTY,Simbirsk,Alatyr,Alatyr,,,,,,,,,
2452,SMB_SMB_SMBR,Simbirsk,Simbirsk,Simbirsk,,,,,,,,,
2453,SNP_PTR_KRNS,Sankt-Peterburg,Petergof,Kronshtadt,,,,,,,,,
2454,SNP_PTR_ORNN,Sankt-Peterburg,Petergof,Oranienbaum,,,,,,,,,
2455,SWL_MRM_ALKS,Suwalki,Mariampol,Aleksota,,,,,,,,,
2456,SWL_SNY_BRZH,Suwalki,Seiny,Berzhiki,,,,,,,,,
2457,SWL_VLK_BDVT,Suwalki,Volkovyshki,Budvietse,,,,,,,,,
2458,SWL_MRM_GV,Suwalki,Mariampol,Give,,,,,,,,,
2459,SWL_AVG_GLYN,Suwalki,Avgustov,Golynka,,,,,,,,,
2460,SWL_SVL_KLTN,Suwalki,Suvalki,Kaletnik,,,,,,,,,
2461,SWL_SNY_KRSN,Suwalki,Seiny,Krasnopol,,,,,,,,,
2462,SWL_AVG_LPSK,Suwalki,Avgustov,Lipsk,,,,,,,,,
2463,SWL_SNY_LSHK,Suwalki,Seiny,Lishkov,,,,,,,,,
2464,SWL_KLV_LBV,Suwalki,Kalvariia,Liubovo,,,,,,,,,
2465,SWL_MRM_PKN,Suwalki,Mariampol,Pokoine,,,,,,,,,
2466,SWL_AVG_SHTB,Suwalki,Avgustov,Shtabin,,,,,,,,,
2467,SWL_VLD_SDRG,Suwalki,Vladislavov,Sudargi,,,,,,,,,
2468,SWL_MRM_VVRY,Suwalki,Mariampol,Veivery,,,,,,,,,
2469,TRD_MLT_PRSH,Taurida,Melitopol,Prishib,,,,,,,,,
2470,TLA_TLA_TL,Tula,Tula,Tula,,,,,,,,,
2471,UFA_UFA_UF,Ufa,Ufa,Ufa,,,,,,,,,
2472,VLN_VLN_ANTK,Vilna,Vilnius,Antokol,,,,,,,,,
2473,VLN_LDA_BNKN,Vilna,Lida,Beniakoni,,,,,,,,,
2474,VLN_VLN_BZDN,Vilna,Vilnius,Bezdany,,,,,,,,,
2475,VLN_TRK_BRSH,Vilna,Troki,Birshtany,,,,,,,,,
2476,VLN_VLN_CHBS,Vilna,Vilnius,Chabishki,,,,,,,,,
2477,VLN_OSH_GV,Vilna,Oshmiany,Gaviia,,,,,,,,,
2478,VLN_VLN_ISHN,Vilna,Vilnius,Iashuny,,,,,,,,,
2479,VLN_VLN_KRNV,Vilna,Vilnius,Kernovo,,,,,,,,,
2480,VLN_VLN_LBSH,Vilna,Vilnius,Laibishki,,,,,,,,,
2481,VLN_TRK_LNDV,Vilna,Troki,Liandvarovo,,,,,,,,,
2482,VLN_SVN_LYNT,Vilna,Sventsiany,Lyntupy,,,,,,,,,
2483,VLN_TRK_NMNN,Vilna,Troki,Niemaniuny,,,,,,,,,
2484,VLN_SVN_NVSV,Vilna,Sventsiany,Novo-Sventsiany,,,,,,,,,
2485,VLN_VLN_NVVL,Vilna,Vilnius,Novo-Vileisk,,,,,,,,,
2486,VLN_TRK_PN,Vilna,Troki,Puni,,,,,,,,,
2487,VLN_VLN_TSKH,Vilna,Vilnius,Tsekhanovishki,,,,,,,,,
2488,VLN_OSH_YSVC,Vilna,Oshmiany,Yasevichi,,,,,,,,,
2489,VLN_OSH_ZHPR,Vilna,Oshmiany,Zhuprany,,,,,,,,,
2490,VLH_KRM_BRZH,Volhynia,Kremenets,Berezhetsy,,,,,,,,,
2491,VLH_KVL_DTYN,Volhynia,Kovel,Datyn,,,,,,,,,
2492,VLH_KVL_DLSK,Volhynia,Kovel,Dolsk,,,,,,,,,
2493,VLH_LTS_DRDY,Volhynia,Lutsk,Dradysk,,,,,,,,,
2494,VLH_LTS_GRDT,Volhynia,Lutsk,Gorodets,,,,,,,,,
2495,VLH_OVR_KSVR,Volhynia,Ovruch,Ksaverov,,,,,,,,,
2496,VLH_ZHT_LVKV,Volhynia,Zhitomir,Levkov,,,,,,,,,
2497,VLH_LTS_LSHN,Volhynia,Lutsk,Lishnevka,,,,,,,,,
2498,VLH_RVN_MZHR_2,Volhynia,Rovno,Mezherich,,,,,,,,,
2499,VLH_KRM_NVYA,Volhynia,Kremenets,Novyi Aleksinets,,,,,,,,,
2500,VLH_STR_OZHG,Volhynia,Starokonstantinov,Ozhigovtsy,,,,,,,,,
2501,VLH_KVL_PVRS,Volhynia,Kovel,Povursk,,,,,,,,,
2502,VLH_OVR_TTRN,Volhynia,Ovruch,Tatarnovichi,,,,,,,,,
2503,VLH_OVR_VYST,Volhynia,Ovruch,Vystupovichi,,,,,,,,,
2504,WRS_GST_GMBN,Warszawa,Gostynin,Gombin,,,,,,,,,
2505,WRS_WRS_GRKH,Warszawa,Warszawa,Grokhov II,,,,,,,,,
2506,WRS_PLN_KCHR,Warszawa,Plonsk,Kuchary,,,,,,,,,
2507,WRS_WRS_PRG,Warszawa,Warszawa,Praga,,,,,,,,,
2508,EKT_NVM_IGRN,Ekaterinoslav,Novomoskovsk,Igren,,,,,,,,,
2509,LBL_KHL_KHLM,Lublin,Kholm,Kholm,11EX,11EX,1150,1100,1125,,,1100,EX
2510,WRS_VLT_VLTS,Warszawa,Vlotslavsk,Vlotslavek,15EX,15EX,1550,1500,1525,,תנועה ציונית פעילה,1500,EX
2511,CRN_MGL_PCHP,Chernigov,Mglin,Pochep,16EX,16EX,1650,1600,1625,,,1600,EX
2512,KLS_VLN_DZLS_2,Kalisz,Veliun,Dzialoshin,16EX,16EX,1650,1600,1625,,,1600,EX
2513,PTR_LDZ_TSHN,Piotrkow,Lodz,Tushin,16EX,16EX,1650,1600,1625,,,1600,EX
2514,SWL_KLV_URDM,Suwalki,Kalvariia,Urdomin,17EX,17EX,1750,1700,1725,,,1700,EX
2515,KHR_KHR_PKTL,Kharkov,Kharkov,Pokotilovka,17LX,17LX,1800,1775,1775,,,1700,LX
2516,VLH_NVG_RGCH,Volhynia,Novograd-Volynskii,Rogachev,17LX,17LX,1800,1775,1775,,,1700,LX
2517,KLS_SLP_ZGRV,Kalisz,Sluptsy,Zagurov,18EX,18EX,1850,1800,1825,,,1800,EX
2518,SWL_VLD_KRK,Suwalki,Vladislavov,Kriuki,18EX,18EX,1850,1800,1825,,,1800,EX
2519,BSS_SRK_ZGRT,Bessarabia,Soroki,Zguritse,,,,,,,,,
2520,CRL_GLD_GLDN,Courland,Goldingen,Goldingen,,,,,,,,,
2521,CRL_GRB_LBV,Courland,Grobin,Libava,,,,,,,,,
2522,CRL_MTV_MTV,Courland,Mitava,Mitava,,,,,,,,,
2523,CRL_VND_PLTN,Courland,Vindava,Pilten,,,,,,,,,
2524,CRL_BSK_SHNB,Courland,Bausk,Shenberg,,,,,,,,,
2525,EST_VZN_VZNB,Estland,Vezenberg,Vezenberg,,,,,,,,,
2526,GRD_KBR_ANTP,Grodno,Kobrin,Antopol,,,,,,,,,
2527,GRD_PRZ_BRZ,Grodno,Pruzhany,Bereza,,,,,,,,,
2528,GRD_BLS_BRNS,Grodno,Bielsk,Briansk,,14XX,,1400,1450,"Jews lived in B. in the 15th cent.but their residencewasbannedin the following centuries and only renewedin the late 19th cent.A burial society (hevra kaddisha) was founded in 1877 and a talmud torah was active. In 1897,",,1400,XX
2529,GRD_SLN_BYTN,Grodno,Slonim,Byten,,,,,,,,,
2530,GRD_SLN_DRCH,Grodno,Slonim,Derechin,,,,,,,,,
2531,GRD_KBR_DYVN,Grodno,Kobrin,Dyvin,,,,,,,,,
2532,GRD_BLST_ISNV,Grodno,Bielostok,Iasenovka,,,,,,,,,
2533,GRD_BRS_KMNT,Grodno,Brest-Litovsk,Kamenets-Litovsk,,,,,,,,,
2534,GRD_KBR_KHMS,Grodno,Kobrin,Khomsk,,,,,,,,,
2535,GRD_BLS_KLSH,Grodno,Bielsk,Kleshcheli,,,,,,,,,
2536,GRD_SKL_KRTS,Grodno,Sokolki,Koritsyn,,,,,,,,,
2537,GRD_GRD_KRNK,Grodno,Grodno,Krinki,,,,,,,,,
2538,GRD_SKL_KZNT,Grodno,Sokolki,Kuznitsa,,,,,,,,,
2539,GRD_BLS_LKPR,Grodno,Bielsk,Loiki predmeste mestechka Sem,,,,,,,,,
2540,GRD_VLK_LYSK,Grodno,Volkovysk,Lyskovo,,,,,,,,,
2541,GRD_BRS_MLRY,Grodno,Brest-Litovsk,Maloryto,,,,,,,,,
2542,GRD_BRS_MLCH,Grodno,Brest-Litovsk,Mileichitsy,,,,,,,,,
2543,GRD_SKL_SKHV,Grodno,Sokolki,Sukhovolia,,,,,,,,,
2544,GRD_BLST_TRST,Grodno,Bielostok,Trostiany,,,,,,,,,
2545,GRD_BRS_VLCH,Grodno,Brest-Litovsk,Volchin,,,,,,,,,
2546,GRD_BRS_ZMC,Grodno,Brest-Litovsk,Zamosc predmeste Kamenets-L,,,,,,,,,
2547,KLS_SRD_BRZH,Kalisz,Sieradz,Burzhenin,,,,,,,,,
2548,KHR_IZM_KRMT,Kharkov,Izium,Kramatorovka,,,,,,,,,
2549,KHR_ODS_BLYK,Kherson,Odessa,Buialyk Bolshoi,,,,,,,,,
2550,KHR_ANN_SVTT,Kherson,Ananev,Sviato-Troitskoe,,,,,,,,,
2551,KLC_PNC_KZMR_2,Kielce,Pinchov,Kazimerzha Velka,,,,,,,,,
2552,KVN_NVL_ANTL,Kovno,Novoaleksandrovsk,Antolenty,,,,,,,,,
2553,KVN_SHV_NVZH,Kovno,Shavli,Novo-Zhagory,,,,,,,,,
2554,KVN_SHV_OKMN,Kovno,Shavli,Okmiany,,,,,,,,,
2555,KVN_NVL_OPS,Kovno,Novoaleksandrovsk,Opsa,,1790,1790,1790,1790,"Jews are first mentioned in 1790. In 1921 they numbered 334 (total 714). Between the World Wars, Hehalutz and Betar groups were active with many of their pioneers leaving for Palestine. Under Soviet rule (Sept",,1700,
2556,KVN_PNV_PSHL,Kovno,Poneviezh,Pusholaty,,,,,,,,,
2557,KVN_SHV_SHVK_2,Kovno,Shavli,Shavkuty,,,,,,,,,
2558,KVN_KVN_ZHMY,Kovno,Kovno,Zheimy,,,,,,,,,
2559,LMZ_KLN_EDVB,Lomza,Kolno,Edvbno,,,,,,,,,
2560,LBL_INV_KHRZ,Lublin,Ianov,Khrzhanov,,,,,,,,,
2561,LBL_BLG_KRTV,Lublin,Bielgorai,Kretov,,,,,,,,,
2562,LBL_LBL_TRVN,Lublin,Lublin,Travniki,,,,,,,,,
2563,MNS_NVG_GRD,Minsk,Novogrudok,Gorodeia,,,,,,,,,
2564,MNS_PNS_LBSH,Minsk,Pinsk,Liubishov,,,,,,,,,
2565,MNS_NVG_NVMY,Minsk,Novogrudok,Novaia Mysh,,,,,,,,,
2566,MNS_SLT_PGST,Minsk,Slutsk,Pogost,,,,,,,,,
2567,MNS_BRS_SLLV,Minsk,Borisov,Selolevichi,,,,,,,,,
2568,MNS_BBR_UGRC,Minsk,Bobruisk,Ugarichi,,,,,,,,,
2569,PTR_BRZ_EZHV,Piotrkow,Breziny,Ezhov,,,,,,,,,
2570,PTR_LDZ_KNST_2,Piotrkow,Lodz,Konstantinov,,,,,,,,,
2571,PTR_CHN_KRZH,Piotrkow,Chenstokhov,Krzhepitse,,,,,,,,,
2572,PTR_CHN_OLSH,Piotrkow,Chenstokhov,Olshtyn,,,,,,,,,
2573,PTR_PTR_RSPR,Piotrkow,Petrokov,Rosprzha,,,,,,,,,
2574,PTR_BND_SSNV,Piotrkow,Bendin,Sosnovitse,1859,1859,1859,1859,1859,,,1800,
2575,PLC_PRS_KHRZ,Plock,Prasnysh,Khorzheva,,,,,,,,,
2576,PLC_MLV_STRZ_2,Plock,Mlava,Strzhegovo,,,,,,,,,
2577,PLT_LKH_CHRP,Poltava,Lokhvitsa,Cherpukhi,,,,,,,,,
2578,RDM_RDM_EDLN,Radom,Radom,Edlinsk,,,,,,,,,
2579,RDM_RDM_GLNT,Radom,Radom,Glinitse,,,,,,,,,
2580,RDM_OPT_TSML,Radom,Opatov,Tsmelev,,,,,,,,,
2581,RDM_ILZ_VVKH,Radom,Ilza,Vovkhotsk,,,,,,,,,
2582,SWL_MRM_SPZH,Suwalki,Mariampol,Sapezhishki,,,,,,,,,
2583,VLN_VLN_BGSL,Vilna,Vilnius,Boguslavishki,,,,,,,,,
2584,VLN_VLK_BDSL,Vilna,Vileika,Budslav,,,,,,,,,
2585,VLN_OSH_DZVN,Vilna,Oshmiany,Dzevenishki,,,,,,,,,
2586,VLN_DSN_IDY,Vilna,Disna,Iody,,,,,,,,,
2587,VLN_SVN_LYNG,Vilna,Sventsiany,Lyngmiany s derevnei Lyngmiany,,,,,,,,,
2588,VLN_TRK_OLT,Vilna,Troki,Olita,,,,,,,,,
2589,VLN_SVN_PDBR,Vilna,Sventsiany,Podbrodze,,,,,,,,,
2590,VLH_NVG_NVCH,Volhynia,Novograd-Volynskii,Novaia Chartoriia,,,,,,,,,
2591,WRS_GST_KRNZ_2,Warszawa,Gostynin,Kernozia,,,,,,,,,
2592,WRS_SKR_SKRN_2,Warszawa,Skernevitsy,Skernevka Novaia i Novaia ulit,,,,,,,,,
2593,,,,Kalvariskie snipishki,,,,,,,,,
2594,SDL_WGR_KMTS,Siedlce,Wegrow,Kametsshyk,,,,,,,,,
2595,BSS_BLT_PRLT,Bessarabia,Bieltsy,Pirlita,,18LX,1900,1875,1875,"The settlement was founded mainly by Jews in the late 19th cent. The J. pop. in 1930 was 1,064. The majority traded in furs and grain. On 7 July 1941 P. was captured from the Sovi",,1800,LX
2596,BSS_SRK_STFN,Bessarabia,Soroki,Stefanesti,,16EX,1650,1600,1625,"S. was founded around several inns which Jews established here in the early 17th cent. In 1886, the 2,886 Jews constituted 77% of the pop. and maintained three synagogues. The majority tr",,1600,EX
2597,BSS_SRK_VDLR,Bessarabia,Soroki,Vadul Rascov,,1812,1812,1812,1812,"Jews settled after the Russian conquest of 1812 and grew tobacco and traded in hides and furs. In 1930 the J. pop. was 1,958. The majority of the J. pop. fled to the Russian si",,1800,
2598,BSS_SRK_ZGRT,Bessarabia,Soroki,Zgurita,,1853,1853,1853,1853,"This J. settlement was founded in 1853. In 1930 the J. pop. was 2,541. On 3 July 1941 the Jews were deported to Transnistria and then moved from place to place, almost all dying or being killed",,1800,
2599,BKV_BTS_STFN,Bukovina,Botoşani,Stefanesti,,16EX,1650,1600,1625,"S. was founded around several inns which Jews established here in the early 17th cent. In 1886, the 2,886 Jews constituted 77% of the pop. and maintained three synagogues. The majority tr",,1600,EX
2600,BKV_BTS_SLT(,Bukovina,Botoşani,Sulita (I),,1941,1941,1941,1941,"In 1941, the J. community, numbering some 30 families, was transferred to Campulung and then to Transnistria. Few survived.",,1900,
2601,BKV_CZR_CHRN,Bukovina,Czernowitz,Chernivtsi,,1408,1408,1408,1408,dates from 1408. Jews were physically abused during riots in 1648-49. In the Turko-Russian war in the late 17th cent. the synagogue was b,,1400,
2602,BKV_DRH_RDT,Bukovina,Dorohoi,Radauti,,17LX,1800,1775,1775,"Jews settled in the late 18th cent. and became known throughout Austria for the production of alcoholic beverages and beer. In 1880 the J. pop. was 3,452. During the 19th cent. the Hasidim and the Orthodox s",,1700,LX
2603,BKV_GRH_GRHM,Bukovina,Gurahumora,Gura Humorului,,1835,1835,1835,1835,The first Jews who settled in 1835 provided supplies for the Austrian military forces encamped there. Jews were artisans and engaged in the lumber industry. All theJewsofG. wereWiznitzerHasidim. Zionist activity bega,,1800,
2604,BKV_GRH_ILSS,Bukovina,Gurahumora,Ilisesti,,18MX,1875,1850,1850,Jews first settled in the mid-19th cent. All were Hasidim of the Vizhnitz and Sadagora sects. The J. pop. in 1930 was 191. In 1940 the J. pop. was transferred to Suceava and Gura Humorului. After war broke out betweenRuman,,1800,MX
2605,BKV_KMP_VTR-,Bukovina,Kimpolung,Vatra-Moldovitei,,18MX,1875,1850,1850,"Jews settled in the mid-19th cent. In 1930 the J. pop. was 136. In Sept. 1940, the J. pop. was forced to move to Gura-Humorului and Campulung. In Oct. 1941 the Jews were deported to Transnistria. Almost all perishe",,1800,MX
2606,BKV_KMP_VM(I,Bukovina,Kimpolung,Vama (Ii),,18LX,1900,1850,1875,Jews settled in the late 19 cen,,1900,LX
2607,BKV_KMP_STLP,Bukovina,Kimpolung,Stulpicani,,1910,1910,1910,1910,"The Jews numbered 609 in 1910 but only 151 in 1930. In June 1941, the J. pop. was transferred to Gura-Humorului and in Oct. deported to Transnistria. Few survived.",,1900,
2608,BKV_KMP_VTRD,Bukovina,Kimpolung,Vatra Dornei,,16XX,1700,1600,1650,Jews first settled in the 17th cent. and monopolized the lumber trade. They also helped develop V. as a vacation and health resort. Zionist activity began in 1900. A J. school was opened prior to WWI where Hebrew was t,,1600,XX
2609,BKV_KMP_CMPL,Bukovina,Kimpolung,Campulung Moldovenesc,,17MX,1775,1750,1750,"Jews settled in the mid-18th cent. Under Austrian rule, they dominated the lumber industry and owned several vacation hostels in the area. Branches of the Zionist youth movements were founded after WWI. The J.",,1700,MX
2610,BKV_KMP_FRSN,Bukovina,Kimpolung,Frasin,,18MX,1875,1850,1850,"Jews settled in the mid-19th cent. The J. pop. in 1930 was 156. Most Jews engaged in commerce. In Sept. 1940, the J. pop. was transferred to Gura-Humorului and in 1941 to Transnistria.",,1800,MX
2611,BKV_KMP_BCS,Bukovina,Kimpolung,Bucsoaia,,1941,1941,1941,1941,In 1941 the 12 J. families were transferred to Frasin and shared the fate of the Jews there.,,1900,
2612,BKV_KMP_CRLB,Bukovina,Kimpolung,Cirlibaba,,1930,1930,1930,1930,"TheJ.pop. in 1930 was 154.TherewasZionist activity betweenthe World Wars.In 1942,the youngmen were drafted into labor battalions in the Ukraine. In spring 1944, the J. pop. was deported to Auschwitz.",,1900,
2613,BKV_KMP_BRZ,Bukovina,Kimpolung,Breaza,,18LX,1900,1875,1875,"Jews first settled in the late 19th cent. The J. pop. in 1930 was 140. The Iron Guard confiscated J. shops and factories and incited the local pop. against the Jews. In 1940, the J. pop. was transferred to the Campulung ghet",,1800,LX
2614,BKV_KMP_MLDV,Bukovina,Kimpolung,Moldovita,,1930,1930,1930,1930,"An independent community was founded in 1930 when 436 Jews lived there. In Nov. 1940, the J. pop. fled to Gura-Humorului and in fall 1941 was deported to Transnistria. About a third returned after the war.",,1900,
2615,BKV_KTZ_CNC,Bukovina,Kotzman,Cincau,,1930,1930,1930,1930,"The Jews of C. were a branch of the Zastavna community. The J. pop. in 1930 was 58. In June 1941 the Jews were transferred to Ocna, where most died. The rest were deported to Transnistria.",,1900,
2616,BKV_KTZ_KTSM,Bukovina,Kotzman,Kitsman,,18LX,1900,1875,1875,"J. community existed in the late 19th cent. The J. pop. in 1930 was 647. From 1926 to 1936, R. Barukh Hager of the Vizhnitz hasidic dynasty served as rabb",,1800,LX
2617,BKV_KTZ_DVYD,Bukovina,Kotzman,Davydivtsi,,18XX,1900,1800,1850,"Jews settled in the 19th cent. The J. pop. in 1930 was 48.In July 1941,the J.pop was deportedto Transnistria. Few survived.",,1800,XX
2618,BKV_KTZ_ZSTV,Bukovina,Kotzman,Zastavna,,1891,1891,1891,1891,"The J. community received official recognition in 1891. At the outbreak of WWI, most of the Jews fled to Austria, returning at the end of the war. Zionist activity began in 1904. The J. pop. was 629 in 1930",,1800,
2619,BKV_KTZ_TVTR,Bukovina,Kotzman,Tovtry,,1930,1930,1930,1930,"In 1930 the J. pop. was 80. In 1941, the Jews were transferred to Ocna and almost all were killed there. The survivors were deported to Transnistria.",,1900,
2620,BKV_KTZ_DRSH,Bukovina,Kotzman,Doroshivtsi,,1930,1930,1930,1930,"The Jews were attached to the Zastavna community and prayed in the Vasilau synagogue. The J. pop. in 1930 was 58. In June 1941 the Jews were transferred to Ocna, where most died. The rest were deported to Transnistria. Fe",,1900,
2621,BKV_KTZ_VSYL,Bukovina,Kotzman,Vasyliv,,18LX,1900,1875,1875,"A J. community existed in the late 19th cent. The J. pop. in 1930 was 231. The Zionist were active between the World Wars. In 1941, the J. pop. was transferred to Ocna-Bucovinei and shared the fate of the local Jews and ot",,1800,LX
2622,BKV_UNK_PLSC,Bukovina,Unknown,Plosca,,18LX,1900,1875,1875,"Jews settled in the late 19th cent. The J. pop. in 1930 was 99. In fall 1941, the J. pop. was deported to Transnistria, where most perished.",,1800,LX
2623,BKV_UNK_STNS,Bukovina,Unknown,Stanestil De Jos,,18LX,1890,1850,1875,Jews from Galicia and Russia settled in the late 19th cent. The J. pop. in 1890 was 909 (30% of the total). Jews had a monopoly on trade in alcohol and tobacco. They were persecuted by the invading R,,1900,LX
2624,BKV_UNK_CMNS,Bukovina,Unknown,Comanesti,,1930,1930,1930,1930,"The Jews suffered antisemitic attacks between the World Wars. The J. pop. in 1930 was 121. In July 1940, a number of Jews werekilled by Rumanian soldiers andmost of the J.pop. fled to other towns in Bukovina, where they s",,1900,
2625,BKV_UNK_BNT,Bukovina,Unknown,Baineti,,1930,1930,1930,1930,The Jews were attached to the Siret community and had no independent institutions. The J. pop. in 1930 was 23. In 1941 the J. pop. was force-marched to Suceava and transferred to the Calafat and Craiova inter,,1900,
2626,BKV_UNK_MRNC,Bukovina,Unknown,Mareniceni,,1930,1930,1930,1930,"The Jews belonged to the Vijnita community and had no independent institutions. The J. pop. in 1930 was 15-20 families. In June 1941, ten J. families were murdered by Ukrainians and the rest deported to Tr",,1900,
2627,BKV_UNK_BRZ,Bukovina,Unknown,Breaza,,18LX,1900,1875,1875,"Jews first settled in the late 19th cent. The J. pop. in 1930 was 140. The Iron Guard confiscated J. shops and factories and incited the local pop. against the Jews. In 1940, the J. pop. was transferred to the Campulung ghet",,1800,LX
2628,BKV_RDT_BRDN,Bukovina,Radautz,Brodina,,19EX,1930,1900,1915,"Jews settled in the early 20th cent. The J. pop. in 1930 was 231. In 1940, the Jews were transferred to Suceava and in Oct. 1941 deported to Transnistria.Few survived.",,1900,EX
2629,BKV_RDT_RDT,Bukovina,Radautz,Radauti,,17LX,1800,1775,1775,"Jews settled in the late 18th cent. and became known throughout Austria for the production of alcoholic beverages and beer. In 1880 the J. pop. was 3,452. During the 19th cent. the Hasidim and the Orthodox s",,1700,LX
2630,BKV_RDT_SLYT,Bukovina,Radautz,Selyatin,,18MX,1875,1850,1850,"Jews settled in the mid-19th cent. The J. pop. in 1930 was 736 (18% of the total). Antisemitism was widespread in the 1930s. In June 1940, Jews were exiled by the Soviets to Siberia and none returned. After t",,1800,MX
2631,BKV_RDT_VCVD,Bukovina,Radautz,Vicovu De Sus,,1782,1782,1782,1782,"There were 42 Jews here in 1782. The J. pop. in 1930 was 334. The Zionists were active between the World Wars. In 1940, Rumanian soldiers transferred much of the J. pop. to Suceava and then to Bacua and other towns.",,1700,
2632,BKV_SDG_BYNY,Bukovina,Sadagora,Boyany,,1860,1860,1860,1860,"Jews were granted permission to settle in 1860. R. Yitzhak Friedmann of Sadagora set up his hasidic court in 1886. In 1914, Russian troops burned the J. quarter and the majority of the 2,573 Jews left. The J. p",,1800,
2633,BKV_SDG_SDHR,Bukovina,Sadagora,Sadhora,,1770,1770,1770,1770,"In 1770, Jews working in the Russian coin minting plant were among the founders of S. In 1774 the Austrians called on Jews to build barracks for the soldiers, but later forced",,1700,
2634,BKV_SRT_ZMST,Bukovina,Sereth,Zamostea,,18LX,1900,1875,1875,"A J. community existed in the late 19th cent. The J. pop. in 1930 was 129. In June 1941, the J. pop. was transferred to Storojineti and in Oct. 1941 the Jews were deported to Transnistria. Only 20 returned a",,1800,LX
