line_id,code,jg_id,index_sht,prov,dist,name,presence_type,year_code,upper_bound,lower_bound,mid_range,source,ziv_yearcode,note,lon,lat,area,enc_name,enc_page,entry_source,geom_source
1961,GLC_CRC_TRZB,-533363,,Galicia,Chrzanow,Trzebinia,jews_arrived,16LX,1700,1675,1675,"Jews first settled in the late 17th cent. The community expanded with the development of mines and other industries in the second half of the 19th cent., reaching a pop. of 634 in 1880 and 915 (total 1,31",,,19.48333333,50.16666667,Galicia,TRZEBINIA,1337,Shn,manual
1962,TRD_ALS_ALSH,-1056817,4103Al1,Taurida,Aleshki,Aleshki,jews_arrived,18EX,1850,1800,1825,"Jews settled in the early 19th cent. and numbered 744 (total 8,000-9,000) in 1897. In 1939, under the Soviets, 472 remained. On 10 Oct. 1941, a month after capturing the city, the Germans mu",18EX,,32.71666667,46.61666667,Pale,TSURIUPINSK,1338,Ziv,jg
1963,PRU_WST_TCHL,-533487,,Preussen,Tuchola,Tuchel,jews_arrived,1772,1772,1772,1772,"Jews settled after the annexation to Prussia in 1772 and contributed significantly to the development of the town, trading in grain, lumber, and hides. The J. pop. rose to 959 (total 2,764) in 1876 and then declined t",,,17.85,53.58333333,Prussia,TUCHOLA,1338,Shn,jg
1964,GLC_CRC_TCHW,-533498,,Galicia,Tarnow,Tuchów,community_present,1865,1865,1865,1865,"Residence restrictions severely limited J. settlement until 1865, the J. pop. reaching a peak of 455 (total 2,667) in 1910. When all but 40 Jews fled with the Austrian army at the outset of WWI, the community was left imp",,,21.06666667,49.9,Galicia,TUCHOW,1338,Shn,jg
1965,VLH_RVN_TCHN,-1056828,0811Tc1,Volhynia,Rovno,Tuchin,jews_arrived,16EX,1650,1600,1625,"Jews probably arrived in the early 17th cent. and numbered 2,535 (total 3,753) in 1897. There were five synagogues in the community, two of which belonged to Turzysk Hasidim. Ten yearly fairs, some light",16EX,,26.56666667,50.7,Pale,TUCZYN,1338,Ziv,jg
1966,CRL_TKK_TKKM,-3213646,1909Tk1,Courland,Tukkum,Tukkum,jews_arrived,1795,1795,1795,1795,"Jews began arriving from the surrounding villages after the commencement of Russian rule in 1795 and constituted half the town's pop. by the mid-19th cent., growing to 2,858 in 1881 and 5,500 in 1910. A fire i",1796,,23.15,56.95,Mainland Russia,TUKUMS,1339,Ziv,jg
1967,POD_BRT_TLCH,-1056838,3203Tl1,Podolia,Bratslav,Tulchin,first_mention,1648,1648,1648,1648,"Jews are first mentioned as victims of the Chmielnicki massacres of 1648-49, when 1,500 of the 2,000 living there were killed. Their pop. was 452 1n 1765 and 10,055 in 1897 (total 16,245). In the late 19th cent., the",15LX,,28.86666667,48.68333333,Pale,TULCHIN,1340,Ziv,jg
1968,KLS_KNN_TLSZ,-533529,,Kalisz,Konin,Tuliszków,jews_arrived,18EX,1850,1800,1825,"Jews first settled early in the 19th cent. The J. pop. in 1897 was 200 (11% of the total). In Dec. 1939, a Judenrat was established and the next month the Jews were ghettoized. In Oct. 1941, the inhabitants of the ghetto",,,18.3,52.08333333,Congress Poland,TULISZKOW,,Shn,jg
1969,KLS_TRK_TRK,-533571,,Kalisz,Turek,Turek,jews_present,18XX,1900,1800,1850,"Jews lived there from the 19th cent. The J. pops in 1897 wasi2,0725(257 of the total). In the 1920s, 138 textile workshops were owned by Jews. Zionist activity began in 1912 and the Bund was active. In Nov. 1939, the Germans",,,18.5,52.03333333,Congress Poland,TUREK,130,Shn,jg
1970,GLC_LWW_TRK,-1056894,,Galicia,Turka,Turka,jews_arrived,1729,1729,1729,1729,"Jews arrived in 1729 when T. received the status of a proprietary town. Real development occurred with the coming of the railroad in the early 20th cent. The J. pop., which doubled from an 1880 figure of 2,368",,,23.03333333,49.15,Galicia,TURKA,1349,Shn,jg
1971,LBL_KRS_TRBN,-533595,,Lublin,Krasnystaw,Turobin,jews_arrived,15LX,1600,1575,1575,"Jews may have settled in the late 16th cent. Subsequently granted liberal privileges to build houses and to engage in unrestricted trade by the town's proprietor, they made a name for themselves as furriers. An organized",,,22.73333333,50.83333333,Congress Poland,TUROBIN,241,Shn,jg
1972,MNS_MZY_TRV,-1950797,2205Tr1,Minsk,Mozyr,Turov,community_present,1623,1623,1623,1623,"In 1623 the Jews of T. were under the jurisdiction of the Pinsk community. In 1765 their pop. was 316, rising to 2,253 (total 4,290) in 1897. In a 1920 pogrom staged by the Balakhovich brigade, 71 Jews from T. and its",1623,,27.73333333,52.06666667,Pale,TUROV,1350,Ziv,jg
1973,,,,,,Turza Wielka,POP,1921,1921,1921,1921,The J. pop. in 1921 was 201. The Jews were expelled to Bolechow for liquidation in Aug. 1942.,,,,,,TURZA WIELKA,135,Shn,none
1974,MNS_NVG_TRTS,-1950781,2206Tr1,Minsk,Novogrudok,Turets,community_present,15MX,1575,1550,1550,"A J. community is known from the mid-16th cent. The J. pop. numbered 737 (total 1,616) in 1897, dropping to around 500 between the World Wars as a result of emigration. The Germans captured T. on 27 Jun",15MX,,26.31666667,53.51666667,Pale,TURZEC,1351,Ziv,jg
1975,VLH_KVL_TRSK,-1056891,0805Tr1,Volhynia,Kovel,Turiisk,jews_arrived,15MX,1575,1550,1550,"Jews settled in the mid-16th cent. In the 1830s R. Avraham Twersky (the Maggid of Trisk') set up a famous hasidic court including housing facilities, meeting halls, a bath house, and synag",15MX,השומר הצעיר,24.53333333,51.1,Pale,TURZYSK,1351,Ziv,jg
1976,PTR_LDZ_TSZY,-533699,,Piotrkow,Lodz,Tuszyn,jews_present,16XX,1700,1600,1650,Jews lived there from the 17th cent. and from the 18th cent. were involved in the production and sale of liquor. The J. pop. in 1897 was 589 (36% of the total). Between the World Wars Jews made their living by supplying sum,,,19.55,51.6,Congress Poland,TUSZYN,1351,Shn,jg
1977,KVN_TLS_TVRY,-2620008,1706Tv1,Kovno,Telshi,Tvery,POP,1923,1923,1923,1923,"The J. pop. in 1923 was 102 (18% of the total). The community had neither a school nor a cemetery. The J. pop. in 1940 was 15-20 families, mostly engaged in agriculture. All the Jews were murdered in Viesv",18LX,,22.15,55.73333333,Pale,TVERAI,1352,Ziv,jg
1978,GLC_LWW_TWRD,-1056949,,Galicia,Mosciska,Twierdza,POP,1921,1921,1921,1921,The J. pop. in 1921 was 148 (total 512). The Jews probably shared the fate of nearby Frysztak's Jews in the Holocaust.,,,23.25,49.8,Galicia,TWIERDZA,1352,Shn,jg
1979,GLC_LWW_TYCZ,-533767,,Galicia,Rzeszow,Tyczyn,jews_arrived,14XX,1500,1400,1450,"Jews settled in the 15th cent. Economic conditions picked up with the establishment of a hasidic court by R. Shelomo Aryeh-Leib Weinshallbaum in the second half of the 18th cent., which became the center of local J. life. T",,,22.03333333,49.96666667,Galicia,TYCZYN,1352,Shn,jg
1980,LMZ_WYS_TYKT,-533770,5403Ty1,Lomza,Wysokie Mazowieckie,Tykotsin,jews_arrived,1522,1522,1522,1522,"Ten J. families from Grodno settled in 1522 under a charter of privileges enabling them to trade and open a synagogue and cemetery. Despite friction with the local pop., including a blood libel in 1657 t",1522,הוקמה על ידי יהודים מגורדונו,22.78333333,53.2,Congress Poland,TYKOCIN,1352,Ziv,jg
1981,GLC_CRC_TYLC,-533780,,Galicia,Nowy Sacz,Tylicz,jews_arrived,17LX,1800,1775,1775,"Jews settled in the late 18th cent., numbering 139 in 1921 (total 1,253). They were expelled by the Germans in Oct. 1940, probably to Nowy Soncz, where they shared the fate of the local Jews.",,,21.01666667,49.4,Galicia,TYLICZ,1353,Shn,jg
1982,GLC_LWW_TYRW,-533824,,Galicia,Sanok,Tyrawa Wołoska,jews_arrived,17XX,1800,1700,1750,"Jews settled in the 18th cent., with many farming. The pop. reached 415 in 1900 (40% of the total) and declined to 299 in 1921. In wwi, following a regime of persecution and forced labor, the Jews wer",,,22.36666667,49.58333333,Galicia,TYRAWA WOLOSKA,1353,Shn,jg
1983,GLC_STN_TYSZ,-1056980,,Galicia,Horodenka,Tyszkowce,POP,1921,1921,1921,1921,The J. pop. in 1921 was 129. The Jews were possibly expelled to Horodenka for liquidation in April 1942.,,,25.36666667,48.7,Galicia,TYSZKOWCE,1353,Shn,jg
1984,LBL_TMS_TYSZ,-533843,,Lublin,Tomaszow,Tyszowce,jews_present,15LX,1600,1575,1575,"Jews were present in the late 16th cent., enjoying wide-ranging royal privileges. T. was one of the principal communities in the Chelm-Belz region with meetings of the Council of the Four Lands convened there in 1583, 1",,,23.7,50.61666667,Congress Poland,TYSZOWCE,1354,Shn,jg
1985,KVN_RSS_TSTV,-2620027,1705Ts1,Kovno,Rossieny,Tsitoviany,jews_arrived,18XX,1900,1800,1850,"Jews first settled in the 19th cent. After WWI, many emigrated, mainly to South Africa, some to Palestine. The community maintained a synagogue and beit midrash. Most of the Jews were farmers. T",18EX,,23.2,55.6,Pale,TYTUVENAI,1354,Ziv,jg
1986,LBL_GRB_UCHN,,,Lublin,Hrubieszow,Uchanie,first_mention,1640,1640,1640,1640,"Jews as grain merchants are mentioned from 1640. In 1897, they numbered 1,386 (of a total 1,980). Many left during and after WWI and in 1921 the J. pop. was 1,010. The Germans occupied U. in Sept 1939 and on 10 June 1942",,,23.65,50.9,Congress Poland,UCHANIE,1355,Shn,manual
1987,GLC_LWW_UHNW,-1057044,,Galicia,Rawa,Uhnów,community_present,15XX,1600,1500,1550,"A small J. community dates from the 16th cent. but it only began to grow in the late 18th cent., reaching a pop. of 2,140 (50% of the total) by the end of the 19th cent. Relations between the Jew",,,23.75,50.36666667,Galicia,UHNOW,50,Shn,jg
1988,PTR_BRZ_UJZD,-533918,,Piotrkow,Brzeziny,Ujazd,jews_arrived,16LX,1700,1675,1675,Jews settled in the second half of the 17th cent. The discovery of iron ore in the area in the late 18th cent. was a source of employment for Jews. In the early 19th cent. they became involved in the weaving industry. Betwee,,,19.91666667,51.6,Congress Poland,UJAZD,1357,Shn,jg
1989,KVN_VLK_VLKM,-2620042,1702Vl1,Kovno,Vilkomir,Vilkomir,jews_arrived,16XX,1700,1600,1650,Jews began settling in the 17th cent. Lord Nathaniel Rothschild contributed to the community's rehabilitation after a fire in 1877. For centuries U. was a center of Torah learning. By 1860 it had 20 s,16EX,,24.75,55.25,Pale,UKMERGE,1358,Ziv,jg
1990,POD_LTN_ULNV,-1057102,3207Ul1,Podolia,Litin,Ulanov,jews_arrived,17EX,1750,1700,1725,"Jews probably settled in the early 18th cent., numbering 201 in 1784 and about 2,000 (of a total 2,047) in 1897. Under the Soviets, a few Jews worked in kolkhozes. A J. council was active from the late 1920s. J. childr",17EX,,28.13333333,49.7,Pale,ULANOV,1358,Ziv,jg
1991,GLC_LWW_ULNW,-533954,,Galicia,Nisko,Ulanów,community_present,17LX,1800,1775,1775,The first J. settlement was wiped out in the Chmielnicki massacres of 1648-49 but the Jews soon reestablished themselves. Under the Austrians they suffered from heavy taxation. Economic conditions were alleviated by the tow,,,22.26666667,50.48333333,Galicia,ULANOW,1359,Shn,jg
1992,GLC_TRN_ULSZ,-1057106,,Galicia,Czortkow,Ułaszkowce,community_present,18XX,1900,1800,1850,"The J. community began to develop in the 19th cent. and in 1900 numbered 489 (total 2,280). J. livelihoods revolved around the yearly fair, which brought an influx of Jews",,,25.83333333,48.9,Galicia,ULASZKOWCE,1359,Shn,jg
1993,GLC_LWW_ULZW,-533977,,Galicia,Cieszanow,Ułazów,POP,1921,1921,1921,1921,The J. pop. in 1921 was 180. Most Jews fled to Sovietheld territory in Sept-Oct. 1939. Those who remained were probably deported to the Belzec death camp in summer-fall 1942 via Lubaczow or Rawa Ruska.,,,23,50.26666667,Galicia,ULAZOW,1360,Shn,jg
1994,VTB_LPL_ULL,-1950894,0506Ul1,Vitebsk,Lepel,Ulla,jews_arrived,17EX,1750,1700,1725,"Jews settled in the early 18th cent. Their pop. was 129 in 1765 and 1,539 (62% of the total) in 1897. In 1924, under the Soviets, a J. council (soviet) was established. A J. elementary school was also in operation. Two",17EX,,29.25,55.23333333,Pale,ULLA,1360,Ziv,jg
1995,GLC_LWW_ULCZ,-534007,,Galicia,Brzozow,Ułucz,POP,1921,1921,1921,1921,The J. pop. in 1921 was 210. Some Jews were engaged in agriculture. All were probably killed in 1942.,,,22.28333333,49.68333333,Galicia,ULUCZ,1360,Shn,jg
1996,KIV_UMN_UMN,-1057170,1610Um1,Kiev,Uman,Uman,jews_arrived,16XX,1700,1600,1650,"Jews settled in the 17th cent. In 1729, all the Jews were murdered in a Haidamak raid. By 1765, 405 Jews were living there again but in 1768 the Haidamaks under Zheleznyak again massacred the Jews. In 1897, the J. pop. was 1",16LX,נחרב פעמיים עי היידמאקים,30.21666667,48.75,Pale,UMAN,1360,Ziv,jg
1997,CRN_SRZ_UNCH,-3025207,4815Un1,Chernigov,Surazh,Unech,community_present,1903,1903,1903,1903,"J. residence was banned in 1882 but allowed again in 1903. The J. pop. was 1,409 in 1926 and 1,708 (of a total 13,955) in 1939. Following the German occupation of 17 Aug., 1941, 342 Jews were murdered at the local train s",1903,נאסר על יהודים להתיישב ב 1882 והותר להם ב 1903,32.68333333,52.85,Pale,UNETCHA,1361,Ziv,jg
1998,KLS_TRK_UNJW,-534027,,Kalisz,Turek,Uniejów,jews_present,17MX,1775,1750,1750,"Jews lived here from the mid-18th cent. and in 1897 numbered 960. Some were industrialists, but after a boycott in 1936 the community issued a call to Polish Jewry for aid. In 1940, the Germans enclosed the 130 families in",,,18.8,51.96666667,Congress Poland,UNIEJOW,1361,Shn,jg
1999,KVN_RSS_UPN,-2620071,1705Up1,Kovno,Rossieny,Upina,POP,19EX,1915,1915,1925,"Prior to WWII, there were 20-30 J. families in U. They were petty traders or farmers. On 23 June 1941, the German army entered U. and immediately began to persecute the Jews. On 22 July 1941, males from the age of 13 w",18LX,,22.45,55.45,Pale,UPYNA,1362,Ziv,jg
2000,MNS_BBR_URCH,-1950915,2202Ur1,Minsk,Bobruisk,Urieche,jews_arrived,17LX,1800,1775,1775,"Jews apparently settled at the turn of the 18th cent., numbering 92 in 1811 and 483 (of a total 509) in 1897. In mid-July 1920, retreating Polish soldiers went on a rampage of rape, murder, robbery, and arson. In the",17LX,,27.9,52.95,Pale,URETCHE,1362,Ziv,jg
2001,GLC_STN_URYC,,,Galicia,Stryj,Urycz,POP,1921,1921,1921,1921,"The J. pop. in 1921 was 151 (total 1,219). All were murdered by the Ukrainians and/or Germans in 1941-42.",,,23.4051376,49.1822032,Galicia,URYCZ,1363,Shn,manual
2002,LBL_INV_URZN,,,Lublin,Janow,Urzendow,jews_present,17XX,1800,1700,1750,"Though J. residence was officially banned until 1862, Jews were present from the 18th cent., mostly leasing inns. In 1886, the J. pop. was 153, rising to 509 in 1929. By 1905 the community had a synagogue. Between the W",,,22.15,50.98333333,Congress Poland,URZENDOW,1363,Shn,manual
2003,GLC_TRN_USCZ,-1057280,,Galicia,Tlumacz,Uście Zielone,first_mention,1552,1552,1552,1552,"Jews are first mentioned in 1552, with an organized community in the 17th cent. and the J. pop. leveling off at around 600 (a quarter of the total) at the end of the 19th cent. Most of the town's c",,,24.96666667,49.03333333,Galicia,USCIE ZIELONE,1363,Shn,jg
2004,VLH_VLD_USTL,-1057255,0802Us1,Volhynia,Vladimir-Volynskii,Ustilug,jews_present,16XX,1700,1600,1650,"Jews were present in the 17th cent. By 1897 their pop. reached 3,212 (total 3,590) with the Hasidim worshiping at 12 synagogues and the town a transit point for the Bug River grain and lum",16EX,,24.15,50.86666667,Pale,USCILUG,1363,Ziv,jg
2005,VTB_LPL_USHC,-1950933,0506Us1,Vitebsk,Lepel,Ushach,first_mention,16LX,1700,1675,1675,"Jews are first mentioned in the late 17th cent. Their pop. was 611 in 1765 and 1,129 (78% of the total) in 1897. A J. council was established in 1924 and a J. elementary school was in operation. In 1930, 17 J. famil",16LX,,28.6,55.18333333,Pale,USHACHI,1364,Ziv,jg
2006,VLH_ZHT_UTMR,-1057221,0801Ut1,Volhynia,Zhitomir,Utomir,first_mention,1750,1750,1750,1750,"Jews are first mentioned in 1750 with reference to the transfer of the Ovruch region from Pinsk to the Volhynia dist. They numbered 1,754 (total 2,381) in 1897. In March-May 1919, the Petlyura gangs robbed and murdere",1750,,28.46666667,50.85,Pale,USHOMIR,1364,Ziv,jg
2007,GLC_LWW_USTR,-534141,,Galicia,Lisko,Ustrzyki Dolne,community_founded,18EX,1850,1800,1825,"The Jews were among the first settlers of the town when it was founded in the early 19th cent. and constituted around 60% of the pop. until WWI (2,328 out of 3,919 in 1910). Two wealthy",,,22.58333333,49.43333333,Galicia,USTRZYKI DOLNE,1365,Shn,jg
2008,VTB_VLZ_USVT,-3027477,0502Us1,Vitebsk,Velizh,Usviat,jews_arrived,17LX,1800,1775,1775,"Jews probably settled in the late 18th cent. Their pop. was 1,016 in 1847 and 956 (total 2,679) in 1897. In the Soviet period, a number of Jews belonged to a J. agricultural cooperative which became a multinational ko",17LX,,30.75,55.75,Pale,USVIYATY,1365,Ziv,jg
2009,GLC_TRN_USZN,,,Galicia,Zloczow,Usznia,POP,1921,1921,1921,1921,The J. pop. in 1921 was 120. The Jews were probably expelled to Zloczow for liquidation in Nov. 1942.,,,24.91666667,49.88333333,Galicia,USZNIA,,Shn,manual
2010,KVN_VLK_UTSN,-2620103,1702Ut1,Kovno,Vilkomir,Utsiany,first_mention,15XX,1600,1500,1550,"Graves from the 16th cent. attest to a J. presence. By 1765 the J. pop. was 565. Devasting fires in 1879 and 1890 caused considerable suffering to the community. The J. pop. in 1897 was 2,405 (74% of the to",15EX,,25.6,55.5,Pale,UTENA,1365,Ziv,jg
2011,MGL_GML_UVRV,-1950984,2303Uv1,Mogilev,Gomel,Uvarovichi,POP,1897,1897,1897,1897,"The J. pop. was 622 (total 2,046) in 1897. The Hebrew writer Shaul Gurevich was born in U. In 1924-25, under the Soviets, 40 J. families earned their livelihoods in agriculture and an agricultural cooperative found",18MX,,30.73333333,52.6,Pale,UVAROVICHI,1367,Ziv,jg
2012,MNS_IGM_UZD,-1950990,2204Uz1,Minsk,Igumen,Uzda,jews_arrived,17EX,1750,1700,1725,"J. settlement probably commenced in the first half of the 18th cent. The J. pop. was 263 in 1765 and 2,068 (total 2,756) in 1897. On 12-13 July 1920, retreating Polish soldiers staged a pogrom, burning dozens of J. homes",17EX,,27.21666667,53.46666667,Pale,UZDA,1368,Ziv,jg
2013,KVN_VLK_USHP,-2620151,1702Us2,Kovno,Vilkomir,Ushpol,jews_arrived,17XX,1800,1700,1750,"Jews settled in the 18th cent. By 1897 the J. pop. was 691 (93% of the total), but by 1923 it was 551 (36%). All Zionist parties were active until the Soviet annexation of 1940. When the Germans entered",17EX,,25.58333333,55.65,Pale,UZPALIAI,1369,Ziv,jg
2014,KVN_SHV_UZHV,-2620203,1707Uz1,Kovno,Shavli,Uzhventy,jews_arrived,17XX,1800,1700,1750,The first Jews arrived in the 18th cent. By 1897 the J. pop. was 330 (35% of the total); by 1923 it had dropped to 173 (22 %). In June 1939 a fire started by antisemites destroyed the main J. instit,17EX,,22.65,55.78333333,Pale,UZVENTIS,1369,Ziv,jg
2015,KVN_PNV_VBLN,-2620214,1704Vb1,Kovno,Poneviezh,Vobolniki,jews_arrived,16XX,1700,1600,1650,"Jews began settling here in the 17th cent. A few of V.'s Jews emigrated to Eretz Israel before the Hovevei Zion period in the 19th cent. In 1897 the J. pop. was 1,828 (78% of the tota",16EX,,24.75,55.96666667,Pale,VABALNINKAS,1370,Ziv,jg
2016,KIV_BRD_VKHN,-1057333,1602Vk1,Kiev,Berdichev,Vakhnovka,POP,1897,1897,1897,1897,"The J. pop. was 2,404 (total 5,371) in 1897. In an 1884 fire, 120 J. homes were destroyed. The synagogue in V. is believed to be one of the oldest in the region. Jews were attacked in a pogrom on 8 July 1919. In 192",1884,,28.85,49.31666667,Pale,VACHNOVKA,1371,Ziv,jg
2017,CRL_GZN_VND,-3213817,1904Vn1,Courland,Gazenpot,Vainode,community_present,19EX,1915,1900,1925,"A small community existed before WWI in the newly founded town, growing to 125 (total 1,416) in 1935 and operating a J. school. All the Jews were killed in late summer 1941 under the German occupation.",1935,,21.86666667,56.43333333,Mainland Russia,VAINODE,1372,Ziv,jg
2018,KVN_RSS_VNTY,-2620269,1705Vn1,Kovno,Rossieny,Voinuty,jews_arrived,16XX,1700,1600,1650,"Jews began settling in the 17th cent. Prior to WWI there were about 80 J. families there. In the 1921 municipal elections, two Jews were elected to the 19 member city council. Many of V.'s Jews partic",16EX,,21.83333333,55.36666667,Pale,VAINUTAS,1372,Ziv,jg
2019,CRL_TLS_SSMK,-3213835,1908Ss1,Courland,Talsen,Sasmaken,jews_present,17EX,1750,1700,1725,"Jews were present in the first quarter of the 18th cent. and numbered 1,197 in 1897 (total 1,774). Thereafter the J. pop. declined steadily, leveling off at around 160 between the World Wars. The Jews we",17EX,,22.58333333,57.36666667,Mainland Russia,VALDEMARPILS,1372,Ziv,jg
2020,BSS_BLT_VLLV,-2277553,0304Vl1,Bessarabia,Bieltsy,Valialui Vlad,community_founded,1836,1836,1836,1836,"This J. settlement dates from 1836. Its settlers engaged in agriculture and in the wheat trade. In 1930 the J. pop. was 1,355, with a J. school in operation. The fate of the community dur",1863,,28.13333333,47.48333333,Pale,VALEA LUI VLAD,1373,Ziv,jg
2021,KHR_ANN_VLGT,-1038019,4703Vl1,Kherson,Ananev,Valegotsulovo,jews_arrived,18EX,1850,1800,1825,"Jews settled in the early 19th cent. A pogrom was staged in 1882. V. was the birthplace of the well-known J. composer Lazare Saminsky (1882-1959), who published studies on the history of J",18EX,,29.93333333,47.53333333,Pale,VALEGOTSULOVO,1373,Ziv,jg
2022,LVL_VLK_VLK,-2626209,2102Vl1,Livland,Valk,Valk,community_founded,1859,1859,1859,1859,VALGA Estonia. The community was founded in 1859 by three J. soldiers in the Russian army and grew to 784 (4% of the total) on the eve of WWI. Public life received a boost after the Feb. 1917 Revolution when J. soldiers in the Russian army set up Zio,1859,העיר נמצאת על גבול אסטוניה-לטביה ומחולקת בין שתיהן,26.05,57.76666667,Mainland Russia,VALGA,1373,Ziv,jg
2023,LVL_VLM_VLMR,-3214770,2105Vl1,Livland,Volmar,Volmar,jews_present,1897,1897,1897,1897,"The first Jews were Cantonists conscripted into the Russian army under Nicholas I. In 1897 the J. pop. reached 166 (total 5,056) and was reduced by a third after WWI, with most engaged in trade. Economic cond",1897,,25.4,57.55,Mainland Russia,VALMIERA,1374,Ziv,jg
2024,KVN_KVN_VNDZ,-2620353,1701Vn1,Kovno,Kovno,Vendziagoly,jews_arrived,16XX,1700,1600,1650,"Jews first settled here in the 17th cent. The J. pop. in 1897 was 374 (57% of the total). From the 1880s until WWI, many emigrated to the U.S. In wwi the Russian army expelled the Jews, many of w",16EX,,23.96666667,55.11666667,Pale,VANDZIOGALA,1374,Ziv,jg
2025,POD_LMP_VPNR,-1057374,3212Vp1,Podolia,Lampol,Vapniarka,jews_present,1784,1784,1784,1784,"Eight Jews were present in 1784. In 1897, the J. pop. was 370 (total 760). One 20O0cts 1905, 150 memberscor the Black Hundreds, an antisemitic organization that enjoyed government support, staged a pogrom again",1784,,28.76666667,48.53333333,Pale,VAPNYARKA,1374,Ziv,jg
2026,VTB_RZH_VRKL,-3213892,0510Vr1,Vitebsk,Riezhitsa,Varkliany,community_founded,17LX,1800,1775,1775,"The community was established in the late 18th cent. and grew to 1,365 (total 1,810) in 1897. Jews traded in farm produce and were also craftsmen who eked out a living by traveling from village to vil",17LX,,26.73333333,56.61666667,Pale,VARAKLANI,1374,Ziv,jg
2027,VLN_TRK_ORNY,-2620370,0407Or1,Vilna,Troki,Orany,jews_present,17MX,1775,1750,1750,"A few Jews lived in V. in the mid-18th cent. The J. pop. in 1897 was 1,473 (56% of the total). Prior to Wwll, there were about 60 J. families with a Hebrew school and a talmud torah. The German army entered",17MX,,24.56666667,54.21666667,Pale,VARENA,1375,Ziv,jg
2028,KVN_TLS_VRN,-2620398,1706Vr1,Kovno,Telshi,Vorni,jews_arrived,16XX,1700,1600,1650,"Jews began settling in the 17th cent. The J. pop. in 1897 was 1,226 (39% of the total). The community maintained synagogues and a heder. Prior to WWI, a reformed heder was established where J. and secula",16EX,,22.36666667,55.75,Pale,VARNIAI,1376,Ziv,jg
2029,KHR_ODS_VRVR,-1057419,4705Vr1,Kherson,Odessa,Varvarovka,jews_arrived,18EX,1850,1800,1825,"Jews probably settled in the early 19th cent. and numbered 781 (total 2,532) in 1897. In 1905 they were attacked in a pogrom. In 1939, 135 remained. The Germans arrived on 14 Aug. 1941 and in Sept. murdered 117 Je",18EX,,31.95,46.98333333,Pale,VARVAROVKA,1377,Ziv,jg
2030,MNS_RCH_VSLV,-1951048,2208Vs1,Minsk,Riechitsa,Vasilevichi,jews_present,19XX,1897,1800,1850,"A small number of Jews were apparently present in the 19th cent. Despite the residence ban introduced in 1882, Jews numbered 229 (total 1,968) in 1897. Residence was Officially allowed only in 1903. In 1939, the",18MX,,29.83333333,52.25,Pale,VASILEVICHI,1377,Ziv,jg
2031,TRD_MLT_VSLV,-1061631,4105Vs1,Taurida,Melitopol,Vasilevo,POP,1939,1939,1939,1939,"In 1939, the J. pop. was 97 (total 5,620). The Germans captured the town on 4 Oct. 1941 and murdered the 42 remaining Jews in the same mo",18LX,,35.26666667,47.43333333,Pale,VASILEVKA,1377,Ziv,jg
2032,KIV_VSL_VSLK,-1057447,1603Vs1,Kiev,Vasilkov,Vasilkov,POP,1799,1799,1799,1799,"Jews numbered 1,478 in 1799 and 5,156 in 1897. Many Jews were employed as production workers and clerks in the city's brickyard or at one of its nine factories. In 1900, a new building was constructed for the talmud tora",1799,,30.31666667,50.18333333,Pale,VASILKOV,1377,Ziv,jg
2033,KVN_PNV_KNST,-2620415,1704Kn1,Kovno,Poneviezh,Konstantinovo,jews_arrived,16XX,1700,1600,1650,"The first Jews settled here in the 17th cent. In 1897 the J. pop. was 440 (50% of the total). In WwI the Jews were expelled, some returning later. In the 1920s many emigrated to South Africa and the U.S",16EX,,24.2,56.16666667,Pale,VASKAI,695,Ziv,jg
2034,KVN_SHV_VGR,-2620435,1707Vg2,Kovno,Shavli,Vegeri,POP,1940,1940,1940,1940,"The J. pop. in 1940 was 50 (6% of the total). On 5 Aug. 1941 all of V.'s Jews were taken to Mazeikiai, where they were shot and buried in mass graves.",18LX,,22.95,56.4,Pale,VEGERIAI,1379,Ziv,jg
2035,SWL_SNY_VS,-2620438,5907Vs1,Suwalki,Seiny,Veisee,jews_arrived,17XX,1800,1700,1750,"Jews began settling here in the 18th cent. The J. pop. in 1897 was 974 (63% of the total). During WwI the Russian army expelled all the Jews, half of whom returned after the war. Between the World Wars",17EX,תנועה ציונית פעילה,23.7,54.1,Congress Poland,VEISIEJAI,1379,Ziv,jg
2036,KVN_RSS_VVRZ,-2620442,1705Vv1,Kovno,Rossieny,Vevirzhany,jews_present,1662,1662,1662,1662,A small group of Jews was living here in 1662. The J. pop. was 281 in 1847 and 259 in 1923 (28% of the total). Antisemitism increased in the 1930s. There was a Hebrew school and Zionist youth grou,1662,,21.6,55.6,Pale,VEIVIRZENAI,1380,Ziv,jg
2037,VLH_OVR_VLDN,-1048910,0809Vl1,Volhynia,Ovruch,Veledniki,community_present,1757,1757,1757,1757,"The local proprietor Count Potocki permitted J. tailors and furriers to form a guild in 1757, extending the right to all J. artisans in 1783, Che J. pop) wasmls2.qne) 76 5sand 507 (total 1,143) in 1897. Between the",1757,,28.46666667,51.31666667,Pale,VELEDNIKI,1380,Ziv,jg
